Ensembl Gene ID,Frog Ensembl Gene ID,Homology Type
ENSMUSG00000079006,,
ENSMUSG00000040563,ENSXETG00000007925,ortholog_one2one
ENSMUSG00000090258,ENSXETG00000027363,ortholog_one2one
ENSMUSG00000050974,ENSXETG00000023815,ortholog_one2many
ENSMUSG00000027398,ENSXETG00000001276,ortholog_one2one
ENSMUSG00000030722,,
ENSMUSG00000002578,ENSXETG00000009449,ortholog_one2one
ENSMUSG00000034653,ENSXETG00000021517,ortholog_one2one
ENSMUSG00000002190,ENSXETG00000014911,ortholog_one2one
ENSMUSG00000020601,ENSXETG00000027887,ortholog_one2one
ENSMUSG00000025077,,
ENSMUSG00000051238,ENSXETG00000032165,ortholog_one2one
ENSMUSG00000034032,ENSXETG00000000054,ortholog_one2one
ENSMUSG00000079005,,
ENSMUSG00000047648,ENSXETG00000018433,ortholog_one2one
ENSMUSG00000038552,ENSXETG00000016404,ortholog_one2one
ENSMUSG00000006307,ENSXETG00000017567,ortholog_one2one
ENSMUSG00000037138,ENSXETG00000030016,ortholog_one2one
ENSMUSG00000003352,ENSXETG00000009800,ortholog_one2one
ENSMUSG00000021417,ENSXETG00000018066,ortholog_one2many
ENSMUSG00000006235,ENSXETG00000007924,ortholog_one2one
ENSMUSG00000067430,,
ENSMUSG00000030724,,
ENSMUSG00000059434,ENSXETG00000031416,ortholog_one2one
ENSMUSG00000055493,ENSXETG00000017691,ortholog_one2one
ENSMUSG00000091735,,
ENSMUSG00000026494,ENSXETG00000029968,ortholog_one2one
ENSMUSG00000061525,,
ENSMUSG00000045455,,
ENSMUSG00000070780,ENSXETG00000012802,ortholog_one2one
ENSMUSG00000020283,ENSXETG00000002212,ortholog_one2one
ENSMUSG00000040146,ENSXETG00000016747,ortholog_one2one
ENSMUSG00000063253,ENSXETG00000016973,ortholog_one2one
ENSMUSG00000028086,ENSXETG00000009388,ortholog_one2one
ENSMUSG00000025078,,
ENSMUSG00000025551,ENSXETG00000020664,ortholog_one2one
ENSMUSG00000053054,ENSXETG00000027121,ortholog_one2many
ENSMUSG00000018845,ENSXETG00000013482,ortholog_one2one
ENSMUSG00000054477,ENSXETG00000021518,ortholog_one2many
ENSMUSG00000054477,ENSXETG00000033200,ortholog_one2many
ENSMUSG00000003360,ENSXETG00000009807,ortholog_one2one
ENSMUSG00000042626,ENSXETG00000015404,ortholog_one2one
ENSMUSG00000047286,,
ENSMUSG00000028459,ENSXETG00000033933,ortholog_one2one
ENSMUSG00000020593,ENSXETG00000020970,ortholog_one2one
ENSMUSG00000043602,,
ENSMUSG00000033938,ENSXETG00000025316,ortholog_one2one
ENSMUSG00000051503,,
ENSMUSG00000062761,,
ENSMUSG00000056018,,
ENSMUSG00000030727,,
ENSMUSG00000027455,,
ENSMUSG00000035283,,
ENSMUSG00000029348,ENSXETG00000031765,ortholog_one2one
ENSMUSG00000027163,ENSXETG00000007551,ortholog_one2one
ENSMUSG00000041592,ENSXETG00000004643,ortholog_one2one
ENSMUSG00000049939,ENSXETG00000030410,ortholog_one2one
ENSMUSG00000019820,ENSXETG00000022290,ortholog_one2one
ENSMUSG00000029138,,
ENSMUSG00000027498,ENSXETG00000012030,ortholog_one2one
ENSMUSG00000059201,,
ENSMUSG00000048814,ENSXETG00000013825,ortholog_one2one
ENSMUSG00000046229,,
ENSMUSG00000034135,ENSXETG00000003762,ortholog_one2one
ENSMUSG00000020280,ENSXETG00000002210,ortholog_one2one
ENSMUSG00000053830,,
ENSMUSG00000055067,,
ENSMUSG00000039632,ENSXETG00000016745,ortholog_one2one
ENSMUSG00000033949,ENSXETG00000011294,ortholog_one2one
ENSMUSG00000001036,ENSXETG00000022662,ortholog_one2one
ENSMUSG00000035692,,
ENSMUSG00000074206,ENSXETG00000027121,ortholog_one2many
ENSMUSG00000035173,,
ENSMUSG00000078840,,
ENSMUSG00000078349,,
ENSMUSG00000090306,ENSXETG00000027121,ortholog_one2many
ENSMUSG00000031708,ENSXETG00000020594,ortholog_one2one
ENSMUSG00000071302,,
ENSMUSG00000048058,ENSXETG00000007552,ortholog_one2one
ENSMUSG00000025058,ENSXETG00000018619,ortholog_one2one
ENSMUSG00000033993,,
ENSMUSG00000006310,,
ENSMUSG00000019923,,
ENSMUSG00000027794,,
ENSMUSG00000047507,ENSXETG00000021585,ortholog_one2one
ENSMUSG00000024477,ENSXETG00000011296,ortholog_one2one
ENSMUSG00000035454,,
ENSMUSG00000038085,,
ENSMUSG00000023249,ENSXETG00000000087,ortholog_one2one
ENSMUSG00000026080,ENSXETG00000013820,ortholog_one2one
ENSMUSG00000028298,ENSXETG00000018063,ortholog_one2one
ENSMUSG00000026904,ENSXETG00000016198,ortholog_one2one
ENSMUSG00000023350,ENSXETG00000022032,ortholog_one2many
ENSMUSG00000074570,ENSXETG00000012029,ortholog_one2one
ENSMUSG00000045912,ENSXETG00000006571,ortholog_one2one
ENSMUSG00000029701,ENSXETG00000009271,ortholog_one2one
ENSMUSG00000005483,ENSXETG00000020601,ortholog_one2one
ENSMUSG00000025056,ENSXETG00000015374,ortholog_one2one
ENSMUSG00000006313,ENSXETG00000019308,ortholog_one2one
ENSMUSG00000067424,,
ENSMUSG00000071855,ENSXETG00000011297,ortholog_one2one
ENSMUSG00000019433,ENSXETG00000020602,ortholog_one2one
ENSMUSG00000027189,ENSXETG00000007553,ortholog_one2one
ENSMUSG00000030730,ENSXETG00000009695,ortholog_one2one
ENSMUSG00000020312,ENSXETG00000006562,ortholog_one2one
ENSMUSG00000026492,ENSXETG00000033343,ortholog_one2many
ENSMUSG00000035427,,
ENSMUSG00000057135,,
ENSMUSG00000036751,ENSXETG00000017828,ortholog_one2one
ENSMUSG00000019464,ENSXETG00000028023,ortholog_one2one
ENSMUSG00000078486,,
ENSMUSG00000033319,ENSXETG00000018747,ortholog_one2one
ENSMUSG00000039232,ENSXETG00000022289,ortholog_one2one
ENSMUSG00000043140,,
ENSMUSG00000006311,,
ENSMUSG00000058153,ENSXETG00000004211,ortholog_one2one
ENSMUSG00000067604,,
ENSMUSG00000054855,ENSXETG00000009811,ortholog_one2one
ENSMUSG00000022057,ENSXETG00000030710,ortholog_one2many
ENSMUSG00000056130,ENSXETG00000018742,ortholog_one2many
ENSMUSG00000037984,ENSXETG00000023427,ortholog_one2one
ENSMUSG00000035580,ENSXETG00000014005,ortholog_one2one
ENSMUSG00000090286,,
ENSMUSG00000021097,,
ENSMUSG00000017167,ENSXETG00000020201,ortholog_one2one
ENSMUSG00000022711,ENSXETG00000008692,ortholog_one2one
ENSMUSG00000033184,ENSXETG00000018742,ortholog_one2many
ENSMUSG00000035963,ENSXETG00000006568,ortholog_one2one
ENSMUSG00000052372,,
ENSMUSG00000037973,,
ENSMUSG00000034430,ENSXETG00000011547,ortholog_one2many
ENSMUSG00000036733,ENSXETG00000017599,ortholog_one2one
ENSMUSG00000026078,ENSXETG00000021779,ortholog_one2one
ENSMUSG00000026926,ENSXETG00000000748,ortholog_one2one
ENSMUSG00000021576,ENSXETG00000027021,ortholog_one2one
ENSMUSG00000073910,ENSXETG00000009377,ortholog_one2one
ENSMUSG00000019055,ENSXETG00000013055,ortholog_one2one
ENSMUSG00000064037,,
ENSMUSG00000057561,,
ENSMUSG00000029012,ENSXETG00000015946,ortholog_one2one
ENSMUSG00000047143,ENSXETG00000002846,ortholog_one2one
ENSMUSG00000038949,ENSXETG00000033942,ortholog_one2one
ENSMUSG00000020310,,
ENSMUSG00000033022,ENSXETG00000018739,ortholog_one2one
ENSMUSG00000037797,ENSXETG00000011164,ortholog_many2many
ENSMUSG00000032905,ENSXETG00000000129,ortholog_one2one
ENSMUSG00000035395,ENSXETG00000008121,ortholog_one2many
ENSMUSG00000042647,ENSXETG00000020919,ortholog_one2many
ENSMUSG00000075012,ENSXETG00000024642,ortholog_one2one
ENSMUSG00000068270,ENSXETG00000030777,ortholog_one2one
ENSMUSG00000030733,,
ENSMUSG00000072680,ENSXETG00000026178,ortholog_one2many
ENSMUSG00000020275,ENSXETG00000002209,ortholog_one2one
ENSMUSG00000003354,ENSXETG00000009815,ortholog_one2one
ENSMUSG00000026077,ENSXETG00000021769,ortholog_one2one
ENSMUSG00000043727,,
ENSMUSG00000033373,ENSXETG00000002203,ortholog_one2one
ENSMUSG00000024480,ENSXETG00000027374,ortholog_one2one
ENSMUSG00000037475,ENSXETG00000016195,ortholog_one2many
ENSMUSG00000029206,ENSXETG00000021094,ortholog_one2one
ENSMUSG00000098463,,
ENSMUSG00000025792,ENSXETG00000019705,ortholog_one2one
ENSMUSG00000021577,,
ENSMUSG00000027188,ENSXETG00000007554,ortholog_one2one
ENSMUSG00000057672,ENSXETG00000020605,ortholog_one2one
ENSMUSG00000003402,ENSXETG00000016744,ortholog_one2one
ENSMUSG00000042993,,
ENSMUSG00000062651,,
ENSMUSG00000094817,,
ENSMUSG00000008393,ENSXETG00000008696,ortholog_one2many
ENSMUSG00000034683,ENSXETG00000032596,ortholog_one2one
ENSMUSG00000024481,ENSXETG00000018734,ortholog_one2one
ENSMUSG00000078348,ENSXETG00000021409,ortholog_one2one
ENSMUSG00000078762,ENSXETG00000031041,ortholog_one2one
ENSMUSG00000054404,,
ENSMUSG00000073568,ENSXETG00000032499,ortholog_one2one
ENSMUSG00000073838,ENSXETG00000028019,ortholog_one2many
ENSMUSG00000042705,ENSXETG00000018731,ortholog_one2one
ENSMUSG00000002930,ENSXETG00000023441,ortholog_one2one
ENSMUSG00000048794,ENSXETG00000011548,ortholog_one2one
ENSMUSG00000038936,ENSXETG00000033793,ortholog_one2many
ENSMUSG00000038936,ENSXETG00000007895,ortholog_one2many
ENSMUSG00000048602,ENSXETG00000016156,ortholog_one2many
ENSMUSG00000079513,ENSXETG00000006072,ortholog_one2many
ENSMUSG00000078485,ENSXETG00000020252,ortholog_one2one
ENSMUSG00000027502,ENSXETG00000012028,ortholog_one2one
ENSMUSG00000049858,ENSXETG00000009446,ortholog_one2one
ENSMUSG00000023052,,
ENSMUSG00000072722,,
ENSMUSG00000020308,ENSXETG00000006557,ortholog_one2one
ENSMUSG00000028300,ENSXETG00000009376,ortholog_one2one
ENSMUSG00000073702,ENSXETG00000024667,ortholog_one2one
ENSMUSG00000052942,ENSXETG00000011692,ortholog_one2one
ENSMUSG00000000711,ENSXETG00000006194,ortholog_one2one
ENSMUSG00000035387,ENSXETG00000006072,ortholog_one2many
ENSMUSG00000020307,ENSXETG00000006555,ortholog_one2many
ENSMUSG00000020273,ENSXETG00000002208,ortholog_one2one
ENSMUSG00000040569,ENSXETG00000014594,ortholog_one2one
ENSMUSG00000052414,ENSXETG00000012641,ortholog_one2many
ENSMUSG00000028546,ENSXETG00000008680,ortholog_one2one
ENSMUSG00000049761,,
ENSMUSG00000054206,,
ENSMUSG00000007041,ENSXETG00000024073,ortholog_one2one
ENSMUSG00000078484,ENSXETG00000020253,ortholog_one2one
ENSMUSG00000028138,ENSXETG00000009304,ortholog_one2one
ENSMUSG00000013083,,
ENSMUSG00000037902,,
ENSMUSG00000023931,ENSXETG00000033308,ortholog_one2one
ENSMUSG00000014725,ENSXETG00000030278,ortholog_many2many
ENSMUSG00000014725,ENSXETG00000031918,ortholog_many2many
ENSMUSG00000014725,ENSXETG00000032915,ortholog_many2many
ENSMUSG00000014725,ENSXETG00000032381,ortholog_many2many
ENSMUSG00000072675,,
ENSMUSG00000003355,ENSXETG00000009816,ortholog_one2one
ENSMUSG00000017831,ENSXETG00000002305,ortholog_one2one
ENSMUSG00000072720,ENSXETG00000001517,ortholog_one2one
ENSMUSG00000069793,,
ENSMUSG00000047824,,
ENSMUSG00000067833,,
ENSMUSG00000029456,ENSXETG00000020919,ortholog_one2many
ENSMUSG00000003134,ENSXETG00000004999,ortholog_one2one
ENSMUSG00000044957,,
ENSMUSG00000032637,ENSXETG00000014990,ortholog_one2one
ENSMUSG00000087236,ENSXETG00000033547,ortholog_one2one
ENSMUSG00000020018,ENSXETG00000021630,ortholog_one2one
ENSMUSG00000025358,ENSXETG00000009444,ortholog_one2one
ENSMUSG00000022848,ENSXETG00000012022,ortholog_one2one
ENSMUSG00000042808,ENSXETG00000030185,ortholog_one2one
ENSMUSG00000091497,,
ENSMUSG00000051853,ENSXETG00000011174,ortholog_one2one
ENSMUSG00000094891,,
ENSMUSG00000005553,ENSXETG00000006825,ortholog_one2one
ENSMUSG00000073069,,
ENSMUSG00000093884,,
ENSMUSG00000019817,,
ENSMUSG00000094861,,
ENSMUSG00000030087,ENSXETG00000011549,ortholog_one2one
ENSMUSG00000096169,,
ENSMUSG00000005481,ENSXETG00000020607,ortholog_one2one
ENSMUSG00000010136,ENSXETG00000030298,ortholog_one2one
ENSMUSG00000096072,,
ENSMUSG00000094441,,
ENSMUSG00000003410,ENSXETG00000016741,ortholog_one2one
ENSMUSG00000057805,,
ENSMUSG00000054666,,
ENSMUSG00000000708,ENSXETG00000014008,ortholog_one2one
ENSMUSG00000027797,ENSXETG00000017114,ortholog_one2one
ENSMUSG00000064129,,
ENSMUSG00000023175,ENSXETG00000006553,ortholog_one2one
ENSMUSG00000096910,,
ENSMUSG00000072674,,
ENSMUSG00000043873,ENSXETG00000011842,ortholog_one2many
ENSMUSG00000030738,ENSXETG00000002941,ortholog_one2one
ENSMUSG00000021062,ENSXETG00000002201,ortholog_one2one
ENSMUSG00000003929,,
ENSMUSG00000097407,,
ENSMUSG00000041506,ENSXETG00000030671,ortholog_one2one
ENSMUSG00000006315,ENSXETG00000006827,ortholog_one2one
ENSMUSG00000038895,ENSXETG00000016739,ortholog_one2one
ENSMUSG00000032083,ENSXETG00000033423,ortholog_one2many
ENSMUSG00000032083,ENSXETG00000003763,ortholog_one2many
ENSMUSG00000003135,ENSXETG00000033799,ortholog_one2one
ENSMUSG00000022996,ENSXETG00000011173,ortholog_one2one
ENSMUSG00000097810,,
ENSMUSG00000099083,ENSXETG00000012641,ortholog_one2many
ENSMUSG00000021867,ENSXETG00000026178,ortholog_one2many
ENSMUSG00000062393,ENSXETG00000022599,ortholog_many2many
ENSMUSG00000019647,ENSXETG00000018720,ortholog_one2one
ENSMUSG00000020019,ENSXETG00000011542,ortholog_one2one
ENSMUSG00000055240,,
ENSMUSG00000034227,ENSXETG00000019549,ortholog_one2one
ENSMUSG00000022159,ENSXETG00000017184,ortholog_one2one
ENSMUSG00000054057,,
ENSMUSG00000002550,ENSXETG00000001482,ortholog_one2one
ENSMUSG00000061099,,
ENSMUSG00000035208,,
ENSMUSG00000023151,ENSXETG00000025913,ortholog_one2one
ENSMUSG00000022849,ENSXETG00000012023,ortholog_one2one
ENSMUSG00000092072,,
ENSMUSG00000048234,ENSXETG00000004960,ortholog_one2one
ENSMUSG00000032081,,
ENSMUSG00000066383,,
ENSMUSG00000004347,ENSXETG00000023430,ortholog_one2one
ENSMUSG00000066839,ENSXETG00000016738,ortholog_one2one
ENSMUSG00000040163,,
ENSMUSG00000066382,,
ENSMUSG00000061392,,
ENSMUSG00000005534,ENSXETG00000013518,ortholog_one2one
ENSMUSG00000054074,ENSXETG00000007394,ortholog_one2one
ENSMUSG00000095567,ENSXETG00000031054,ortholog_one2one
ENSMUSG00000023577,,
ENSMUSG00000062162,,
ENSMUSG00000022710,ENSXETG00000008697,ortholog_one2one
ENSMUSG00000026491,ENSXETG00000008546,ortholog_one2one
ENSMUSG00000034422,ENSXETG00000023400,ortholog_one2many
ENSMUSG00000034422,ENSXETG00000023399,ortholog_one2many
ENSMUSG00000034422,ENSXETG00000023401,ortholog_one2many
ENSMUSG00000046056,,
ENSMUSG00000062778,ENSXETG00000011842,ortholog_one2many
ENSMUSG00000050967,ENSXETG00000030769,ortholog_one2one
ENSMUSG00000030088,ENSXETG00000011551,ortholog_one2one
ENSMUSG00000021578,ENSXETG00000023417,ortholog_one2one
ENSMUSG00000072772,ENSXETG00000023908,ortholog_one2one
ENSMUSG00000041009,,
ENSMUSG00000067649,,
ENSMUSG00000096351,ENSXETG00000032993,ortholog_one2one
ENSMUSG00000042249,ENSXETG00000030841,ortholog_one2many
ENSMUSG00000059040,ENSXETG00000011897,ortholog_one2many
ENSMUSG00000032966,ENSXETG00000011165,ortholog_many2many
ENSMUSG00000057322,ENSXETG00000025319,ortholog_one2one
ENSMUSG00000071726,,
ENSMUSG00000022997,ENSXETG00000009817,ortholog_one2one
ENSMUSG00000091129,,
ENSMUSG00000072620,,
ENSMUSG00000024505,ENSXETG00000017583,ortholog_one2one
ENSMUSG00000057173,,
ENSMUSG00000095110,,
ENSMUSG00000057021,,
ENSMUSG00000001349,ENSXETG00000016732,ortholog_one2one
ENSMUSG00000096042,,
ENSMUSG00000091294,,
ENSMUSG00000025127,ENSXETG00000005421,ortholog_one2one
ENSMUSG00000078763,,
ENSMUSG00000059173,ENSXETG00000030679,ortholog_one2one
ENSMUSG00000059436,ENSXETG00000007650,ortholog_one2one
ENSMUSG00000002885,ENSXETG00000020610,ortholog_one2one
ENSMUSG00000091937,,
ENSMUSG00000023192,ENSXETG00000032539,ortholog_one2one
ENSMUSG00000040121,ENSXETG00000016521,ortholog_one2one
ENSMUSG00000096153,,
ENSMUSG00000061298,,
ENSMUSG00000020020,ENSXETG00000009237,ortholog_one2one
ENSMUSG00000042240,ENSXETG00000001512,ortholog_one2one
ENSMUSG00000020817,ENSXETG00000021356,ortholog_one2one
ENSMUSG00000026743,ENSXETG00000007391,ortholog_one2one
ENSMUSG00000040112,ENSXETG00000001312,ortholog_one2one
ENSMUSG00000042613,ENSXETG00000031731,ortholog_one2one
ENSMUSG00000029458,ENSXETG00000020916,ortholog_one2one
ENSMUSG00000004263,ENSXETG00000023922,ortholog_one2one
ENSMUSG00000040550,ENSXETG00000014596,ortholog_one2many
ENSMUSG00000024935,ENSXETG00000011685,ortholog_one2one
ENSMUSG00000000204,,
ENSMUSG00000013822,ENSXETG00000016731,ortholog_one2one
ENSMUSG00000059288,ENSXETG00000030044,ortholog_one2one
ENSMUSG00000030720,ENSXETG00000008337,ortholog_one2many
ENSMUSG00000030720,ENSXETG00000033436,ortholog_one2many
ENSMUSG00000073486,,
ENSMUSG00000040813,ENSXETG00000030069,ortholog_one2one
ENSMUSG00000092519,,
ENSMUSG00000055010,,
ENSMUSG00000014813,ENSXETG00000007763,ortholog_one2one
ENSMUSG00000001348,ENSXETG00000016725,ortholog_one2one
ENSMUSG00000027624,ENSXETG00000012111,ortholog_one2one
ENSMUSG00000060962,,
ENSMUSG00000052949,ENSXETG00000019548,ortholog_one2one
ENSMUSG00000035277,ENSXETG00000021832,ortholog_one2one
ENSMUSG00000005089,ENSXETG00000007555,ortholog_one2one
ENSMUSG00000021101,,
ENSMUSG00000016831,ENSXETG00000017183,ortholog_one2many
ENSMUSG00000072672,,
ENSMUSG00000021065,ENSXETG00000007644,ortholog_one2one
ENSMUSG00000044496,ENSXETG00000013078,ortholog_one2one
ENSMUSG00000020331,ENSXETG00000031566,ortholog_one2one
ENSMUSG00000005813,ENSXETG00000009315,ortholog_one2one
ENSMUSG00000037416,ENSXETG00000017568,ortholog_one2one
ENSMUSG00000029019,,
ENSMUSG00000029207,ENSXETG00000021093,ortholog_one2one
ENSMUSG00000025261,ENSXETG00000030011,ortholog_one2one
ENSMUSG00000000861,ENSXETG00000002206,ortholog_one2one
ENSMUSG00000032080,ENSXETG00000003764,ortholog_one2one
ENSMUSG00000026925,ENSXETG00000000753,ortholog_one2one
ENSMUSG00000036112,ENSXETG00000009238,ortholog_one2one
ENSMUSG00000021579,ENSXETG00000001796,ortholog_one2one
ENSMUSG00000041616,,
ENSMUSG00000034714,ENSXETG00000012828,ortholog_one2one
ENSMUSG00000051592,ENSXETG00000022597,ortholog_one2one
ENSMUSG00000029352,ENSXETG00000026953,ortholog_one2one
ENSMUSG00000025359,ENSXETG00000009439,ortholog_one2one
ENSMUSG00000040661,ENSXETG00000000070,ortholog_one2one
ENSMUSG00000054150,ENSXETG00000023311,ortholog_one2one
ENSMUSG00000006678,ENSXETG00000021824,ortholog_one2one
ENSMUSG00000026074,ENSXETG00000031965,ortholog_one2one
ENSMUSG00000025357,ENSXETG00000009437,ortholog_one2one
ENSMUSG00000004267,,
ENSMUSG00000044627,ENSXETG00000007174,ortholog_one2one
ENSMUSG00000032079,ENSXETG00000032544,ortholog_one2one
ENSMUSG00000074199,,
ENSMUSG00000039196,,
ENSMUSG00000028545,ENSXETG00000008687,ortholog_one2one
ENSMUSG00000004837,ENSXETG00000022668,ortholog_one2one
ENSMUSG00000032985,,
ENSMUSG00000091625,ENSXETG00000026465,ortholog_one2one
ENSMUSG00000028156,ENSXETG00000009316,ortholog_one2one
ENSMUSG00000031538,ENSXETG00000016792,ortholog_one2one
ENSMUSG00000073101,,
ENSMUSG00000024299,ENSXETG00000009497,ortholog_one2one
ENSMUSG00000010607,,
ENSMUSG00000021253,,
ENSMUSG00000042759,,
ENSMUSG00000028359,,
ENSMUSG00000051314,ENSXETG00000033841,ortholog_one2one
ENSMUSG00000062210,ENSXETG00000017562,ortholog_one2one
ENSMUSG00000047454,ENSXETG00000011223,ortholog_one2one
ENSMUSG00000031539,ENSXETG00000016796,ortholog_one2one
ENSMUSG00000049502,ENSXETG00000024682,ortholog_one2one
ENSMUSG00000074472,,
ENSMUSG00000029787,ENSXETG00000021115,ortholog_one2one
ENSMUSG00000029016,ENSXETG00000013083,ortholog_one2one
ENSMUSG00000019429,ENSXETG00000001157,ortholog_one2many
ENSMUSG00000019429,ENSXETG00000032827,ortholog_one2many
ENSMUSG00000021102,ENSXETG00000025901,ortholog_one2one
ENSMUSG00000044453,ENSXETG00000031042,ortholog_one2one
ENSMUSG00000090925,,
ENSMUSG00000044701,,
ENSMUSG00000027952,,
ENSMUSG00000018986,,
ENSMUSG00000057982,,
ENSMUSG00000004018,ENSXETG00000020481,ortholog_one2one
ENSMUSG00000060863,,
ENSMUSG00000094040,,
ENSMUSG00000028152,ENSXETG00000009317,ortholog_one2one
ENSMUSG00000040809,ENSXETG00000011842,ortholog_one2many
ENSMUSG00000062794,,
ENSMUSG00000030717,,
ENSMUSG00000028221,ENSXETG00000014598,ortholog_one2one
ENSMUSG00000082101,,
ENSMUSG00000054822,,
ENSMUSG00000032078,ENSXETG00000003765,ortholog_one2one
ENSMUSG00000066829,,
ENSMUSG00000066175,,
ENSMUSG00000045083,ENSXETG00000001552,ortholog_one2one
ENSMUSG00000026073,ENSXETG00000004981,ortholog_one2one
ENSMUSG00000091780,ENSXETG00000032512,ortholog_one2one
ENSMUSG00000007039,ENSXETG00000024074,ortholog_one2one
ENSMUSG00000074569,ENSXETG00000033795,ortholog_one2one
ENSMUSG00000030577,ENSXETG00000032423,ortholog_many2many
ENSMUSG00000022615,ENSXETG00000015724,ortholog_one2one
ENSMUSG00000022507,ENSXETG00000008699,ortholog_one2one
ENSMUSG00000079654,,
ENSMUSG00000036777,ENSXETG00000000343,ortholog_one2one
ENSMUSG00000025081,ENSXETG00000007137,ortholog_many2many
ENSMUSG00000030714,ENSXETG00000033185,ortholog_one2one
ENSMUSG00000024507,ENSXETG00000017534,ortholog_one2many
ENSMUSG00000027505,,
ENSMUSG00000042371,ENSXETG00000022665,ortholog_one2one
ENSMUSG00000063779,ENSXETG00000011842,ortholog_one2many
ENSMUSG00000018733,ENSXETG00000013481,ortholog_one2one
ENSMUSG00000059213,,
ENSMUSG00000044186,ENSXETG00000007764,ortholog_many2many
ENSMUSG00000019815,,
ENSMUSG00000015120,ENSXETG00000004027,ortholog_one2one
ENSMUSG00000067713,ENSXETG00000011175,ortholog_one2one
ENSMUSG00000026072,ENSXETG00000032951,ortholog_one2many
ENSMUSG00000072662,ENSXETG00000033374,ortholog_one2one
ENSMUSG00000040536,ENSXETG00000014601,ortholog_one2one
ENSMUSG00000053134,ENSXETG00000022502,ortholog_one2one
ENSMUSG00000007867,ENSXETG00000013218,ortholog_one2one
ENSMUSG00000031540,,
ENSMUSG00000040102,ENSXETG00000031576,ortholog_one2one
ENSMUSG00000051339,ENSXETG00000001511,ortholog_one2one
ENSMUSG00000095556,,
ENSMUSG00000059003,ENSXETG00000008002,ortholog_one2one
ENSMUSG00000028640,ENSXETG00000012025,ortholog_one2one
ENSMUSG00000094832,,
ENSMUSG00000022061,ENSXETG00000007765,ortholog_one2one
ENSMUSG00000021870,ENSXETG00000008658,ortholog_one2one
ENSMUSG00000074497,,
ENSMUSG00000047394,ENSXETG00000015719,ortholog_one2one
ENSMUSG00000030711,ENSXETG00000012821,ortholog_one2one
ENSMUSG00000070942,ENSXETG00000032951,ortholog_one2many
ENSMUSG00000040325,ENSXETG00000000071,ortholog_one2one
ENSMUSG00000066964,ENSXETG00000031027,ortholog_one2one
ENSMUSG00000073147,,
ENSMUSG00000035420,,
ENSMUSG00000039209,ENSXETG00000030573,ortholog_one2many
ENSMUSG00000027400,ENSXETG00000032642,ortholog_one2one
ENSMUSG00000091680,,
ENSMUSG00000020329,ENSXETG00000006545,ortholog_one2one
ENSMUSG00000048875,ENSXETG00000008168,ortholog_one2one
ENSMUSG00000026740,ENSXETG00000007390,ortholog_one2one
ENSMUSG00000036634,ENSXETG00000008234,ortholog_one2one
ENSMUSG00000073565,ENSXETG00000031178,ortholog_one2one
ENSMUSG00000036411,ENSXETG00000013115,ortholog_one2one
ENSMUSG00000078938,,
ENSMUSG00000069379,ENSXETG00000014713,ortholog_one2many
ENSMUSG00000024510,ENSXETG00000006737,ortholog_one2many
ENSMUSG00000061111,ENSXETG00000005420,ortholog_one2one
ENSMUSG00000039680,ENSXETG00000032139,ortholog_one2one
ENSMUSG00000003500,ENSXETG00000023047,ortholog_one2one
ENSMUSG00000059772,ENSXETG00000029925,ortholog_one2one
ENSMUSG00000056978,,
ENSMUSG00000037885,ENSXETG00000021156,ortholog_many2many
ENSMUSG00000023940,ENSXETG00000014009,ortholog_one2one
ENSMUSG00000056987,,
ENSMUSG00000024528,ENSXETG00000004681,ortholog_one2one
ENSMUSG00000050440,,
ENSMUSG00000028460,,
ENSMUSG00000089774,,
ENSMUSG00000064202,ENSXETG00000030483,ortholog_one2one
ENSMUSG00000047721,ENSXETG00000012819,ortholog_one2one
ENSMUSG00000019814,ENSXETG00000009783,ortholog_one2one
ENSMUSG00000039672,ENSXETG00000032386,ortholog_one2one
ENSMUSG00000034401,,
ENSMUSG00000008999,ENSXETG00000011272,ortholog_one2one
ENSMUSG00000020591,,
ENSMUSG00000025129,ENSXETG00000005419,ortholog_one2one
ENSMUSG00000051989,,
ENSMUSG00000024529,ENSXETG00000004679,ortholog_one2one
ENSMUSG00000066359,,
ENSMUSG00000039200,,
ENSMUSG00000044052,,
ENSMUSG00000013033,ENSXETG00000022840,ortholog_one2one
ENSMUSG00000064030,ENSXETG00000021850,ortholog_one2one
ENSMUSG00000069184,,
ENSMUSG00000051728,,
ENSMUSG00000062382,ENSXETG00000008682,ortholog_many2many
ENSMUSG00000062382,ENSXETG00000021237,ortholog_many2many
ENSMUSG00000029141,ENSXETG00000022503,ortholog_one2one
ENSMUSG00000039639,ENSXETG00000003637,ortholog_one2one
ENSMUSG00000029004,ENSXETG00000025679,ortholog_one2one
ENSMUSG00000046886,ENSXETG00000027390,ortholog_one2many
ENSMUSG00000069208,,
ENSMUSG00000034706,ENSXETG00000012829,ortholog_one2one
ENSMUSG00000025355,ENSXETG00000021851,ortholog_one2one
ENSMUSG00000036099,ENSXETG00000023853,ortholog_one2one
ENSMUSG00000024532,ENSXETG00000027390,ortholog_one2many
ENSMUSG00000022951,ENSXETG00000003636,ortholog_one2one
ENSMUSG00000026069,,
ENSMUSG00000053624,ENSXETG00000018610,ortholog_one2many
ENSMUSG00000051297,,
ENSMUSG00000050089,,
ENSMUSG00000021583,ENSXETG00000013225,ortholog_one2one
ENSMUSG00000047090,ENSXETG00000021853,ortholog_one2one
