Ensembl Gene ID,Mus Ensembl Gene ID,Homology Type
ENSMUSG00000022491,ENSMUSG00000022491,ortholog_one2one
ENSMUSG00000002204,ENSMUSG00000002204,ortholog_one2one
ENSMUSG00000060311,ENSMUSG00000060311,ortholog_one2one
ENSMUSG00000075296,ENSMUSG00000075296,ortholog_one2one
ENSMUSG00000067597,ENSMUSG00000067597,ortholog_one2one
ENSMUSG00000022185,ENSMUSG00000022185,ortholog_one2one
ENSMUSG00000094336,ENSMUSG00000094336,ortholog_one2one
ENSMUSG00000031548,ENSMUSG00000031548,ortholog_one2one
ENSMUSG00000041362,ENSMUSG00000041362,ortholog_one2one
ENSMUSG00000078903,ENSMUSG00000078903,ortholog_one2one
ENSMUSG00000022098,ENSMUSG00000022098,ortholog_one2one
ENSMUSG00000024866,ENSMUSG00000024866,ortholog_one2one
ENSMUSG00000049553,ENSMUSG00000049553,ortholog_one2one
ENSMUSG00000066368,ENSMUSG00000066368,ortholog_one2one
ENSMUSG00000036925,ENSMUSG00000036925,ortholog_one2one
ENSMUSG00000035745,ENSMUSG00000035745,ortholog_one2one
ENSMUSG00000048550,ENSMUSG00000048550,ortholog_one2one
ENSMUSG00000031495,ENSMUSG00000031495,ortholog_one2one
ENSMUSG00000028681,ENSMUSG00000028681,ortholog_one2one
ENSMUSG00000096530,ENSMUSG00000096530,ortholog_one2one
ENSMUSG00000000093,ENSMUSG00000000093,ortholog_one2one
ENSMUSG00000037477,ENSMUSG00000037477,ortholog_one2one
ENSMUSG00000078901,ENSMUSG00000078901,ortholog_one2one
ENSMUSG00000048497,ENSMUSG00000048497,ortholog_one2one
ENSMUSG00000026096,ENSMUSG00000026096,ortholog_one2one
ENSMUSG00000032936,ENSMUSG00000032936,ortholog_one2one
ENSMUSG00000022560,ENSMUSG00000022560,ortholog_one2one
ENSMUSG00000074678,ENSMUSG00000074678,ortholog_one2one
ENSMUSG00000018965,ENSMUSG00000018965,ortholog_one2one
ENSMUSG00000020096,ENSMUSG00000020096,ortholog_one2one
ENSMUSG00000078899,ENSMUSG00000078899,ortholog_one2one
ENSMUSG00000021041,ENSMUSG00000021041,ortholog_one2one
ENSMUSG00000023805,ENSMUSG00000023805,ortholog_one2one
ENSMUSG00000000359,ENSMUSG00000000359,ortholog_one2one
ENSMUSG00000079737,ENSMUSG00000079737,ortholog_one2one
ENSMUSG00000064329,ENSMUSG00000064329,ortholog_one2one
ENSMUSG00000039164,ENSMUSG00000039164,ortholog_one2one
ENSMUSG00000008167,ENSMUSG00000008167,ortholog_one2one
ENSMUSG00000056679,ENSMUSG00000056679,ortholog_one2one
ENSMUSG00000015665,ENSMUSG00000015665,ortholog_one2one
ENSMUSG00000062785,ENSMUSG00000062785,ortholog_one2one
ENSMUSG00000078898,ENSMUSG00000078898,ortholog_one2one
ENSMUSG00000032586,ENSMUSG00000032586,ortholog_one2one
ENSMUSG00000022683,ENSMUSG00000022683,ortholog_one2one
ENSMUSG00000044359,ENSMUSG00000044359,ortholog_one2one
ENSMUSG00000056770,ENSMUSG00000056770,ortholog_one2one
ENSMUSG00000069785,ENSMUSG00000069785,ortholog_one2one
ENSMUSG00000039157,ENSMUSG00000039157,ortholog_one2one
ENSMUSG00000041870,ENSMUSG00000041870,ortholog_one2one
ENSMUSG00000078897,ENSMUSG00000078897,ortholog_one2one
ENSMUSG00000041881,ENSMUSG00000041881,ortholog_one2one
ENSMUSG00000027170,ENSMUSG00000027170,ortholog_one2one
ENSMUSG00000038903,ENSMUSG00000038903,ortholog_one2one
ENSMUSG00000026609,ENSMUSG00000026609,ortholog_one2one
ENSMUSG00000060550,ENSMUSG00000060550,ortholog_one2one
ENSMUSG00000096750,ENSMUSG00000096750,ortholog_one2one
ENSMUSG00000024869,ENSMUSG00000024869,ortholog_one2one
ENSMUSG00000073771,ENSMUSG00000073771,ortholog_one2one
ENSMUSG00000078896,ENSMUSG00000078896,ortholog_one2one
ENSMUSG00000060890,ENSMUSG00000060890,ortholog_one2one
ENSMUSG00000037005,ENSMUSG00000037005,ortholog_one2one
ENSMUSG00000027694,ENSMUSG00000027694,ortholog_one2one
ENSMUSG00000096333,ENSMUSG00000096333,ortholog_one2one
ENSMUSG00000026095,ENSMUSG00000026095,ortholog_one2one
ENSMUSG00000022097,ENSMUSG00000022097,ortholog_one2one
ENSMUSG00000027765,ENSMUSG00000027765,ortholog_one2one
ENSMUSG00000094144,ENSMUSG00000094144,ortholog_one2one
ENSMUSG00000022550,ENSMUSG00000022550,ortholog_one2one
ENSMUSG00000027937,ENSMUSG00000027937,ortholog_one2one
ENSMUSG00000024511,ENSMUSG00000024511,ortholog_one2one
ENSMUSG00000057777,ENSMUSG00000057777,ortholog_one2one
ENSMUSG00000096299,ENSMUSG00000096299,ortholog_one2one
ENSMUSG00000053706,ENSMUSG00000053706,ortholog_one2one
ENSMUSG00000071369,ENSMUSG00000071369,ortholog_one2one
ENSMUSG00000036894,ENSMUSG00000036894,ortholog_one2one
ENSMUSG00000047671,ENSMUSG00000047671,ortholog_one2one
ENSMUSG00000020305,ENSMUSG00000020305,ortholog_one2one
ENSMUSG00000095022,ENSMUSG00000095022,ortholog_one2one
ENSMUSG00000093962,ENSMUSG00000093962,ortholog_one2one
ENSMUSG00000024512,ENSMUSG00000024512,ortholog_one2one
ENSMUSG00000037492,ENSMUSG00000037492,ortholog_one2one
ENSMUSG00000039382,ENSMUSG00000039382,ortholog_one2one
ENSMUSG00000056091,ENSMUSG00000056091,ortholog_one2one
ENSMUSG00000011034,ENSMUSG00000011034,ortholog_one2one
ENSMUSG00000047295,ENSMUSG00000047295,ortholog_one2one
ENSMUSG00000095845,ENSMUSG00000095845,ortholog_one2one
ENSMUSG00000023008,ENSMUSG00000023008,ortholog_one2one
ENSMUSG00000028078,ENSMUSG00000028078,ortholog_one2one
ENSMUSG00000036885,ENSMUSG00000036885,ortholog_one2one
ENSMUSG00000071054,ENSMUSG00000071054,ortholog_one2one
ENSMUSG00000090854,ENSMUSG00000090854,ortholog_one2one
ENSMUSG00000037621,ENSMUSG00000037621,ortholog_one2one
ENSMUSG00000060038,ENSMUSG00000060038,ortholog_one2one
ENSMUSG00000044906,ENSMUSG00000044906,ortholog_one2one
ENSMUSG00000006270,ENSMUSG00000006270,ortholog_one2one
ENSMUSG00000000094,ENSMUSG00000000094,ortholog_one2one
ENSMUSG00000037703,ENSMUSG00000037703,ortholog_one2one
ENSMUSG00000050471,ENSMUSG00000050471,ortholog_one2one
ENSMUSG00000037112,ENSMUSG00000037112,ortholog_one2one
ENSMUSG00000028680,ENSMUSG00000028680,ortholog_one2one
ENSMUSG00000013858,ENSMUSG00000013858,ortholog_one2one
ENSMUSG00000022682,ENSMUSG00000022682,ortholog_one2one
ENSMUSG00000036019,ENSMUSG00000036019,ortholog_one2one
ENSMUSG00000019188,ENSMUSG00000019188,ortholog_one2one
ENSMUSG00000032596,ENSMUSG00000032596,ortholog_one2one
ENSMUSG00000056370,ENSMUSG00000056370,ortholog_one2one
ENSMUSG00000053979,ENSMUSG00000053979,ortholog_one2one
ENSMUSG00000021362,ENSMUSG00000021362,ortholog_one2one
ENSMUSG00000091863,ENSMUSG00000091863,ortholog_one2one
ENSMUSG00000056313,ENSMUSG00000056313,ortholog_one2one
ENSMUSG00000025735,ENSMUSG00000025735,ortholog_one2one
ENSMUSG00000024871,ENSMUSG00000024871,ortholog_one2one
ENSMUSG00000015776,ENSMUSG00000015776,ortholog_one2one
ENSMUSG00000028396,ENSMUSG00000028396,ortholog_one2one
ENSMUSG00000029772,ENSMUSG00000029772,ortholog_one2one
ENSMUSG00000079175,ENSMUSG00000079175,ortholog_one2one
ENSMUSG00000020807,ENSMUSG00000020807,ortholog_one2one
ENSMUSG00000030739,ENSMUSG00000030739,ortholog_one2one
ENSMUSG00000034329,ENSMUSG00000034329,ortholog_one2one
ENSMUSG00000031549,ENSMUSG00000031549,ortholog_one2one
ENSMUSG00000063935,ENSMUSG00000063935,ortholog_one2one
ENSMUSG00000072694,ENSMUSG00000072694,ortholog_one2one
ENSMUSG00000005267,ENSMUSG00000005267,ortholog_one2one
ENSMUSG00000096141,ENSMUSG00000096141,ortholog_one2one
ENSMUSG00000067235,ENSMUSG00000067235,ortholog_one2one
ENSMUSG00000045180,ENSMUSG00000045180,ortholog_one2one
ENSMUSG00000092252,ENSMUSG00000092252,ortholog_one2one
ENSMUSG00000094475,ENSMUSG00000094475,ortholog_one2one
ENSMUSG00000038279,ENSMUSG00000038279,ortholog_one2one
ENSMUSG00000092486,ENSMUSG00000092486,ortholog_one2one
ENSMUSG00000046793,ENSMUSG00000046793,ortholog_one2one
ENSMUSG00000005150,ENSMUSG00000005150,ortholog_one2one
ENSMUSG00000038651,ENSMUSG00000038651,ortholog_one2one
ENSMUSG00000096083,ENSMUSG00000096083,ortholog_one2one
ENSMUSG00000047675,ENSMUSG00000047675,ortholog_one2one
ENSMUSG00000045100,ENSMUSG00000045100,ortholog_one2one
ENSMUSG00000078186,ENSMUSG00000078186,ortholog_one2one
ENSMUSG00000026608,ENSMUSG00000026608,ortholog_one2one
ENSMUSG00000095545,ENSMUSG00000095545,ortholog_one2one
ENSMUSG00000022681,ENSMUSG00000022681,ortholog_one2one
ENSMUSG00000060204,ENSMUSG00000060204,ortholog_one2one
ENSMUSG00000021139,ENSMUSG00000021139,ortholog_one2one
ENSMUSG00000047342,ENSMUSG00000047342,ortholog_one2one
ENSMUSG00000026094,ENSMUSG00000026094,ortholog_one2one
ENSMUSG00000068290,ENSMUSG00000068290,ortholog_one2one
ENSMUSG00000027938,ENSMUSG00000027938,ortholog_one2one
ENSMUSG00000015668,ENSMUSG00000015668,ortholog_one2one
ENSMUSG00000029564,ENSMUSG00000029564,ortholog_one2one
ENSMUSG00000016458,ENSMUSG00000016458,ortholog_one2one
ENSMUSG00000040901,ENSMUSG00000040901,ortholog_one2one
ENSMUSG00000050947,ENSMUSG00000050947,ortholog_one2one
ENSMUSG00000020653,ENSMUSG00000020653,ortholog_one2one
ENSMUSG00000028419,ENSMUSG00000028419,ortholog_one2one
ENSMUSG00000067220,ENSMUSG00000067220,ortholog_one2one
ENSMUSG00000041459,ENSMUSG00000041459,ortholog_one2one
ENSMUSG00000025094,ENSMUSG00000025094,ortholog_one2one
ENSMUSG00000029472,ENSMUSG00000029472,ortholog_one2one
ENSMUSG00000031551,ENSMUSG00000031551,ortholog_one2one
ENSMUSG00000079608,ENSMUSG00000079608,ortholog_one2one
ENSMUSG00000021493,ENSMUSG00000021493,ortholog_one2one
ENSMUSG00000021364,ENSMUSG00000021364,ortholog_one2one
ENSMUSG00000030029,ENSMUSG00000030029,ortholog_one2one
ENSMUSG00000010362,ENSMUSG00000010362,ortholog_one2one
ENSMUSG00000036009,ENSMUSG00000036009,ortholog_one2one
ENSMUSG00000033595,ENSMUSG00000033595,ortholog_one2one
ENSMUSG00000094932,ENSMUSG00000094932,ortholog_one2one
ENSMUSG00000037624,ENSMUSG00000037624,ortholog_one2one
ENSMUSG00000028678,ENSMUSG00000028678,ortholog_one2one
ENSMUSG00000049122,ENSMUSG00000049122,ortholog_one2one
ENSMUSG00000078889,ENSMUSG00000078889,ortholog_one2one
ENSMUSG00000021040,ENSMUSG00000021040,ortholog_one2one
ENSMUSG00000043301,ENSMUSG00000043301,ortholog_one2one
ENSMUSG00000026810,ENSMUSG00000026810,ortholog_one2one
ENSMUSG00000020309,ENSMUSG00000020309,ortholog_one2one
ENSMUSG00000032044,ENSMUSG00000032044,ortholog_one2one
ENSMUSG00000024406,ENSMUSG00000024406,ortholog_one2one
ENSMUSG00000033589,ENSMUSG00000033589,ortholog_one2one
ENSMUSG00000078887,ENSMUSG00000078887,ortholog_one2one
ENSMUSG00000079323,ENSMUSG00000079323,ortholog_one2one
ENSMUSG00000070574,ENSMUSG00000070574,ortholog_one2one
ENSMUSG00000091803,ENSMUSG00000091803,ortholog_one2one
ENSMUSG00000066500,ENSMUSG00000066500,ortholog_one2one
ENSMUSG00000035840,ENSMUSG00000035840,ortholog_one2one
ENSMUSG00000062647,ENSMUSG00000062647,ortholog_one2one
ENSMUSG00000074746,ENSMUSG00000074746,ortholog_one2one
ENSMUSG00000054123,ENSMUSG00000054123,ortholog_one2one
ENSMUSG00000067219,ENSMUSG00000067219,ortholog_one2one
ENSMUSG00000018068,ENSMUSG00000018068,ortholog_one2one
ENSMUSG00000075405,ENSMUSG00000075405,ortholog_one2one
ENSMUSG00000062563,ENSMUSG00000062563,ortholog_one2one
ENSMUSG00000048796,ENSMUSG00000048796,ortholog_one2one
ENSMUSG00000067038,ENSMUSG00000067038,ortholog_one2one
ENSMUSG00000056305,ENSMUSG00000056305,ortholog_one2one
ENSMUSG00000030849,ENSMUSG00000030849,ortholog_one2one
ENSMUSG00000037379,ENSMUSG00000037379,ortholog_one2one
ENSMUSG00000089756,ENSMUSG00000089756,ortholog_one2one
ENSMUSG00000021962,ENSMUSG00000021962,ortholog_one2one
ENSMUSG00000029561,ENSMUSG00000029561,ortholog_one2one
ENSMUSG00000046854,ENSMUSG00000046854,ortholog_one2one
ENSMUSG00000027552,ENSMUSG00000027552,ortholog_one2one
ENSMUSG00000059355,ENSMUSG00000059355,ortholog_one2one
ENSMUSG00000058706,ENSMUSG00000058706,ortholog_one2one
ENSMUSG00000031552,ENSMUSG00000031552,ortholog_one2one
ENSMUSG00000037373,ENSMUSG00000037373,ortholog_one2one
ENSMUSG00000065987,ENSMUSG00000065987,ortholog_one2one
ENSMUSG00000025333,ENSMUSG00000025333,ortholog_one2one
ENSMUSG00000041750,ENSMUSG00000041750,ortholog_one2one
ENSMUSG00000037916,ENSMUSG00000037916,ortholog_one2one
ENSMUSG00000028251,ENSMUSG00000028251,ortholog_one2one
ENSMUSG00000038271,ENSMUSG00000038271,ortholog_one2one
ENSMUSG00000078784,ENSMUSG00000078784,ortholog_one2one
ENSMUSG00000055912,ENSMUSG00000055912,ortholog_one2one
ENSMUSG00000054892,ENSMUSG00000054892,ortholog_one2one
ENSMUSG00000021957,ENSMUSG00000021957,ortholog_one2one
ENSMUSG00000022096,ENSMUSG00000022096,ortholog_one2one
ENSMUSG00000038425,ENSMUSG00000038425,ortholog_one2one
ENSMUSG00000028076,ENSMUSG00000028076,ortholog_one2one
ENSMUSG00000048012,ENSMUSG00000048012,ortholog_one2one
ENSMUSG00000034936,ENSMUSG00000034936,ortholog_one2one
ENSMUSG00000060268,ENSMUSG00000060268,ortholog_one2one
ENSMUSG00000027770,ENSMUSG00000027770,ortholog_one2one
ENSMUSG00000096729,ENSMUSG00000096729,ortholog_one2one
ENSMUSG00000062609,ENSMUSG00000062609,ortholog_one2one
ENSMUSG00000045967,ENSMUSG00000045967,ortholog_one2one
ENSMUSG00000042807,ENSMUSG00000042807,ortholog_one2one
ENSMUSG00000035834,ENSMUSG00000035834,ortholog_one2one
ENSMUSG00000005142,ENSMUSG00000005142,ortholog_one2one
ENSMUSG00000034311,ENSMUSG00000034311,ortholog_one2one
ENSMUSG00000091195,ENSMUSG00000091195,ortholog_one2one
ENSMUSG00000026605,ENSMUSG00000026605,ortholog_one2one
ENSMUSG00000050410,ENSMUSG00000050410,ortholog_one2one
ENSMUSG00000020649,ENSMUSG00000020649,ortholog_one2one
ENSMUSG00000096484,ENSMUSG00000096484,ortholog_one2one
ENSMUSG00000055850,ENSMUSG00000055850,ortholog_one2one
ENSMUSG00000032595,ENSMUSG00000032595,ortholog_one2one
ENSMUSG00000030031,ENSMUSG00000030031,ortholog_one2one
ENSMUSG00000020303,ENSMUSG00000020303,ortholog_one2one
ENSMUSG00000060594,ENSMUSG00000060594,ortholog_one2one
ENSMUSG00000074797,ENSMUSG00000074797,ortholog_one2one
ENSMUSG00000021258,ENSMUSG00000021258,ortholog_one2one
ENSMUSG00000078886,ENSMUSG00000078886,ortholog_one2one
ENSMUSG00000048772,ENSMUSG00000048772,ortholog_one2one
ENSMUSG00000038119,ENSMUSG00000038119,ortholog_one2one
ENSMUSG00000096337,ENSMUSG00000096337,ortholog_one2one
ENSMUSG00000052310,ENSMUSG00000052310,ortholog_one2one
ENSMUSG00000049760,ENSMUSG00000049760,ortholog_one2one
ENSMUSG00000032057,ENSMUSG00000032057,ortholog_one2one
ENSMUSG00000027643,ENSMUSG00000027643,ortholog_one2one
ENSMUSG00000021039,ENSMUSG00000021039,ortholog_one2one
ENSMUSG00000043969,ENSMUSG00000043969,ortholog_one2one
ENSMUSG00000027555,ENSMUSG00000027555,ortholog_one2one
ENSMUSG00000002205,ENSMUSG00000002205,ortholog_one2one
ENSMUSG00000095648,ENSMUSG00000095648,ortholog_one2one
ENSMUSG00000041734,ENSMUSG00000041734,ortholog_one2one
ENSMUSG00000032056,ENSMUSG00000032056,ortholog_one2one
ENSMUSG00000044502,ENSMUSG00000044502,ortholog_one2one
ENSMUSG00000057863,ENSMUSG00000057863,ortholog_one2one
ENSMUSG00000040455,ENSMUSG00000040455,ortholog_one2one
ENSMUSG00000084883,ENSMUSG00000084883,ortholog_one2one
ENSMUSG00000056025,ENSMUSG00000056025,ortholog_one2one
ENSMUSG00000091264,ENSMUSG00000091264,ortholog_one2one
ENSMUSG00000055312,ENSMUSG00000055312,ortholog_one2one
ENSMUSG00000090853,ENSMUSG00000090853,ortholog_one2one
ENSMUSG00000032053,ENSMUSG00000032053,ortholog_one2one
ENSMUSG00000041168,ENSMUSG00000041168,ortholog_one2one
ENSMUSG00000027556,ENSMUSG00000027556,ortholog_one2one
ENSMUSG00000021260,ENSMUSG00000021260,ortholog_one2one
ENSMUSG00000079562,ENSMUSG00000079562,ortholog_one2one
ENSMUSG00000019359,ENSMUSG00000019359,ortholog_one2one
ENSMUSG00000040022,ENSMUSG00000040022,ortholog_one2one
ENSMUSG00000002308,ENSMUSG00000002308,ortholog_one2one
ENSMUSG00000024513,ENSMUSG00000024513,ortholog_one2one
ENSMUSG00000022829,ENSMUSG00000022829,ortholog_one2one
ENSMUSG00000079559,ENSMUSG00000079559,ortholog_one2one
ENSMUSG00000041827,ENSMUSG00000041827,ortholog_one2one
ENSMUSG00000005973,ENSMUSG00000005973,ortholog_one2one
ENSMUSG00000027936,ENSMUSG00000027936,ortholog_one2one
ENSMUSG00000035711,ENSMUSG00000035711,ortholog_one2one
ENSMUSG00000034931,ENSMUSG00000034931,ortholog_one2one
ENSMUSG00000044694,ENSMUSG00000044694,ortholog_one2one
ENSMUSG00000078894,ENSMUSG00000078894,ortholog_one2one
ENSMUSG00000028677,ENSMUSG00000028677,ortholog_one2one
ENSMUSG00000075316,ENSMUSG00000075316,ortholog_one2one
ENSMUSG00000021365,ENSMUSG00000021365,ortholog_one2one
ENSMUSG00000042106,ENSMUSG00000042106,ortholog_one2one
ENSMUSG00000027559,ENSMUSG00000027559,ortholog_one2one
ENSMUSG00000038539,ENSMUSG00000038539,ortholog_one2one
ENSMUSG00000025144,ENSMUSG00000025144,ortholog_one2one
ENSMUSG00000095824,ENSMUSG00000095824,ortholog_one2one
ENSMUSG00000036027,ENSMUSG00000036027,ortholog_one2one
ENSMUSG00000020300,ENSMUSG00000020300,ortholog_one2one
ENSMUSG00000021494,ENSMUSG00000021494,ortholog_one2one
ENSMUSG00000025733,ENSMUSG00000025733,ortholog_one2one
ENSMUSG00000031101,ENSMUSG00000031101,ortholog_one2one
ENSMUSG00000027562,ENSMUSG00000027562,ortholog_one2one
ENSMUSG00000040828,ENSMUSG00000040828,ortholog_one2one
ENSMUSG00000093456,ENSMUSG00000093456,ortholog_one2one
ENSMUSG00000028397,ENSMUSG00000028397,ortholog_one2one
ENSMUSG00000079247,ENSMUSG00000079247,ortholog_one2one
ENSMUSG00000070577,ENSMUSG00000070577,ortholog_one2one
ENSMUSG00000078308,ENSMUSG00000078308,ortholog_one2one
ENSMUSG00000028423,ENSMUSG00000028423,ortholog_one2one
ENSMUSG00000050910,ENSMUSG00000050910,ortholog_one2one
ENSMUSG00000043858,ENSMUSG00000043858,ortholog_one2one
ENSMUSG00000087370,ENSMUSG00000087370,ortholog_one2one
ENSMUSG00000032101,ENSMUSG00000032101,ortholog_one2one
ENSMUSG00000020803,ENSMUSG00000020803,ortholog_one2one
ENSMUSG00000026604,ENSMUSG00000026604,ortholog_one2one
ENSMUSG00000025983,ENSMUSG00000025983,ortholog_one2one
ENSMUSG00000021495,ENSMUSG00000021495,ortholog_one2one
ENSMUSG00000040312,ENSMUSG00000040312,ortholog_one2one
ENSMUSG00000078895,ENSMUSG00000078895,ortholog_one2one
ENSMUSG00000054258,ENSMUSG00000054258,ortholog_one2one
ENSMUSG00000034297,ENSMUSG00000034297,ortholog_one2one
ENSMUSG00000060534,ENSMUSG00000060534,ortholog_one2one
ENSMUSG00000059588,ENSMUSG00000059588,ortholog_one2one
ENSMUSG00000032594,ENSMUSG00000032594,ortholog_one2one
ENSMUSG00000095597,ENSMUSG00000095597,ortholog_one2one
ENSMUSG00000058569,ENSMUSG00000058569,ortholog_one2one
ENSMUSG00000021259,ENSMUSG00000021259,ortholog_one2one
ENSMUSG00000079553,ENSMUSG00000079553,ortholog_one2one
ENSMUSG00000074194,ENSMUSG00000074194,ortholog_one2one
ENSMUSG00000067215,ENSMUSG00000067215,ortholog_one2one
ENSMUSG00000058022,ENSMUSG00000058022,ortholog_one2one
ENSMUSG00000018858,ENSMUSG00000018858,ortholog_one2one
ENSMUSG00000074141,ENSMUSG00000074141,ortholog_one2one
ENSMUSG00000029559,ENSMUSG00000029559,ortholog_one2one
ENSMUSG00000062687,ENSMUSG00000062687,ortholog_one2one
ENSMUSG00000079442,ENSMUSG00000079442,ortholog_one2one
ENSMUSG00000033423,ENSMUSG00000033423,ortholog_one2one
ENSMUSG00000051952,ENSMUSG00000051952,ortholog_one2one
ENSMUSG00000036985,ENSMUSG00000036985,ortholog_one2one
ENSMUSG00000047238,ENSMUSG00000047238,ortholog_one2one
ENSMUSG00000025716,ENSMUSG00000025716,ortholog_one2one
ENSMUSG00000063019,ENSMUSG00000063019,ortholog_one2one
ENSMUSG00000019897,ENSMUSG00000019897,ortholog_one2one
ENSMUSG00000021504,ENSMUSG00000021504,ortholog_one2one
ENSMUSG00000037253,ENSMUSG00000037253,ortholog_one2one
ENSMUSG00000071665,ENSMUSG00000071665,ortholog_one2one
ENSMUSG00000053199,ENSMUSG00000053199,ortholog_one2one
ENSMUSG00000021948,ENSMUSG00000021948,ortholog_one2one
ENSMUSG00000030850,ENSMUSG00000030850,ortholog_one2one
ENSMUSG00000031696,ENSMUSG00000031696,ortholog_one2one
ENSMUSG00000028466,ENSMUSG00000028466,ortholog_one2one
ENSMUSG00000074796,ENSMUSG00000074796,ortholog_one2one
ENSMUSG00000051098,ENSMUSG00000051098,ortholog_one2one
ENSMUSG00000041303,ENSMUSG00000041303,ortholog_one2one
ENSMUSG00000026603,ENSMUSG00000026603,ortholog_one2one
ENSMUSG00000022680,ENSMUSG00000022680,ortholog_one2one
ENSMUSG00000034022,ENSMUSG00000034022,ortholog_one2one
ENSMUSG00000021537,ENSMUSG00000021537,ortholog_one2one
ENSMUSG00000024515,ENSMUSG00000024515,ortholog_one2one
ENSMUSG00000015852,ENSMUSG00000015852,ortholog_one2one
ENSMUSG00000020801,ENSMUSG00000020801,ortholog_one2one
ENSMUSG00000028262,ENSMUSG00000028262,ortholog_one2one
ENSMUSG00000029556,ENSMUSG00000029556,ortholog_one2one
ENSMUSG00000070284,ENSMUSG00000070284,ortholog_one2one
ENSMUSG00000079034,ENSMUSG00000079034,ortholog_one2one
ENSMUSG00000009640,ENSMUSG00000009640,ortholog_one2one
ENSMUSG00000045211,ENSMUSG00000045211,ortholog_one2one
ENSMUSG00000038520,ENSMUSG00000038520,ortholog_one2one
ENSMUSG00000053117,ENSMUSG00000053117,ortholog_one2one
ENSMUSG00000078783,ENSMUSG00000078783,ortholog_one2one
ENSMUSG00000004665,ENSMUSG00000004665,ortholog_one2one
ENSMUSG00000032051,ENSMUSG00000032051,ortholog_one2one
ENSMUSG00000040165,ENSMUSG00000040165,ortholog_one2one
ENSMUSG00000059901,ENSMUSG00000059901,ortholog_one2one
ENSMUSG00000057858,ENSMUSG00000057858,ortholog_one2one
ENSMUSG00000029217,ENSMUSG00000029217,ortholog_one2one
ENSMUSG00000095788,ENSMUSG00000095788,ortholog_one2one
ENSMUSG00000048997,ENSMUSG00000048997,ortholog_one2one
ENSMUSG00000073678,ENSMUSG00000073678,ortholog_one2one
ENSMUSG00000040331,ENSMUSG00000040331,ortholog_one2one
ENSMUSG00000036941,ENSMUSG00000036941,ortholog_one2one
ENSMUSG00000022095,ENSMUSG00000022095,ortholog_one2one
ENSMUSG00000027646,ENSMUSG00000027646,ortholog_one2one
ENSMUSG00000095028,ENSMUSG00000095028,ortholog_one2one
ENSMUSG00000009070,ENSMUSG00000009070,ortholog_one2one
ENSMUSG00000028398,ENSMUSG00000028398,ortholog_one2one
ENSMUSG00000032103,ENSMUSG00000032103,ortholog_one2one
ENSMUSG00000096576,ENSMUSG00000096576,ortholog_one2one
ENSMUSG00000031553,ENSMUSG00000031553,ortholog_one2one
ENSMUSG00000020805,ENSMUSG00000020805,ortholog_one2one
ENSMUSG00000000881,ENSMUSG00000000881,ortholog_one2one
ENSMUSG00000024556,ENSMUSG00000024556,ortholog_one2one
ENSMUSG00000020646,ENSMUSG00000020646,ortholog_one2one
ENSMUSG00000057666,ENSMUSG00000057666,ortholog_one2one
ENSMUSG00000092019,ENSMUSG00000092019,ortholog_one2one
ENSMUSG00000048626,ENSMUSG00000048626,ortholog_one2one
ENSMUSG00000032050,ENSMUSG00000032050,ortholog_one2one
ENSMUSG00000050555,ENSMUSG00000050555,ortholog_one2one
ENSMUSG00000044021,ENSMUSG00000044021,ortholog_one2one
ENSMUSG00000021501,ENSMUSG00000021501,ortholog_one2one
ENSMUSG00000051906,ENSMUSG00000051906,ortholog_one2one
ENSMUSG00000027168,ENSMUSG00000027168,ortholog_one2one
ENSMUSG00000010175,ENSMUSG00000010175,ortholog_one2one
ENSMUSG00000068181,ENSMUSG00000068181,ortholog_one2one
ENSMUSG00000064036,ENSMUSG00000064036,ortholog_one2one
ENSMUSG00000029474,ENSMUSG00000029474,ortholog_one2one
ENSMUSG00000074452,ENSMUSG00000074452,ortholog_one2one
ENSMUSG00000045052,ENSMUSG00000045052,ortholog_one2one
ENSMUSG00000005583,ENSMUSG00000005583,ortholog_one2one
ENSMUSG00000011096,ENSMUSG00000011096,ortholog_one2one
ENSMUSG00000015854,ENSMUSG00000015854,ortholog_one2one
ENSMUSG00000020299,ENSMUSG00000020299,ortholog_one2one
ENSMUSG00000061838,ENSMUSG00000061838,ortholog_one2one
ENSMUSG00000041658,ENSMUSG00000041658,ortholog_one2one
ENSMUSG00000047821,ENSMUSG00000047821,ortholog_one2one
ENSMUSG00000060803,ENSMUSG00000060803,ortholog_one2one
ENSMUSG00000028977,ENSMUSG00000028977,ortholog_one2one
ENSMUSG00000033417,ENSMUSG00000033417,ortholog_one2one
ENSMUSG00000024558,ENSMUSG00000024558,ortholog_one2one
ENSMUSG00000053825,ENSMUSG00000053825,ortholog_one2one
ENSMUSG00000015790,ENSMUSG00000015790,ortholog_one2one
ENSMUSG00000030852,ENSMUSG00000030852,ortholog_one2one
ENSMUSG00000027082,ENSMUSG00000027082,ortholog_one2one
ENSMUSG00000022099,ENSMUSG00000022099,ortholog_one2one
ENSMUSG00000043857,ENSMUSG00000043857,ortholog_one2one
ENSMUSG00000029550,ENSMUSG00000029550,ortholog_one2one
ENSMUSG00000020521,ENSMUSG00000020521,ortholog_one2one
ENSMUSG00000062456,ENSMUSG00000062456,ortholog_one2one
ENSMUSG00000059994,ENSMUSG00000059994,ortholog_one2one
ENSMUSG00000053861,ENSMUSG00000053861,ortholog_one2one
