Ensembl.Gene.ID	Paralog.Ensembl.Gene.ID	Ancestor
ENSMUSG00000025366	ENSMUSG00000037681	Euteleostomi
ENSMUSG00000025374	ENSMUSG00000026107	Euteleostomi
ENSMUSG00000025386	ENSMUSG00000064330	Euteleostomi
ENSMUSG00000025404	ENSMUSG00000056211	Euteleostomi
ENSMUSG00000025429	ENSMUSG00000032322	Euteleostomi
ENSMUSG00000025432	ENSMUSG00000026175	Euteleostomi
ENSMUSG00000025481	ENSMUSG00000061808	Euteleostomi
ENSMUSG00000025582	ENSMUSG00000059991	Euteleostomi
ENSMUSG00000025592	ENSMUSG00000055639	Euteleostomi
ENSMUSG00000025607	ENSMUSG00000030058	Euteleostomi
ENSMUSG00000025727	ENSMUSG00000039238	Euteleostomi
ENSMUSG00000025732	ENSMUSG00000061111	Euteleostomi
ENSMUSG00000025791	ENSMUSG00000041731	Euteleostomi
ENSMUSG00000025867	ENSMUSG00000033615	Euteleostomi
ENSMUSG00000025875	ENSMUSG00000028152	Euteleostomi
ENSMUSG00000025893	ENSMUSG00000026308	Euteleostomi
ENSMUSG00000025925	ENSMUSG00000031921	Euteleostomi
ENSMUSG00000025930	ENSMUSG00000045680	Euteleostomi
ENSMUSG00000025931	ENSMUSG00000037348	Euteleostomi
ENSMUSG00000025952	ENSMUSG00000033501	Euteleostomi
ENSMUSG00000025978	ENSMUSG00000039316	Euteleostomi
ENSMUSG00000025981	ENSMUSG00000039914	Euteleostomi
ENSMUSG00000025986	ENSMUSG00000039878	Euteleostomi
ENSMUSG00000026000	ENSMUSG00000062190	Euteleostomi
ENSMUSG00000026011	ENSMUSG00000026012	Euteleostomi
ENSMUSG00000026027	ENSMUSG00000069631	Euteleostomi
ENSMUSG00000026077	ENSMUSG00000029238	Euteleostomi
ENSMUSG00000026078	ENSMUSG00000029235	Euteleostomi
ENSMUSG00000026090	ENSMUSG00000036377	Euteleostomi
ENSMUSG00000026104	ENSMUSG00000062939	Euteleostomi
ENSMUSG00000026109	ENSMUSG00000028347	Euteleostomi
ENSMUSG00000026123	ENSMUSG00000030701	Euteleostomi
ENSMUSG00000026141	ENSMUSG00000079022	Euteleostomi
ENSMUSG00000026159	ENSMUSG00000029722	Euteleostomi
ENSMUSG00000026204	ENSMUSG00000056553	Euteleostomi
ENSMUSG00000026207	ENSMUSG00000061462	Euteleostomi
ENSMUSG00000026220	ENSMUSG00000037762	Euteleostomi
ENSMUSG00000026240	ENSMUSG00000030127	Euteleostomi
ENSMUSG00000026280	ENSMUSG00000079418	Euteleostomi
ENSMUSG00000026283	ENSMUSG00000030330	Euteleostomi
ENSMUSG00000026289	ENSMUSG00000047767	Euteleostomi
ENSMUSG00000026301	ENSMUSG00000038199	Euteleostomi
ENSMUSG00000026303	ENSMUSG00000041794	Euteleostomi
ENSMUSG00000026311	ENSMUSG00000031204	Euteleostomi
ENSMUSG00000026365	ENSMUSG00000026368	Euteleostomi
ENSMUSG00000026393	ENSMUSG00000026749	Euteleostomi
ENSMUSG00000026411	ENSMUSG00000031021	Euteleostomi
ENSMUSG00000026437	ENSMUSG00000031065	Euteleostomi
ENSMUSG00000026443	ENSMUSG00000036295	Euteleostomi
ENSMUSG00000026458	ENSMUSG00000053825	Euteleostomi
ENSMUSG00000026468	ENSMUSG00000026934	Euteleostomi
ENSMUSG00000026478	ENSMUSG00000026479	Euteleostomi
ENSMUSG00000026542	ENSMUSG00000027832	Euteleostomi
ENSMUSG00000026556	ENSMUSG00000027860	Euteleostomi
ENSMUSG00000026572	ENSMUSG00000062327	Euteleostomi
ENSMUSG00000026586	ENSMUSG00000039476	Euteleostomi
ENSMUSG00000026587	ENSMUSG00000028373	Euteleostomi
ENSMUSG00000026594	ENSMUSG00000038831	Euteleostomi
ENSMUSG00000026596	ENSMUSG00000026842	Euteleostomi
ENSMUSG00000026608	ENSMUSG00000089832	Euteleostomi
ENSMUSG00000026628	ENSMUSG00000034271	Euteleostomi
ENSMUSG00000026646	ENSMUSG00000039231	Euteleostomi
ENSMUSG00000026662	ENSMUSG00000049091	Euteleostomi
ENSMUSG00000026670	ENSMUSG00000026956	Euteleostomi
ENSMUSG00000026686	ENSMUSG00000038765	Euteleostomi
ENSMUSG00000026750	ENSMUSG00000031897	Euteleostomi
ENSMUSG00000026764	ENSMUSG00000074657	Euteleostomi
ENSMUSG00000026790	ENSMUSG00000028256	Euteleostomi
ENSMUSG00000026791	ENSMUSG00000036067	Euteleostomi
ENSMUSG00000026805	ENSMUSG00000034384	Euteleostomi
ENSMUSG00000026811	ENSMUSG00000039037	Euteleostomi
ENSMUSG00000026815	ENSMUSG00000029275	Euteleostomi
ENSMUSG00000026817	ENSMUSG00000039058	Euteleostomi
ENSMUSG00000026833	ENSMUSG00000027965	Euteleostomi
ENSMUSG00000026857	ENSMUSG00000040113	Euteleostomi
ENSMUSG00000026858	ENSMUSG00000054942	Euteleostomi
ENSMUSG00000026880	ENSMUSG00000027744	Euteleostomi
ENSMUSG00000026890	ENSMUSG00000096225	Euteleostomi
ENSMUSG00000026922	ENSMUSG00000034254	Euteleostomi
ENSMUSG00000026930	ENSMUSG00000027883	Euteleostomi
ENSMUSG00000026933	ENSMUSG00000041570	Euteleostomi
ENSMUSG00000026977	ENSMUSG00000078627	Euteleostomi
ENSMUSG00000026980	ENSMUSG00000054580	Euteleostomi
ENSMUSG00000026994	ENSMUSG00000037280	Euteleostomi
ENSMUSG00000027012	ENSMUSG00000029757	Euteleostomi
ENSMUSG00000027022	ENSMUSG00000079243	Euteleostomi
ENSMUSG00000027071	ENSMUSG00000029503	Euteleostomi
ENSMUSG00000027088	ENSMUSG00000050860	Euteleostomi
ENSMUSG00000027115	ENSMUSG00000051378	Euteleostomi
ENSMUSG00000027168	ENSMUSG00000029706	Euteleostomi
ENSMUSG00000027215	ENSMUSG00000030798	Euteleostomi
ENSMUSG00000027230	ENSMUSG00000038648	Euteleostomi
ENSMUSG00000027233	ENSMUSG00000046139	Euteleostomi
ENSMUSG00000027239	ENSMUSG00000029838	Euteleostomi
ENSMUSG00000027329	ENSMUSG00000073795	Euteleostomi
ENSMUSG00000027335	ENSMUSG00000050541	Euteleostomi
ENSMUSG00000027339	ENSMUSG00000042129	Euteleostomi
ENSMUSG00000027349	ENSMUSG00000030590	Euteleostomi
ENSMUSG00000027361	ENSMUSG00000038766	Euteleostomi
ENSMUSG00000027400	ENSMUSG00000045573	Euteleostomi
ENSMUSG00000027423	ENSMUSG00000056185	Euteleostomi
ENSMUSG00000027434	ENSMUSG00000058669	Euteleostomi
ENSMUSG00000027455	ENSMUSG00000028243	Euteleostomi
ENSMUSG00000027456	ENSMUSG00000028249	Euteleostomi
ENSMUSG00000027470	ENSMUSG00000031698	Euteleostomi
ENSMUSG00000027488	ENSMUSG00000041308	Euteleostomi
ENSMUSG00000027500	ENSMUSG00000027581	Euteleostomi
ENSMUSG00000027510	ENSMUSG00000038132	Euteleostomi
ENSMUSG00000027513	ENSMUSG00000040618	Euteleostomi
ENSMUSG00000027536	ENSMUSG00000038467	Euteleostomi
ENSMUSG00000027544	ENSMUSG00000033016	Euteleostomi
ENSMUSG00000027560	ENSMUSG00000073514	Euteleostomi
ENSMUSG00000027566	ENSMUSG00000036743	Euteleostomi
ENSMUSG00000027574	ENSMUSG00000055761	Euteleostomi
ENSMUSG00000027579	ENSMUSG00000038751	Euteleostomi
ENSMUSG00000027589	ENSMUSG00000051285	Euteleostomi
ENSMUSG00000027612	ENSMUSG00000028226	Euteleostomi
ENSMUSG00000027651	ENSMUSG00000040446	Euteleostomi
ENSMUSG00000027656	ENSMUSG00000037362	Euteleostomi
ENSMUSG00000027660	ENSMUSG00000029050	Euteleostomi
ENSMUSG00000027661	ENSMUSG00000037490	Euteleostomi
ENSMUSG00000027668	ENSMUSG00000029020	Euteleostomi
ENSMUSG00000027669	ENSMUSG00000029713	Euteleostomi
ENSMUSG00000027708	ENSMUSG00000038506	Euteleostomi
ENSMUSG00000027715	ENSMUSG00000027793	Euteleostomi
ENSMUSG00000027739	ENSMUSG00000031104	Euteleostomi
ENSMUSG00000027748	ENSMUSG00000041710	Euteleostomi
ENSMUSG00000027808	ENSMUSG00000052584	Euteleostomi
ENSMUSG00000027829	ENSMUSG00000029068	Euteleostomi
ENSMUSG00000027834	ENSMUSG00000034139	Euteleostomi
ENSMUSG00000027848	ENSMUSG00000051041	Euteleostomi
ENSMUSG00000027852	ENSMUSG00000030265	Euteleostomi
ENSMUSG00000027854	ENSMUSG00000040242	Euteleostomi
ENSMUSG00000027875	ENSMUSG00000093930	Euteleostomi
ENSMUSG00000027893	ENSMUSG00000029772	Euteleostomi
ENSMUSG00000027939	ENSMUSG00000030091	Euteleostomi
ENSMUSG00000027950	ENSMUSG00000035200	Euteleostomi
ENSMUSG00000027955	ENSMUSG00000038233	Euteleostomi
ENSMUSG00000027961	ENSMUSG00000032495	Euteleostomi
ENSMUSG00000027978	ENSMUSG00000035279	Euteleostomi
ENSMUSG00000027993	ENSMUSG00000036989	Euteleostomi
ENSMUSG00000028019	ENSMUSG00000032006	Euteleostomi
ENSMUSG00000028028	ENSMUSG00000035064	Euteleostomi
ENSMUSG00000028064	ENSMUSG00000030539	Euteleostomi
ENSMUSG00000028068	ENSMUSG00000030536	Euteleostomi
ENSMUSG00000028071	ENSMUSG00000062007	Euteleostomi
ENSMUSG00000028078	ENSMUSG00000031285	Euteleostomi
ENSMUSG00000028104	ENSMUSG00000035834	Euteleostomi
ENSMUSG00000028111	ENSMUSG00000038642	Euteleostomi
ENSMUSG00000028150	ENSMUSG00000032238	Euteleostomi
ENSMUSG00000028156	ENSMUSG00000074895	Euteleostomi
ENSMUSG00000028211	ENSMUSG00000038375	Euteleostomi
ENSMUSG00000028217	ENSMUSG00000031881	Euteleostomi
ENSMUSG00000028221	ENSMUSG00000035953	Euteleostomi
ENSMUSG00000028278	ENSMUSG00000028646	Euteleostomi
ENSMUSG00000028309	ENSMUSG00000030816	Euteleostomi
ENSMUSG00000028314	ENSMUSG00000036822	Euteleostomi
ENSMUSG00000028356	ENSMUSG00000074596	Euteleostomi
ENSMUSG00000028360	ENSMUSG00000057193	Euteleostomi
ENSMUSG00000028392	ENSMUSG00000051346	Euteleostomi
ENSMUSG00000028420	ENSMUSG00000031791	Euteleostomi
ENSMUSG00000028433	ENSMUSG00000042520	Euteleostomi
ENSMUSG00000028437	ENSMUSG00000086228	Euteleostomi
ENSMUSG00000028439	ENSMUSG00000032305	Euteleostomi
ENSMUSG00000028464	ENSMUSG00000031799	Euteleostomi
ENSMUSG00000028478	ENSMUSG00000047547	Euteleostomi
ENSMUSG00000028518	ENSMUSG00000050697	Euteleostomi
ENSMUSG00000028524	ENSMUSG00000041685	Euteleostomi
ENSMUSG00000028528	ENSMUSG00000062234	Euteleostomi
ENSMUSG00000028572	ENSMUSG00000052566	Euteleostomi
ENSMUSG00000028582	ENSMUSG00000036686	Euteleostomi
ENSMUSG00000028613	ENSMUSG00000032193	Euteleostomi
ENSMUSG00000028618	ENSMUSG00000035964	Euteleostomi
ENSMUSG00000028633	ENSMUSG00000031360	Euteleostomi
ENSMUSG00000028655	ENSMUSG00000037336	Euteleostomi
ENSMUSG00000028675	ENSMUSG00000040128	Euteleostomi
ENSMUSG00000028676	ENSMUSG00000054679	Euteleostomi
ENSMUSG00000028701	ENSMUSG00000048706	Euteleostomi
ENSMUSG00000028753	ENSMUSG00000046613	Euteleostomi
ENSMUSG00000028760	ENSMUSG00000045983	Euteleostomi
ENSMUSG00000028778	ENSMUSG00000032360	Euteleostomi
ENSMUSG00000028786	ENSMUSG00000029149	Euteleostomi
ENSMUSG00000028795	ENSMUSG00000059554	Euteleostomi
ENSMUSG00000028799	ENSMUSG00000038346	Euteleostomi
ENSMUSG00000028804	ENSMUSG00000060924	Euteleostomi
ENSMUSG00000028864	ENSMUSG00000032591	Euteleostomi
ENSMUSG00000028878	ENSMUSG00000037808	Euteleostomi
ENSMUSG00000028883	ENSMUSG00000057969	Euteleostomi
ENSMUSG00000028901	ENSMUSG00000038705	Euteleostomi
ENSMUSG00000028919	ENSMUSG00000033542	Euteleostomi
ENSMUSG00000028923	ENSMUSG00000030327	Euteleostomi
ENSMUSG00000028949	ENSMUSG00000078619	Euteleostomi
ENSMUSG00000028976	ENSMUSG00000062064	Euteleostomi
ENSMUSG00000029032	ENSMUSG00000036885	Euteleostomi
ENSMUSG00000029053	ENSMUSG00000037643	Euteleostomi
ENSMUSG00000029073	ENSMUSG00000046811	Euteleostomi
ENSMUSG00000029088	ENSMUSG00000053519	Euteleostomi
ENSMUSG00000029095	ENSMUSG00000032735	Euteleostomi
ENSMUSG00000029101	ENSMUSG00000052087	Euteleostomi
ENSMUSG00000029108	ENSMUSG00000051375	Euteleostomi
ENSMUSG00000029123	ENSMUSG00000039954	Euteleostomi
ENSMUSG00000029152	ENSMUSG00000029153	Euteleostomi
ENSMUSG00000029192	ENSMUSG00000048720	Euteleostomi
ENSMUSG00000029193	ENSMUSG00000030898	Euteleostomi
ENSMUSG00000029205	ENSMUSG00000066279	Euteleostomi
ENSMUSG00000029209	ENSMUSG00000052102	Euteleostomi
ENSMUSG00000029217	ENSMUSG00000054892	Euteleostomi
ENSMUSG00000029229	ENSMUSG00000031327	Euteleostomi
ENSMUSG00000029254	ENSMUSG00000038781	Euteleostomi
ENSMUSG00000029270	ENSMUSG00000036186	Euteleostomi
ENSMUSG00000029313	ENSMUSG00000049470	Euteleostomi
ENSMUSG00000029344	ENSMUSG00000034118	Euteleostomi
ENSMUSG00000029348	ENSMUSG00000046378	Euteleostomi
ENSMUSG00000029381	ENSMUSG00000045180	Euteleostomi
ENSMUSG00000029401	ENSMUSG00000038195	Euteleostomi
ENSMUSG00000029410	ENSMUSG00000062168	Euteleostomi
ENSMUSG00000029428	ENSMUSG00000041488	Euteleostomi
ENSMUSG00000029432	ENSMUSG00000034285	Euteleostomi
ENSMUSG00000029449	ENSMUSG00000041845	Euteleostomi
ENSMUSG00000029455	ENSMUSG00000035561	Euteleostomi
ENSMUSG00000029461	ENSMUSG00000037503	Euteleostomi
ENSMUSG00000029468	ENSMUSG00000029470	Euteleostomi
ENSMUSG00000029484	ENSMUSG00000029994	Euteleostomi
ENSMUSG00000029513	ENSMUSG00000038205	Euteleostomi
ENSMUSG00000029534	ENSMUSG00000045576	Euteleostomi
ENSMUSG00000029571	ENSMUSG00000034947	Euteleostomi
ENSMUSG00000029576	ENSMUSG00000044562	Euteleostomi
ENSMUSG00000029578	ENSMUSG00000041895	Euteleostomi
ENSMUSG00000029635	ENSMUSG00000038481	Euteleostomi
ENSMUSG00000029640	ENSMUSG00000054814	Euteleostomi
ENSMUSG00000029641	ENSMUSG00000049907	Euteleostomi
ENSMUSG00000029655	ENSMUSG00000041132	Euteleostomi
ENSMUSG00000029798	ENSMUSG00000038930	Euteleostomi
ENSMUSG00000029821	ENSMUSG00000075267	Euteleostomi
ENSMUSG00000029826	ENSMUSG00000038507	Euteleostomi
ENSMUSG00000029922	ENSMUSG00000070527	Euteleostomi
ENSMUSG00000029923	ENSMUSG00000030055	Euteleostomi
ENSMUSG00000029999	ENSMUSG00000082361	Euteleostomi
ENSMUSG00000030054	ENSMUSG00000050761	Euteleostomi
ENSMUSG00000030069	ENSMUSG00000070368	Euteleostomi
ENSMUSG00000030074	ENSMUSG00000036197	Euteleostomi
ENSMUSG00000030077	ENSMUSG00000031391	Euteleostomi
ENSMUSG00000030084	ENSMUSG00000031398	Euteleostomi
ENSMUSG00000030086	ENSMUSG00000053768	Euteleostomi
ENSMUSG00000030107	ENSMUSG00000059263	Euteleostomi
ENSMUSG00000030116	ENSMUSG00000060572	Euteleostomi
ENSMUSG00000030203	ENSMUSG00000037887	Euteleostomi
ENSMUSG00000030209	ENSMUSG00000059003	Euteleostomi
ENSMUSG00000030213	ENSMUSG00000039200	Euteleostomi
ENSMUSG00000030226	ENSMUSG00000036111	Euteleostomi
ENSMUSG00000030247	ENSMUSG00000096146	Euteleostomi
ENSMUSG00000030268	ENSMUSG00000030826	Euteleostomi
ENSMUSG00000030275	ENSMUSG00000070644	Euteleostomi
ENSMUSG00000030287	ENSMUSG00000042644	Euteleostomi
ENSMUSG00000030303	ENSMUSG00000030759	Euteleostomi
ENSMUSG00000030376	ENSMUSG00000079055	Euteleostomi
ENSMUSG00000030428	ENSMUSG00000034714	Euteleostomi
ENSMUSG00000030433	ENSMUSG00000085272	Euteleostomi
ENSMUSG00000030499	ENSMUSG00000036225	Euteleostomi
ENSMUSG00000030551	ENSMUSG00000069171	Euteleostomi
ENSMUSG00000030553	ENSMUSG00000056204	Euteleostomi
ENSMUSG00000030583	ENSMUSG00000042700	Euteleostomi
ENSMUSG00000030592	ENSMUSG00000057378	Euteleostomi
ENSMUSG00000030605	ENSMUSG00000034488	Euteleostomi
ENSMUSG00000030609	ENSMUSG00000048039	Euteleostomi
ENSMUSG00000030621	ENSMUSG00000032418	Euteleostomi
ENSMUSG00000030671	ENSMUSG00000041741	Euteleostomi
ENSMUSG00000030691	ENSMUSG00000038524	Euteleostomi
ENSMUSG00000030695	ENSMUSG00000017390	Euteleostomi
ENSMUSG00000030704	ENSMUSG00000032549	Euteleostomi
ENSMUSG00000030732	ENSMUSG00000031283	Euteleostomi
ENSMUSG00000030737	ENSMUSG00000032548	Euteleostomi
ENSMUSG00000030757	ENSMUSG00000079615	Euteleostomi
ENSMUSG00000030785	ENSMUSG00000041697	Euteleostomi
ENSMUSG00000030822	ENSMUSG00000054280	Euteleostomi
ENSMUSG00000030846	ENSMUSG00000071337	Euteleostomi
ENSMUSG00000030849	ENSMUSG00000031565	Euteleostomi
ENSMUSG00000030852	ENSMUSG00000065954	Euteleostomi
ENSMUSG00000030878	ENSMUSG00000050910	Euteleostomi
ENSMUSG00000030909	ENSMUSG00000045288	Euteleostomi
ENSMUSG00000030965	ENSMUSG00000035234	Euteleostomi
ENSMUSG00000030970	ENSMUSG00000037373	Euteleostomi
ENSMUSG00000030987	ENSMUSG00000039156	Euteleostomi
ENSMUSG00000030994	ENSMUSG00000063810	Euteleostomi
ENSMUSG00000031016	ENSMUSG00000037159	Euteleostomi
ENSMUSG00000031085	ENSMUSG00000055194	Euteleostomi
ENSMUSG00000031095	ENSMUSG00000031446	Euteleostomi
ENSMUSG00000031097	ENSMUSG00000035458	Euteleostomi
ENSMUSG00000031112	ENSMUSG00000063410	Euteleostomi
ENSMUSG00000031144	ENSMUSG00000056296	Euteleostomi
ENSMUSG00000031167	ENSMUSG00000045193	Euteleostomi
ENSMUSG00000031189	ENSMUSG00000037138	Euteleostomi
ENSMUSG00000031207	ENSMUSG00000032050	Euteleostomi
ENSMUSG00000031232	ENSMUSG00000039530	Euteleostomi
ENSMUSG00000031253	ENSMUSG00000090084	Euteleostomi
ENSMUSG00000031255	ENSMUSG00000054453	Euteleostomi
ENSMUSG00000031264	ENSMUSG00000031377	Euteleostomi
ENSMUSG00000031355	ENSMUSG00000036198	Euteleostomi
ENSMUSG00000031378	ENSMUSG00000055782	Euteleostomi
ENSMUSG00000031380	ENSMUSG00000031520	Euteleostomi
ENSMUSG00000031432	ENSMUSG00000025742	Euteleostomi
ENSMUSG00000031441	ENSMUSG00000062949	Euteleostomi
ENSMUSG00000031444	ENSMUSG00000031445	Euteleostomi
ENSMUSG00000031453	ENSMUSG00000032413	Euteleostomi
ENSMUSG00000031461	ENSMUSG00000037139	Euteleostomi
ENSMUSG00000031491	ENSMUSG00000032303	Euteleostomi
ENSMUSG00000031492	ENSMUSG00000035594	Euteleostomi
ENSMUSG00000031508	ENSMUSG00000050914	Euteleostomi
ENSMUSG00000031513	ENSMUSG00000035212	Euteleostomi
ENSMUSG00000031570	ENSMUSG00000070366	Euteleostomi
ENSMUSG00000031662	ENSMUSG00000050373	Euteleostomi
ENSMUSG00000031708	ENSMUSG00000049537	Euteleostomi
ENSMUSG00000031709	ENSMUSG00000036644	Euteleostomi
ENSMUSG00000031734	ENSMUSG00000060969	Euteleostomi
ENSMUSG00000031758	ENSMUSG00000059288	Euteleostomi
ENSMUSG00000031775	ENSMUSG00000041012	Euteleostomi
ENSMUSG00000031808	ENSMUSG00000059316	Euteleostomi
ENSMUSG00000031833	ENSMUSG00000034751	Euteleostomi
ENSMUSG00000031834	ENSMUSG00000041417	Euteleostomi
ENSMUSG00000031841	ENSMUSG00000031962	Euteleostomi
ENSMUSG00000031844	ENSMUSG00000031891	Euteleostomi
ENSMUSG00000031896	ENSMUSG00000031957	Euteleostomi
ENSMUSG00000031906	ENSMUSG00000071724	Euteleostomi
ENSMUSG00000031953	ENSMUSG00000087370	Euteleostomi
ENSMUSG00000031995	ENSMUSG00000033177	Euteleostomi
ENSMUSG00000032002	ENSMUSG00000051674	Euteleostomi
ENSMUSG00000032036	ENSMUSG00000041734	Euteleostomi
ENSMUSG00000032044	ENSMUSG00000051169	Euteleostomi
ENSMUSG00000032080	ENSMUSG00000032083	Euteleostomi
ENSMUSG00000032105	ENSMUSG00000038298	Euteleostomi
ENSMUSG00000032118	ENSMUSG00000056121	Euteleostomi
ENSMUSG00000032120	ENSMUSG00000045975	Euteleostomi
ENSMUSG00000032180	ENSMUSG00000063406	Euteleostomi
ENSMUSG00000032182	ENSMUSG00000057375	Euteleostomi
ENSMUSG00000032232	ENSMUSG00000068876	Euteleostomi
ENSMUSG00000032243	ENSMUSG00000090210	Euteleostomi
ENSMUSG00000032265	ENSMUSG00000046694	Euteleostomi
ENSMUSG00000032316	ENSMUSG00000068917	Euteleostomi
ENSMUSG00000032318	ENSMUSG00000042258	Euteleostomi
ENSMUSG00000032328	ENSMUSG00000034435	Euteleostomi
ENSMUSG00000032343	ENSMUSG00000035270	Euteleostomi
ENSMUSG00000032411	ENSMUSG00000038482	Euteleostomi
ENSMUSG00000032412	ENSMUSG00000041329	Euteleostomi
ENSMUSG00000032417	ENSMUSG00000041079	Euteleostomi
ENSMUSG00000032423	ENSMUSG00000066037	Euteleostomi
ENSMUSG00000032434	ENSMUSG00000096188	Euteleostomi
ENSMUSG00000032443	ENSMUSG00000037108	Euteleostomi
ENSMUSG00000032475	ENSMUSG00000066877	Euteleostomi
ENSMUSG00000032511	ENSMUSG00000001027	Euteleostomi
ENSMUSG00000032583	ENSMUSG00000078908	Euteleostomi
ENSMUSG00000032609	ENSMUSG00000042115	Euteleostomi
ENSMUSG00000032621	ENSMUSG00000055436	Euteleostomi
ENSMUSG00000032624	ENSMUSG00000071647	Euteleostomi
ENSMUSG00000032640	ENSMUSG00000058152	Euteleostomi
ENSMUSG00000032648	ENSMUSG00000033059	Euteleostomi
ENSMUSG00000032656	ENSMUSG00000079557	Euteleostomi
ENSMUSG00000032714	ENSMUSG00000036863	Euteleostomi
ENSMUSG00000032717	ENSMUSG00000041390	Euteleostomi
ENSMUSG00000032745	ENSMUSG00000034042	Euteleostomi
ENSMUSG00000032806	ENSMUSG00000058921	Euteleostomi
ENSMUSG00000032826	ENSMUSG00000069601	Euteleostomi
ENSMUSG00000032841	ENSMUSG00000036106	Euteleostomi
ENSMUSG00000032845	ENSMUSG00000038763	Euteleostomi
ENSMUSG00000032852	ENSMUSG00000051920	Euteleostomi
ENSMUSG00000032855	ENSMUSG00000052496	Euteleostomi
ENSMUSG00000032890	ENSMUSG00000035226	Euteleostomi
ENSMUSG00000032940	ENSMUSG00000042396	Euteleostomi
ENSMUSG00000033007	ENSMUSG00000038276	Euteleostomi
ENSMUSG00000033044	ENSMUSG00000042569	Euteleostomi
ENSMUSG00000033060	ENSMUSG00000037736	Euteleostomi
ENSMUSG00000033214	ENSMUSG00000075478	Euteleostomi
ENSMUSG00000033228	ENSMUSG00000038406	Euteleostomi
ENSMUSG00000033255	ENSMUSG00000030781	Euteleostomi
ENSMUSG00000033278	ENSMUSG00000053141	Euteleostomi
ENSMUSG00000033282	ENSMUSG00000057132	Euteleostomi
ENSMUSG00000033350	ENSMUSG00000037347	Euteleostomi
ENSMUSG00000033420	ENSMUSG00000047441	Euteleostomi
ENSMUSG00000033446	ENSMUSG00000049929	Euteleostomi
ENSMUSG00000033470	ENSMUSG00000052821	Euteleostomi
ENSMUSG00000033491	ENSMUSG00000039405	Euteleostomi
ENSMUSG00000033498	ENSMUSG00000034990	Euteleostomi
ENSMUSG00000033510	ENSMUSG00000038495	Euteleostomi
ENSMUSG00000033594	ENSMUSG00000047030	Euteleostomi
ENSMUSG00000033684	ENSMUSG00000036327	Euteleostomi
ENSMUSG00000033726	ENSMUSG00000043969	Euteleostomi
ENSMUSG00000033730	ENSMUSG00000037868	Euteleostomi
ENSMUSG00000033799	ENSMUSG00000040651	Euteleostomi
ENSMUSG00000033854	ENSMUSG00000037624	Euteleostomi
ENSMUSG00000033902	ENSMUSG00000037020	Euteleostomi
ENSMUSG00000033910	ENSMUSG00000041624	Euteleostomi
ENSMUSG00000033949	ENSMUSG00000042766	Euteleostomi
ENSMUSG00000033967	ENSMUSG00000063851	Euteleostomi
ENSMUSG00000034057	ENSMUSG00000036098	Euteleostomi
ENSMUSG00000034075	ENSMUSG00000060166	Euteleostomi
ENSMUSG00000034177	ENSMUSG00000041961	Euteleostomi
ENSMUSG00000034224	ENSMUSG00000036534	Euteleostomi
ENSMUSG00000034252	ENSMUSG00000052917	Euteleostomi
ENSMUSG00000034312	ENSMUSG00000041115	Euteleostomi
ENSMUSG00000034333	ENSMUSG00000094410	Euteleostomi
ENSMUSG00000034401	ENSMUSG00000064202	Euteleostomi
ENSMUSG00000034412	ENSMUSG00000042492	Euteleostomi
ENSMUSG00000034416	ENSMUSG00000048827	Euteleostomi
ENSMUSG00000034452	ENSMUSG00000037996	Euteleostomi
ENSMUSG00000034457	ENSMUSG00000060548	Euteleostomi
ENSMUSG00000034460	ENSMUSG00000040841	Euteleostomi
ENSMUSG00000034472	ENSMUSG00000049892	Euteleostomi
ENSMUSG00000034473	ENSMUSG00000061536	Euteleostomi
ENSMUSG00000034485	ENSMUSG00000038354	Euteleostomi
ENSMUSG00000034486	ENSMUSG00000067724	Euteleostomi
ENSMUSG00000034532	ENSMUSG00000071392	Euteleostomi
ENSMUSG00000034575	ENSMUSG00000036779	Euteleostomi
ENSMUSG00000034595	ENSMUSG00000048707	Euteleostomi
ENSMUSG00000034610	ENSMUSG00000035248	Euteleostomi
ENSMUSG00000034677	ENSMUSG00000066197	Euteleostomi
ENSMUSG00000034685	ENSMUSG00000050530	Euteleostomi
ENSMUSG00000034858	ENSMUSG00000036002	Euteleostomi
ENSMUSG00000034911	ENSMUSG00000071856	Euteleostomi
ENSMUSG00000034997	ENSMUSG00000041380	Euteleostomi
ENSMUSG00000035095	ENSMUSG00000050493	Euteleostomi
ENSMUSG00000035104	ENSMUSG00000050212	Euteleostomi
ENSMUSG00000035105	ENSMUSG00000058709	Euteleostomi
ENSMUSG00000035112	ENSMUSG00000045962	Euteleostomi
ENSMUSG00000035133	ENSMUSG00000058230	Euteleostomi
ENSMUSG00000035161	ENSMUSG00000035967	Euteleostomi
ENSMUSG00000035184	ENSMUSG00000043230	Euteleostomi
ENSMUSG00000035273	ENSMUSG00000074852	Euteleostomi
ENSMUSG00000035274	ENSMUSG00000096606	Euteleostomi
ENSMUSG00000035355	ENSMUSG00000035580	Euteleostomi
ENSMUSG00000035376	ENSMUSG00000063275	Euteleostomi
ENSMUSG00000035390	ENSMUSG00000053046	Euteleostomi
ENSMUSG00000035431	ENSMUSG00000037014	Euteleostomi
ENSMUSG00000035459	ENSMUSG00000042286	Euteleostomi
ENSMUSG00000035547	ENSMUSG00000067276	Euteleostomi
ENSMUSG00000035745	ENSMUSG00000039579	Euteleostomi
ENSMUSG00000035840	ENSMUSG00000043831	Euteleostomi
ENSMUSG00000035914	ENSMUSG00000051076	Euteleostomi
