Ensembl.Gene.ID	Human.Paralog.Ensembl.Gene.ID	Paralogs.Number	Ancestor
ENSG00000174837	ENSG00000123146	1	Euteleostomi
ENSG00000114331	ENSG00000072818	2	Euteleostomi
ENSG00000114331	ENSG00000131584	2	Euteleostomi
ENSG00000143127	ENSG00000137809	1	Euteleostomi
ENSG00000141504	ENSG00000184788	2	Euteleostomi
ENSG00000141504	ENSG00000130066	2	Euteleostomi
ENSG00000198483	ENSG00000137831	1	Euteleostomi
ENSG00000165617	ENSG00000164488	1	Euteleostomi
ENSG00000250510	ENSG00000158292	1	Euteleostomi
ENSG00000131788	ENSG00000033800	2	Euteleostomi
ENSG00000131788	ENSG00000078043	2	Euteleostomi
ENSG00000140093	ENSG00000197249	2	Euteleostomi
ENSG00000140093	ENSG00000165953	2	Euteleostomi
ENSG00000129244	ENSG00000069849	1	Euteleostomi
ENSG00000162706	ENSG00000175161	4	Euteleostomi
ENSG00000162706	ENSG00000182985	4	Euteleostomi
ENSG00000162706	ENSG00000109943	4	Euteleostomi
ENSG00000162706	ENSG00000105767	4	Euteleostomi
ENSG00000161647	ENSG00000150054	1	Euteleostomi
ENSG00000268861	ENSG00000214944	1	Euteleostomi
ENSG00000104880	ENSG00000214944	1	Euteleostomi
ENSG00000197249	ENSG00000140093	1	Euteleostomi
ENSG00000153914	ENSG00000116754	1	Euteleostomi
ENSG00000171246	ENSG00000106236	1	Euteleostomi
ENSG00000106683	ENSG00000182541	1	Euteleostomi
ENSG00000174827	ENSG00000172367	1	Euteleostomi
ENSG00000090674	ENSG00000055732	2	Euteleostomi
ENSG00000090674	ENSG00000153898	2	Euteleostomi
ENSG00000132703	ENSG00000163661	1	Euteleostomi
ENSG00000181619	ENSG00000112218	2	Euteleostomi
ENSG00000181619	ENSG00000135973	2	Euteleostomi
ENSG00000132693	ENSG00000163661	1	Euteleostomi
ENSG00000123416	ENSG00000167553	2	Euteleostomi
ENSG00000123416	ENSG00000167552	2	Euteleostomi
ENSG00000221909	ENSG00000232040	1	Euteleostomi
ENSG00000123609	ENSG00000068079	1	Euteleostomi
ENSG00000138459	ENSG00000176087	1	Euteleostomi
ENSG00000083457	ENSG00000005844	4	Euteleostomi
ENSG00000083457	ENSG00000140678	4	Euteleostomi
ENSG00000083457	ENSG00000156886	4	Euteleostomi
ENSG00000083457	ENSG00000169896	4	Euteleostomi
ENSG00000075790	ENSG00000185825	1	Euteleostomi
ENSG00000075891	ENSG00000125618	2	Euteleostomi
ENSG00000075891	ENSG00000196092	2	Euteleostomi
ENSG00000119699	ENSG00000092969	1	Euteleostomi
ENSG00000111783	ENSG00000185002	2	Euteleostomi
ENSG00000111783	ENSG00000196460	2	Euteleostomi
ENSG00000167552	ENSG00000167553	2	Euteleostomi
ENSG00000167552	ENSG00000123416	2	Euteleostomi
ENSG00000188004	ENSG00000166250	4	Euteleostomi
ENSG00000188004	ENSG00000143167	4	Euteleostomi
ENSG00000188004	ENSG00000243284	4	Euteleostomi
ENSG00000188004	ENSG00000154639	4	Euteleostomi
ENSG00000243284	ENSG00000154639	4	Euteleostomi
ENSG00000243284	ENSG00000166250	4	Euteleostomi
ENSG00000243284	ENSG00000143167	4	Euteleostomi
ENSG00000243284	ENSG00000188004	4	Euteleostomi
ENSG00000161649	ENSG00000178789	6	Euteleostomi
ENSG00000161649	ENSG00000186407	6	Euteleostomi
ENSG00000161649	ENSG00000167851	6	Euteleostomi
ENSG00000161649	ENSG00000167850	6	Euteleostomi
ENSG00000161649	ENSG00000204345	6	Euteleostomi
ENSG00000161649	ENSG00000186074	6	Euteleostomi
ENSG00000165953	ENSG00000140093	1	Euteleostomi
ENSG00000069020	ENSG00000099308	1	Euteleostomi
ENSG00000139970	ENSG00000125744	2	Euteleostomi
ENSG00000139970	ENSG00000115310	2	Euteleostomi
ENSG00000131791	ENSG00000111725	1	Euteleostomi
ENSG00000173531	ENSG00000019991	1	Euteleostomi
ENSG00000158710	ENSG00000149591	2	Euteleostomi
ENSG00000158710	ENSG00000144834	2	Euteleostomi
ENSG00000167553	ENSG00000167552	2	Euteleostomi
ENSG00000167553	ENSG00000123416	2	Euteleostomi
ENSG00000135406	ENSG00000175084	3	Euteleostomi
ENSG00000135406	ENSG00000131095	3	Euteleostomi
ENSG00000135406	ENSG00000026025	3	Euteleostomi
ENSG00000177807	ENSG00000157551	1	Euteleostomi
ENSG00000162728	ENSG00000157542	2	Euteleostomi
ENSG00000162728	ENSG00000120457	2	Euteleostomi
ENSG00000162729	ENSG00000134247	3	Euteleostomi
ENSG00000162729	ENSG00000143061	3	Euteleostomi
ENSG00000162729	ENSG00000134256	3	Euteleostomi
ENSG00000108852	ENSG00000105926	1	Euteleostomi
ENSG00000119906	ENSG00000168754	1	Euteleostomi
ENSG00000143140	ENSG00000121634	2	Euteleostomi
ENSG00000143140	ENSG00000121743	2	Euteleostomi
ENSG00000121634	ENSG00000143140	2	Euteleostomi
ENSG00000121634	ENSG00000121743	2	Euteleostomi
ENSG00000133937	ENSG00000063515	1	Euteleostomi
ENSG00000175866	ENSG00000006453	2	Euteleostomi
ENSG00000175866	ENSG00000128298	2	Euteleostomi
ENSG00000134061	ENSG00000136869	3	Euteleostomi
ENSG00000134061	ENSG00000187554	3	Euteleostomi
ENSG00000134061	ENSG00000164342	3	Euteleostomi
ENSG00000143318	ENSG00000118729	1	Euteleostomi
ENSG00000123352	ENSG00000196141	1	Euteleostomi
ENSG00000100614	ENSG00000138032	1	Euteleostomi
ENSG00000144857	ENSG00000064309	1	Euteleostomi
ENSG00000184302	ENSG00000138083	1	Euteleostomi
ENSG00000100625	ENSG00000177045	1	Euteleostomi
ENSG00000176020	ENSG00000181754	2	Euteleostomi
ENSG00000176020	ENSG00000139211	2	Euteleostomi
ENSG00000176095	ENSG00000161896	1	Euteleostomi
ENSG00000158517	ENSG00000196408	1	Euteleostomi
ENSG00000185614	ENSG00000197852	1	Euteleostomi
ENSG00000095539	ENSG00000168758	2	Euteleostomi
ENSG00000095539	ENSG00000187764	2	Euteleostomi
ENSG00000196275	ENSG00000178567	1	Euteleostomi
ENSG00000145675	ENSG00000268173	2	Euteleostomi
ENSG00000145675	ENSG00000105647	2	Euteleostomi
ENSG00000182107	ENSG00000112697	1	Euteleostomi
ENSG00000183086	ENSG00000239282	1	Euteleostomi
ENSG00000204435	ENSG00000263020	1	Euteleostomi
ENSG00000164076	ENSG00000148660	1	Euteleostomi
ENSG00000182326	ENSG00000009724	5	Euteleostomi
ENSG00000182326	ENSG00000257017	5	Euteleostomi
ENSG00000182326	ENSG00000261701	5	Euteleostomi
ENSG00000182326	ENSG00000159403	5	Euteleostomi
ENSG00000182326	ENSG00000139178	5	Euteleostomi
ENSG00000162738	ENSG00000173218	1	Euteleostomi
ENSG00000174428	ENSG00000178567	1	Euteleostomi
ENSG00000139973	ENSG00000143469	1	Euteleostomi
ENSG00000159403	ENSG00000257017	4	Euteleostomi
ENSG00000159403	ENSG00000261701	4	Euteleostomi
ENSG00000159403	ENSG00000009724	4	Euteleostomi
ENSG00000159403	ENSG00000182326	4	Euteleostomi
ENSG00000198750	ENSG00000239282	1	Euteleostomi
ENSG00000178809	ENSG00000177238	4	Euteleostomi
ENSG00000178809	ENSG00000183718	4	Euteleostomi
ENSG00000178809	ENSG00000146063	4	Euteleostomi
ENSG00000178809	ENSG00000185880	4	Euteleostomi
ENSG00000164077	ENSG00000103111	1	Euteleostomi
ENSG00000139178	ENSG00000257017	4	Euteleostomi
ENSG00000139178	ENSG00000261701	4	Euteleostomi
ENSG00000139178	ENSG00000009724	4	Euteleostomi
ENSG00000139178	ENSG00000182326	4	Euteleostomi
ENSG00000152465	ENSG00000136448	1	Euteleostomi
ENSG00000139194	ENSG00000114115	3	Euteleostomi
ENSG00000139194	ENSG00000114113	3	Euteleostomi
ENSG00000139194	ENSG00000162444	3	Euteleostomi
ENSG00000158769	ENSG00000154721	1	Euteleostomi
ENSG00000131096	ENSG00000122585	1	Euteleostomi
ENSG00000120832	ENSG00000127989	1	Euteleostomi
ENSG00000148468	ENSG00000161682	1	Euteleostomi
ENSG00000186517	ENSG00000031081	1	Euteleostomi
ENSG00000143217	ENSG00000177707	1	Euteleostomi
ENSG00000214595	ENSG00000165521	1	Euteleostomi
ENSG00000158796	ENSG00000160570	1	Euteleostomi
ENSG00000151136	ENSG00000166016	1	Euteleostomi
ENSG00000158859	ENSG00000154734	6	Euteleostomi
ENSG00000158859	ENSG00000134917	6	Euteleostomi
ENSG00000158859	ENSG00000163638	6	Euteleostomi
ENSG00000158859	ENSG00000166106	6	Euteleostomi
ENSG00000158859	ENSG00000173157	6	Euteleostomi
ENSG00000158859	ENSG00000154736	6	Euteleostomi
ENSG00000108840	ENSG00000048052	1	Euteleostomi
ENSG00000158882	ENSG00000130204	1	Euteleostomi
ENSG00000061938	ENSG00000174292	1	Euteleostomi
ENSG00000143257	ENSG00000144852	1	Euteleostomi
ENSG00000158887	ENSG00000197965	5	Euteleostomi
ENSG00000158887	ENSG00000149575	5	Euteleostomi
ENSG00000158887	ENSG00000177098	5	Euteleostomi
ENSG00000158887	ENSG00000149573	5	Euteleostomi
ENSG00000158887	ENSG00000160588	5	Euteleostomi
ENSG00000173110	ENSG00000109971	1	Euteleostomi
ENSG00000115310	ENSG00000125744	2	Euteleostomi
ENSG00000115310	ENSG00000139970	2	Euteleostomi
ENSG00000072274	ENSG00000106327	1	Euteleostomi
ENSG00000165985	ENSG00000131094	1	Euteleostomi
ENSG00000162745	ENSG00000185585	1	Euteleostomi
ENSG00000198574	ENSG00000183918	1	Euteleostomi
ENSG00000117143	ENSG00000197355	1	Euteleostomi
ENSG00000187855	ENSG00000183734	3	Euteleostomi
ENSG00000187855	ENSG00000232237	3	Euteleostomi
ENSG00000187855	ENSG00000139352	3	Euteleostomi
ENSG00000162733	ENSG00000204580	1	Euteleostomi
ENSG00000075035	ENSG00000179314	1	Euteleostomi
ENSG00000117152	ENSG00000253148	3	Euteleostomi
ENSG00000117152	ENSG00000150681	3	Euteleostomi
ENSG00000117152	ENSG00000116741	3	Euteleostomi
ENSG00000143248	ENSG00000143333	2	Euteleostomi
ENSG00000143248	ENSG00000135824	2	Euteleostomi
ENSG00000185630	ENSG00000105717	3	Euteleostomi
ENSG00000185630	ENSG00000167081	3	Euteleostomi
ENSG00000185630	ENSG00000204304	3	Euteleostomi
ENSG00000162761	ENSG00000136944	1	Euteleostomi
ENSG00000162763	ENSG00000162494	2	Euteleostomi
ENSG00000162763	ENSG00000183908	2	Euteleostomi
ENSG00000174600	ENSG00000183671	4	Euteleostomi
ENSG00000174600	ENSG00000214943	4	Euteleostomi
ENSG00000174600	ENSG00000171860	4	Euteleostomi
ENSG00000174600	ENSG00000197405	4	Euteleostomi
ENSG00000188859	ENSG00000126882	1	Euteleostomi
ENSG00000143195	ENSG00000105699	1	Euteleostomi
ENSG00000143167	ENSG00000166250	4	Euteleostomi
ENSG00000143167	ENSG00000243284	4	Euteleostomi
ENSG00000143167	ENSG00000154639	4	Euteleostomi
ENSG00000143167	ENSG00000188004	4	Euteleostomi
ENSG00000198842	ENSG00000079393	3	Euteleostomi
ENSG00000198842	ENSG00000188716	3	Euteleostomi
ENSG00000198842	ENSG00000133878	3	Euteleostomi
ENSG00000143162	ENSG00000175874	1	Euteleostomi
ENSG00000197965	ENSG00000158887	5	Euteleostomi
ENSG00000197965	ENSG00000149575	5	Euteleostomi
ENSG00000197965	ENSG00000177098	5	Euteleostomi
ENSG00000197965	ENSG00000149573	5	Euteleostomi
ENSG00000197965	ENSG00000160588	5	Euteleostomi
ENSG00000161217	ENSG00000102230	1	Euteleostomi
ENSG00000273331	ENSG00000142484	1	Euteleostomi
ENSG00000213064	ENSG00000198818	1	Euteleostomi
ENSG00000143178	ENSG00000164458	1	Euteleostomi
ENSG00000117479	ENSG00000135917	1	Euteleostomi
ENSG00000198734	ENSG00000185010	2	Euteleostomi
ENSG00000198734	ENSG00000102104	2	Euteleostomi
ENSG00000145107	ENSG00000142484	1	Euteleostomi
ENSG00000203740	ENSG00000148335	1	Euteleostomi
ENSG00000116132	ENSG00000167157	1	Euteleostomi
ENSG00000026025	ENSG00000131095	3	Euteleostomi
ENSG00000026025	ENSG00000175084	3	Euteleostomi
ENSG00000026025	ENSG00000135406	3	Euteleostomi
ENSG00000117523	ENSG00000130723	2	Euteleostomi
ENSG00000117523	ENSG00000204469	2	Euteleostomi
ENSG00000108309	ENSG00000105784	1	Euteleostomi
ENSG00000174004	ENSG00000137507	1	Euteleostomi
ENSG00000117560	ENSG00000125735	4	Euteleostomi
ENSG00000117560	ENSG00000181634	4	Euteleostomi
ENSG00000117560	ENSG00000232810	4	Euteleostomi
ENSG00000117560	ENSG00000226979	4	Euteleostomi
ENSG00000013306	ENSG00000075303	1	Euteleostomi
ENSG00000180370	ENSG00000149269	2	Euteleostomi
ENSG00000180370	ENSG00000077264	2	Euteleostomi
ENSG00000185278	ENSG00000177125	7	Euteleostomi
ENSG00000185278	ENSG00000171448	7	Euteleostomi
ENSG00000185278	ENSG00000204366	7	Euteleostomi
ENSG00000185278	ENSG00000186130	7	Euteleostomi
ENSG00000185278	ENSG00000213588	7	Euteleostomi
ENSG00000185278	ENSG00000236104	7	Euteleostomi
ENSG00000185278	ENSG00000169155	7	Euteleostomi
ENSG00000135870	ENSG00000056586	1	Euteleostomi
ENSG00000119231	ENSG00000161956	1	Euteleostomi
ENSG00000148488	ENSG00000101638	1	Euteleostomi
ENSG00000165996	ENSG00000206527	1	Euteleostomi
ENSG00000203737	ENSG00000188394	1	Euteleostomi
ENSG00000116147	ENSG00000041982	1	Euteleostomi
ENSG00000152092	ENSG00000148219	1	Euteleostomi
ENSG00000198797	ENSG00000162670	1	Euteleostomi
ENSG00000138041	ENSG00000100796	1	Euteleostomi
ENSG00000075391	ENSG00000136848	2	Euteleostomi
ENSG00000075391	ENSG00000197283	2	Euteleostomi
ENSG00000116191	ENSG00000136828	1	Euteleostomi
ENSG00000186283	ENSG00000136827	4	Euteleostomi
ENSG00000186283	ENSG00000136816	4	Euteleostomi
ENSG00000186283	ENSG00000160404	4	Euteleostomi
ENSG00000186283	ENSG00000198113	4	Euteleostomi
ENSG00000075711	ENSG00000132535	3	Euteleostomi
ENSG00000075711	ENSG00000082458	3	Euteleostomi
ENSG00000075711	ENSG00000150672	3	Euteleostomi
ENSG00000143322	ENSG00000097007	1	Euteleostomi
ENSG00000143340	ENSG00000215611	2	Euteleostomi
ENSG00000143340	ENSG00000196990	2	Euteleostomi
ENSG00000161682	ENSG00000148468	1	Euteleostomi
ENSG00000135837	ENSG00000264324	1	Euteleostomi
ENSG00000116260	ENSG00000165661	1	Euteleostomi
ENSG00000121454	ENSG00000107187	1	Euteleostomi
ENSG00000135823	ENSG00000104915	1	Euteleostomi
ENSG00000162783	ENSG00000188483	1	Euteleostomi
ENSG00000179930	ENSG00000187792	1	Euteleostomi
ENSG00000115380	ENSG00000172638	1	Euteleostomi
ENSG00000143333	ENSG00000135824	2	Euteleostomi
ENSG00000143333	ENSG00000143248	2	Euteleostomi
ENSG00000135824	ENSG00000143333	2	Euteleostomi
ENSG00000135824	ENSG00000143248	2	Euteleostomi
ENSG00000180340	ENSG00000157240	2	Euteleostomi
ENSG00000180340	ENSG00000155760	2	Euteleostomi
ENSG00000135862	ENSG00000058085	1	Euteleostomi
ENSG00000058085	ENSG00000135862	1	Euteleostomi
ENSG00000055813	ENSG00000175602	2	Euteleostomi
ENSG00000055813	ENSG00000205476	2	Euteleostomi
ENSG00000161692	ENSG00000006634	1	Euteleostomi
ENSG00000139445	ENSG00000109101	1	Euteleostomi
ENSG00000174527	ENSG00000197879	1	Euteleostomi
ENSG00000135842	ENSG00000136830	2	Euteleostomi
ENSG00000135842	ENSG00000167483	2	Euteleostomi
ENSG00000121481	ENSG00000204227	1	Euteleostomi
ENSG00000073670	ENSG00000008277	1	Euteleostomi
ENSG00000116690	ENSG00000273171	2	Euteleostomi
ENSG00000116690	ENSG00000109072	2	Euteleostomi
ENSG00000116703	ENSG00000136940	1	Euteleostomi
ENSG00000186001	ENSG00000136141	3	Euteleostomi
ENSG00000186001	ENSG00000130224	3	Euteleostomi
ENSG00000186001	ENSG00000077454	3	Euteleostomi
ENSG00000162670	ENSG00000198797	1	Euteleostomi
ENSG00000150681	ENSG00000253148	3	Euteleostomi
ENSG00000150681	ENSG00000116741	3	Euteleostomi
ENSG00000150681	ENSG00000117152	3	Euteleostomi
ENSG00000119866	ENSG00000127152	2	Euteleostomi
ENSG00000119866	ENSG00000170684	2	Euteleostomi
ENSG00000253148	ENSG00000116741	3	Euteleostomi
ENSG00000253148	ENSG00000150681	3	Euteleostomi
ENSG00000253148	ENSG00000117152	3	Euteleostomi
ENSG00000165997	ENSG00000141748	2	Euteleostomi
ENSG00000165997	ENSG00000162980	2	Euteleostomi
ENSG00000116741	ENSG00000253148	3	Euteleostomi
ENSG00000116741	ENSG00000150681	3	Euteleostomi
ENSG00000116741	ENSG00000117152	3	Euteleostomi
ENSG00000120594	ENSG00000161381	1	Euteleostomi
ENSG00000000971	ENSG00000134365	2	Euteleostomi
ENSG00000000971	ENSG00000143278	2	Euteleostomi
ENSG00000116785	ENSG00000134365	2	Euteleostomi
ENSG00000116785	ENSG00000143278	2	Euteleostomi
ENSG00000244414	ENSG00000134365	2	Euteleostomi
ENSG00000244414	ENSG00000143278	2	Euteleostomi
ENSG00000080910	ENSG00000134365	2	Euteleostomi
ENSG00000080910	ENSG00000143278	2	Euteleostomi
ENSG00000134365	ENSG00000116785	6	Euteleostomi
ENSG00000134365	ENSG00000244414	6	Euteleostomi
ENSG00000134365	ENSG00000134389	6	Euteleostomi
ENSG00000134365	ENSG00000080910	6	Euteleostomi
ENSG00000134365	ENSG00000000971	6	Euteleostomi
ENSG00000134365	ENSG00000143278	6	Euteleostomi
ENSG00000134389	ENSG00000134365	2	Euteleostomi
ENSG00000134389	ENSG00000143278	2	Euteleostomi
ENSG00000143278	ENSG00000134365	6	Euteleostomi
ENSG00000143278	ENSG00000116785	6	Euteleostomi
ENSG00000143278	ENSG00000244414	6	Euteleostomi
ENSG00000143278	ENSG00000134389	6	Euteleostomi
ENSG00000143278	ENSG00000080910	6	Euteleostomi
ENSG00000143278	ENSG00000000971	6	Euteleostomi
ENSG00000162924	ENSG00000173039	1	Euteleostomi
ENSG00000143355	ENSG00000106689	1	Euteleostomi
ENSG00000151414	ENSG00000119408	1	Euteleostomi
ENSG00000180592	ENSG00000179294	1	Euteleostomi
ENSG00000214447	ENSG00000177558	1	Euteleostomi
ENSG00000162702	ENSG00000163848	2	Euteleostomi
ENSG00000162702	ENSG00000139651	2	Euteleostomi
ENSG00000131095	ENSG00000026025	3	Euteleostomi
ENSG00000131095	ENSG00000175084	3	Euteleostomi
ENSG00000131095	ENSG00000135406	3	Euteleostomi
ENSG00000118200	ENSG00000130559	1	Euteleostomi
ENSG00000170128	ENSG00000154165	2	Euteleostomi
ENSG00000170128	ENSG00000134817	2	Euteleostomi
ENSG00000232237	ENSG00000183734	3	Euteleostomi
ENSG00000232237	ENSG00000139352	3	Euteleostomi
ENSG00000232237	ENSG00000187855	3	Euteleostomi
ENSG00000116857	ENSG00000175348	1	Euteleostomi
ENSG00000081277	ENSG00000057294	2	Euteleostomi
ENSG00000081277	ENSG00000184363	2	Euteleostomi
ENSG00000186185	ENSG00000121621	1	Euteleostomi
ENSG00000174307	ENSG00000139289	1	Euteleostomi
ENSG00000139438	ENSG00000173065	1	Euteleostomi
ENSG00000159176	ENSG00000175183	1	Euteleostomi
ENSG00000131094	ENSG00000165985	1	Euteleostomi
ENSG00000111199	ENSG00000187688	4	Euteleostomi
ENSG00000111199	ENSG00000262304	4	Euteleostomi
ENSG00000111199	ENSG00000196689	4	Euteleostomi
ENSG00000111199	ENSG00000167723	4	Euteleostomi
ENSG00000136448	ENSG00000152465	1	Euteleostomi
ENSG00000176393	ENSG00000142327	2	Euteleostomi
ENSG00000176393	ENSG00000148120	2	Euteleostomi
ENSG00000163435	ENSG00000135373	2	Euteleostomi
ENSG00000163435	ENSG00000135374	2	Euteleostomi
ENSG00000170075	ENSG00000136160	3	Euteleostomi
ENSG00000170075	ENSG00000151617	3	Euteleostomi
ENSG00000170075	ENSG00000170775	3	Euteleostomi
ENSG00000143862	ENSG00000196503	2	Euteleostomi
ENSG00000143862	ENSG00000175414	2	Euteleostomi
ENSG00000143851	ENSG00000153233	2	Euteleostomi
ENSG00000143851	ENSG00000110786	2	Euteleostomi
ENSG00000161714	ENSG00000187091	1	Euteleostomi
ENSG00000133067	ENSG00000139292	1	Euteleostomi
ENSG00000269897	ENSG00000056661	1	Euteleostomi
ENSG00000168283	ENSG00000056661	1	Euteleostomi
ENSG00000143858	ENSG00000067715	3	Euteleostomi
ENSG00000143858	ENSG00000129990	3	Euteleostomi
ENSG00000143858	ENSG00000149043	3	Euteleostomi
ENSG00000186834	ENSG00000168517	1	Euteleostomi
ENSG00000168517	ENSG00000186834	1	Euteleostomi
ENSG00000150867	ENSG00000141720	2	Euteleostomi
ENSG00000150867	ENSG00000166908	2	Euteleostomi
ENSG00000230031	ENSG00000107890	1	Eutheria
ENSG00000233917	ENSG00000107890	1	Eutheria
ENSG00000166351	ENSG00000107890	1	Eutheria
ENSG00000183706	ENSG00000176294	2	Eutheria
ENSG00000183706	ENSG00000184394	2	Eutheria
ENSG00000249139	ENSG00000243543	1	Eutheria
ENSG00000175322	ENSG00000213988	41	Eutheria
ENSG00000175322	ENSG00000196705	41	Eutheria
ENSG00000175322	ENSG00000234444	41	Eutheria
ENSG00000175322	ENSG00000197124	41	Eutheria
ENSG00000175322	ENSG00000196081	41	Eutheria
ENSG00000175322	ENSG00000197013	41	Eutheria
ENSG00000175322	ENSG00000185177	41	Eutheria
ENSG00000175322	ENSG00000197472	41	Eutheria
ENSG00000175322	ENSG00000118620	41	Eutheria
ENSG00000175322	ENSG00000081665	41	Eutheria
ENSG00000175322	ENSG00000173041	41	Eutheria
ENSG00000175322	ENSG00000197134	41	Eutheria
ENSG00000175322	ENSG00000257482	41	Eutheria
ENSG00000175322	ENSG00000188171	41	Eutheria
ENSG00000175322	ENSG00000256229	41	Eutheria
ENSG00000175322	ENSG00000183850	41	Eutheria
ENSG00000175322	ENSG00000269067	41	Eutheria
ENSG00000175322	ENSG00000213967	41	Eutheria
ENSG00000175322	ENSG00000152926	41	Eutheria
ENSG00000175322	ENSG00000196172	41	Eutheria
ENSG00000175322	ENSG00000197360	41	Eutheria
ENSG00000175322	ENSG00000237440	41	Eutheria
ENSG00000175322	ENSG00000131127	41	Eutheria
ENSG00000175322	ENSG00000196109	41	Eutheria
ENSG00000175322	ENSG00000197008	41	Eutheria
ENSG00000175322	ENSG00000160352	41	Eutheria
ENSG00000175322	ENSG00000105750	41	Eutheria
ENSG00000175322	ENSG00000256771	41	Eutheria
ENSG00000175322	ENSG00000197123	41	Eutheria
ENSG00000175322	ENSG00000146757	41	Eutheria
ENSG00000175322	ENSG00000182141	41	Eutheria
ENSG00000175322	ENSG00000182111	41	Eutheria
ENSG00000175322	ENSG00000160229	41	Eutheria
ENSG00000175322	ENSG00000213096	41	Eutheria
ENSG00000175322	ENSG00000197372	41	Eutheria
ENSG00000175322	ENSG00000184635	41	Eutheria
ENSG00000175322	ENSG00000229676	41	Eutheria
ENSG00000175322	ENSG00000198039	41	Eutheria
ENSG00000175322	ENSG00000186777	41	Eutheria
ENSG00000175322	ENSG00000197020	41	Eutheria
ENSG00000175322	ENSG00000005801	41	Eutheria
ENSG00000183206	ENSG00000107890	1	Eutheria
ENSG00000266996	ENSG00000011007	1	Eutheria
ENSG00000234298	ENSG00000011007	1	Eutheria
ENSG00000183791	ENSG00000011007	1	Eutheria
ENSG00000206181	ENSG00000011007	1	Eutheria
ENSG00000170122	ENSG00000184492	1	Eutheria
ENSG00000241690	ENSG00000258713	1	Eutheria
ENSG00000180777	ENSG00000107890	1	Eutheria
ENSG00000258713	ENSG00000241690	1	Eutheria
ENSG00000254585	ENSG00000189023	9	Eutheria
ENSG00000254585	ENSG00000185115	9	Eutheria
ENSG00000254585	ENSG00000177383	9	Eutheria
ENSG00000254585	ENSG00000187243	9	Eutheria
ENSG00000254585	ENSG00000154545	9	Eutheria
ENSG00000254585	ENSG00000102316	9	Eutheria
ENSG00000254585	ENSG00000067445	9	Eutheria
ENSG00000254585	ENSG00000179222	9	Eutheria
ENSG00000254585	ENSG00000182636	9	Eutheria
ENSG00000182636	ENSG00000187243	9	Eutheria
ENSG00000182636	ENSG00000154545	9	Eutheria
ENSG00000182636	ENSG00000102316	9	Eutheria
ENSG00000182636	ENSG00000067445	9	Eutheria
ENSG00000182636	ENSG00000179222	9	Eutheria
ENSG00000182636	ENSG00000189023	9	Eutheria
ENSG00000182636	ENSG00000185115	9	Eutheria
ENSG00000182636	ENSG00000254585	9	Eutheria
ENSG00000182636	ENSG00000177383	9	Eutheria
ENSG00000101405	ENSG00000101200	1	Eutheria
ENSG00000101200	ENSG00000101405	1	Eutheria
ENSG00000133460	ENSG00000251357	1	Eutheria
ENSG00000251357	ENSG00000133460	1	Eutheria
ENSG00000099974	ENSG00000099977	1	Eutheria
ENSG00000099977	ENSG00000099974	1	Eutheria
ENSG00000237375	ENSG00000107890	1	Eutheria
ENSG00000171056	ENSG00000258724	1	Eutheria
ENSG00000258724	ENSG00000171056	1	Eutheria
ENSG00000182816	ENSG00000240432	3	Eutheria
ENSG00000182816	ENSG00000186971	3	Eutheria
ENSG00000182816	ENSG00000186970	3	Eutheria
ENSG00000198390	ENSG00000240432	3	Eutheria
ENSG00000198390	ENSG00000186971	3	Eutheria
ENSG00000198390	ENSG00000186970	3	Eutheria
ENSG00000240432	ENSG00000186971	4	Eutheria
ENSG00000240432	ENSG00000198390	4	Eutheria
ENSG00000240432	ENSG00000182816	4	Eutheria
ENSG00000240432	ENSG00000186970	4	Eutheria
ENSG00000186971	ENSG00000240432	4	Eutheria
ENSG00000186971	ENSG00000198390	4	Eutheria
ENSG00000186971	ENSG00000182816	4	Eutheria
ENSG00000186971	ENSG00000186970	4	Eutheria
ENSG00000186970	ENSG00000198390	4	Eutheria
ENSG00000186970	ENSG00000240432	4	Eutheria
ENSG00000186970	ENSG00000186971	4	Eutheria
ENSG00000186970	ENSG00000182816	4	Eutheria
ENSG00000124222	ENSG00000254995	1	Eutheria
ENSG00000198223	ENSG00000185291	1	Eutheria
ENSG00000254995	ENSG00000124222	1	Eutheria
ENSG00000198062	ENSG00000107890	1	Eutheria
ENSG00000108700	ENSG00000172156	5	Eutheria
ENSG00000108700	ENSG00000181374	5	Eutheria
ENSG00000108700	ENSG00000108691	5	Eutheria
ENSG00000108700	ENSG00000108688	5	Eutheria
ENSG00000108700	ENSG00000106178	5	Eutheria
ENSG00000185291	ENSG00000198223	1	Eutheria
ENSG00000179468	ENSG00000258083	1	Eutheria
ENSG00000215568	ENSG00000033327	1	Eutheria
ENSG00000181374	ENSG00000108700	5	Eutheria
ENSG00000181374	ENSG00000172156	5	Eutheria
ENSG00000181374	ENSG00000108691	5	Eutheria
ENSG00000181374	ENSG00000108688	5	Eutheria
ENSG00000181374	ENSG00000106178	5	Eutheria
ENSG00000265590	ENSG00000159079	1	Eutheria
ENSG00000186074	ENSG00000178789	1	Eutheria
ENSG00000159079	ENSG00000265590	1	Eutheria
ENSG00000105202	ENSG00000188573	1	Eutheria
ENSG00000196600	ENSG00000184999	2	Eutheria
ENSG00000196600	ENSG00000197658	2	Eutheria
ENSG00000240403	ENSG00000104970	1	Eutheria
ENSG00000205176	ENSG00000079313	1	Eutheria
ENSG00000223524	ENSG00000079313	1	Eutheria
ENSG00000255940	ENSG00000079313	1	Eutheria
