Ensembl Gene ID,Macaca Ensembl Gene ID,Homology Type
ENSMUSG00000031304,ENSMMUG00000017795,ortholog_one2many
ENSMUSG00000095533,,
ENSMUSG00000003184,ENSMMUG00000022735,ortholog_one2one
ENSMUSG00000079029,ENSMMUG00000000193,ortholog_one2many
ENSMUSG00000037313,ENSMMUG00000011191,ortholog_one2one
ENSMUSG00000020091,ENSMMUG00000023169,ortholog_one2one
ENSMUSG00000024835,ENSMMUG00000005488,ortholog_one2one
ENSMUSG00000042604,ENSMMUG00000031030,ortholog_one2one
ENSMUSG00000073532,,
ENSMUSG00000026785,ENSMMUG00000010143,ortholog_one2one
ENSMUSG00000028971,,
ENSMUSG00000079523,ENSMMUG00000032528,ortholog_many2many
ENSMUSG00000043126,,
ENSMUSG00000027312,ENSMMUG00000022283,ortholog_one2one
ENSMUSG00000037151,ENSMMUG00000014846,ortholog_one2one
ENSMUSG00000064125,ENSMMUG00000014032,ortholog_one2one
ENSMUSG00000063656,,
ENSMUSG00000025425,ENSMMUG00000002742,ortholog_one2one
ENSMUSG00000052373,ENSMMUG00000013260,ortholog_one2one
ENSMUSG00000073705,ENSMMUG00000023030,ortholog_one2one
ENSMUSG00000096488,,
ENSMUSG00000007670,ENSMMUG00000005597,ortholog_one2one
ENSMUSG00000020090,ENSMMUG00000005367,ortholog_one2one
ENSMUSG00000026622,ENSMMUG00000005216,ortholog_one2one
ENSMUSG00000053896,,
ENSMUSG00000095195,,
ENSMUSG00000020089,ENSMMUG00000006397,ortholog_one2one
ENSMUSG00000055609,ENSMMUG00000000592,ortholog_many2many
ENSMUSG00000049686,ENSMMUG00000001306,ortholog_one2one
ENSMUSG00000094635,ENSMMUG00000002847,ortholog_one2many
ENSMUSG00000030970,ENSMMUG00000015398,ortholog_one2one
ENSMUSG00000078249,ENSMMUG00000019529,ortholog_many2many
ENSMUSG00000078249,ENSMMUG00000018099,ortholog_many2many
ENSMUSG00000093847,ENSMMUG00000000193,ortholog_one2many
ENSMUSG00000057234,ENSMMUG00000013616,ortholog_one2many
ENSMUSG00000057234,ENSMMUG00000019555,ortholog_one2many
ENSMUSG00000028958,ENSMMUG00000020466,ortholog_one2one
ENSMUSG00000069276,ENSMMUG00000000193,ortholog_one2many
ENSMUSG00000069919,ENSMMUG00000032607,ortholog_many2many
ENSMUSG00000069919,ENSMMUG00000029310,ortholog_many2many
ENSMUSG00000029219,ENSMMUG00000006703,ortholog_one2many
ENSMUSG00000025971,ENSMMUG00000023168,ortholog_one2one
ENSMUSG00000024771,ENSMMUG00000016858,ortholog_one2one
ENSMUSG00000035873,ENSMMUG00000015179,ortholog_one2one
ENSMUSG00000044086,ENSMMUG00000008628,ortholog_one2one
ENSMUSG00000072739,,
ENSMUSG00000038406,ENSMMUG00000012938,ortholog_one2one
ENSMUSG00000073063,ENSMMUG00000029309,ortholog_one2many
ENSMUSG00000020178,ENSMMUG00000000261,ortholog_one2one
ENSMUSG00000021044,ENSMMUG00000023627,ortholog_one2one
ENSMUSG00000055833,,
ENSMUSG00000022103,ENSMMUG00000023361,ortholog_one2one
ENSMUSG00000095368,,
ENSMUSG00000031103,ENSMMUG00000008785,ortholog_one2one
ENSMUSG00000028468,ENSMMUG00000016333,ortholog_one2one
ENSMUSG00000019986,ENSMMUG00000009368,ortholog_one2one
ENSMUSG00000096644,ENSMMUG00000023695,ortholog_many2many
ENSMUSG00000096644,ENSMMUG00000004562,ortholog_many2many
ENSMUSG00000096644,ENSMMUG00000032318,ortholog_many2many
ENSMUSG00000096644,ENSMMUG00000023697,ortholog_many2many
ENSMUSG00000096644,ENSMMUG00000017439,ortholog_many2many
ENSMUSG00000096644,ENSMMUG00000032316,ortholog_many2many
ENSMUSG00000096644,ENSMMUG00000032323,ortholog_many2many
ENSMUSG00000096644,ENSMMUG00000007059,ortholog_many2many
ENSMUSG00000096644,ENSMMUG00000032317,ortholog_many2many
ENSMUSG00000039952,ENSMMUG00000004683,ortholog_one2one
ENSMUSG00000035697,ENSMMUG00000015301,ortholog_one2one
ENSMUSG00000024770,ENSMMUG00000000468,ortholog_one2one
ENSMUSG00000014867,ENSMMUG00000022348,ortholog_one2one
ENSMUSG00000029477,ENSMMUG00000031505,ortholog_one2one
ENSMUSG00000062762,ENSMMUG00000010009,ortholog_one2one
ENSMUSG00000046589,ENSMMUG00000005424,ortholog_one2one
ENSMUSG00000032606,ENSMMUG00000031780,ortholog_one2one
ENSMUSG00000037434,ENSMMUG00000000868,ortholog_one2one
ENSMUSG00000027470,ENSMMUG00000000968,ortholog_one2one
ENSMUSG00000037843,ENSMMUG00000017230,ortholog_one2one
ENSMUSG00000038387,ENSMMUG00000028733,ortholog_one2one
ENSMUSG00000030976,ENSMMUG00000021270,ortholog_one2one
ENSMUSG00000022828,ENSMMUG00000001596,ortholog_one2one
ENSMUSG00000079324,,
ENSMUSG00000033416,ENSMMUG00000000263,ortholog_one2one
ENSMUSG00000030339,ENSMMUG00000020213,ortholog_one2one
ENSMUSG00000033819,ENSMMUG00000015582,ortholog_one2one
ENSMUSG00000063698,ENSMMUG00000008291,ortholog_one2one
ENSMUSG00000033253,ENSMMUG00000023674,ortholog_one2one
ENSMUSG00000056078,ENSMMUG00000000469,ortholog_one2one
ENSMUSG00000073129,,
ENSMUSG00000018830,ENSMMUG00000010367,ortholog_one2one
ENSMUSG00000032607,ENSMMUG00000005452,ortholog_one2many
ENSMUSG00000032607,ENSMMUG00000013339,ortholog_one2many
ENSMUSG00000025732,,
ENSMUSG00000049353,,
ENSMUSG00000046574,ENSMMUG00000012937,ortholog_one2one
ENSMUSG00000041733,ENSMMUG00000020601,ortholog_one2one
ENSMUSG00000022827,ENSMMUG00000001594,ortholog_one2one
ENSMUSG00000032047,ENSMMUG00000004161,ortholog_one2one
ENSMUSG00000023353,ENSMMUG00000009546,ortholog_one2one
ENSMUSG00000032818,ENSMMUG00000017246,ortholog_one2one
ENSMUSG00000025158,ENSMMUG00000012799,ortholog_one2one
ENSMUSG00000026784,ENSMMUG00000005076,ortholog_one2one
ENSMUSG00000021368,ENSMMUG00000005405,ortholog_one2one
ENSMUSG00000039461,ENSMMUG00000018019,ortholog_one2one
ENSMUSG00000036872,ENSMMUG00000002201,ortholog_one2one
ENSMUSG00000057402,ENSMMUG00000006194,ortholog_one2many
ENSMUSG00000027650,ENSMMUG00000018923,ortholog_one2one
ENSMUSG00000063632,ENSMMUG00000009344,ortholog_one2one
ENSMUSG00000025731,ENSMMUG00000021968,ortholog_one2one
ENSMUSG00000007815,ENSMMUG00000012962,ortholog_many2many
ENSMUSG00000023084,ENSMMUG00000012431,ortholog_one2one
ENSMUSG00000026637,ENSMMUG00000031427,ortholog_one2one
ENSMUSG00000009013,ENSMMUG00000001194,ortholog_one2one
ENSMUSG00000024774,ENSMMUG00000000470,ortholog_one2one
ENSMUSG00000020633,ENSMMUG00000030945,ortholog_one2many
ENSMUSG00000020633,ENSMMUG00000023273,ortholog_one2many
ENSMUSG00000051390,ENSMMUG00000003876,ortholog_one2one
ENSMUSG00000035864,ENSMMUG00000005530,ortholog_one2one
ENSMUSG00000030064,ENSMMUG00000000387,ortholog_one2one
ENSMUSG00000007837,,
ENSMUSG00000039990,ENSMMUG00000008535,ortholog_one2one
ENSMUSG00000063856,ENSMMUG00000012963,ortholog_one2one
ENSMUSG00000070733,ENSMMUG00000006706,ortholog_one2many
ENSMUSG00000070733,ENSMMUG00000006705,ortholog_one2many
ENSMUSG00000079487,ENSMMUG00000017797,ortholog_one2one
ENSMUSG00000049897,ENSMMUG00000000934,ortholog_one2one
ENSMUSG00000031555,ENSMMUG00000006033,ortholog_one2one
ENSMUSG00000042390,ENSMMUG00000002696,ortholog_one2one
ENSMUSG00000025283,ENSMMUG00000008335,ortholog_one2one
ENSMUSG00000019982,ENSMMUG00000018166,ortholog_one2one
ENSMUSG00000049625,ENSMMUG00000004769,ortholog_one2one
ENSMUSG00000037395,ENSMMUG00000020383,ortholog_one2one
ENSMUSG00000052861,ENSMMUG00000019116,ortholog_one2one
ENSMUSG00000048904,ENSMMUG00000004770,ortholog_one2one
ENSMUSG00000025427,ENSMMUG00000017243,ortholog_one2one
ENSMUSG00000032612,ENSMMUG00000000822,ortholog_one2one
ENSMUSG00000021508,ENSMMUG00000004771,ortholog_one2one
ENSMUSG00000032118,ENSMMUG00000008048,ortholog_one2one
ENSMUSG00000074885,,
ENSMUSG00000021509,ENSMMUG00000001951,ortholog_one2one
ENSMUSG00000051335,ENSMMUG00000005407,ortholog_one2one
ENSMUSG00000054434,ENSMMUG00000031504,ortholog_one2one
ENSMUSG00000027932,ENSMMUG00000019487,ortholog_one2one
ENSMUSG00000003421,ENSMMUG00000003819,ortholog_one2one
ENSMUSG00000069917,ENSMMUG00000032607,ortholog_many2many
ENSMUSG00000069917,ENSMMUG00000029310,ortholog_many2many
ENSMUSG00000020088,ENSMMUG00000006398,ortholog_one2one
ENSMUSG00000028961,ENSMMUG00000023029,ortholog_one2many
ENSMUSG00000028961,ENSMMUG00000031723,ortholog_one2many
ENSMUSG00000047466,ENSMMUG00000011473,ortholog_one2one
ENSMUSG00000027035,ENSMMUG00000014338,ortholog_one2one
ENSMUSG00000021538,ENSMMUG00000001950,ortholog_one2one
ENSMUSG00000001524,ENSMMUG00000018605,ortholog_one2one
ENSMUSG00000033487,ENSMMUG00000023756,ortholog_one2one
ENSMUSG00000032611,ENSMMUG00000008282,ortholog_one2one
ENSMUSG00000020295,ENSMMUG00000029309,ortholog_one2many
ENSMUSG00000002948,ENSMMUG00000023755,ortholog_one2one
ENSMUSG00000041840,ENSMMUG00000003124,ortholog_one2one
ENSMUSG00000006392,ENSMMUG00000023671,ortholog_one2one
ENSMUSG00000030340,ENSMMUG00000020212,ortholog_one2one
ENSMUSG00000054021,ENSMMUG00000008678,ortholog_one2one
ENSMUSG00000020636,ENSMMUG00000004632,ortholog_one2one
ENSMUSG00000029538,ENSMMUG00000016494,ortholog_one2one
ENSMUSG00000021262,ENSMMUG00000015434,ortholog_one2one
ENSMUSG00000038305,ENSMMUG00000008101,ortholog_one2one
ENSMUSG00000035509,ENSMMUG00000001948,ortholog_one2one
ENSMUSG00000079402,,
ENSMUSG00000047220,ENSMMUG00000022607,ortholog_one2one
ENSMUSG00000040711,ENSMMUG00000010102,ortholog_one2one
ENSMUSG00000090364,,
ENSMUSG00000031153,ENSMMUG00000020059,ortholog_one2one
ENSMUSG00000011486,ENSMMUG00000016526,ortholog_one2one
ENSMUSG00000096793,,
ENSMUSG00000020087,ENSMMUG00000006391,ortholog_one2one
ENSMUSG00000030981,ENSMMUG00000008537,ortholog_one2one
ENSMUSG00000050641,,
ENSMUSG00000034345,ENSMMUG00000029511,ortholog_one2one
ENSMUSG00000005994,ENSMMUG00000013288,ortholog_one2one
ENSMUSG00000019539,ENSMMUG00000009787,ortholog_one2one
ENSMUSG00000022546,ENSMMUG00000015585,ortholog_one2one
ENSMUSG00000033427,ENSMMUG00000000262,ortholog_one2one
ENSMUSG00000063200,ENSMMUG00000008681,ortholog_one2one
ENSMUSG00000032609,ENSMMUG00000002833,ortholog_one2one
ENSMUSG00000096107,,
ENSMUSG00000022199,ENSMMUG00000014748,ortholog_one2one
ENSMUSG00000025428,ENSMMUG00000003570,ortholog_one2many
ENSMUSG00000025428,ENSMMUG00000022088,ortholog_one2many
ENSMUSG00000029536,ENSMMUG00000004884,ortholog_one2one
ENSMUSG00000009566,ENSMMUG00000018506,ortholog_one2one
ENSMUSG00000027115,ENSMMUG00000013613,ortholog_one2one
ENSMUSG00000058248,ENSMMUG00000016102,ortholog_one2one
ENSMUSG00000074676,ENSMMUG00000000969,ortholog_one2one
ENSMUSG00000045826,ENSMMUG00000005486,ortholog_one2one
ENSMUSG00000006390,ENSMMUG00000003152,ortholog_one2one
ENSMUSG00000049305,ENSMMUG00000002836,ortholog_one2one
ENSMUSG00000036655,ENSMMUG00000011872,ortholog_one2one
ENSMUSG00000048706,ENSMMUG00000013290,ortholog_one2one
ENSMUSG00000003420,ENSMMUG00000012273,ortholog_one2one
ENSMUSG00000021218,ENSMMUG00000013182,ortholog_one2one
ENSMUSG00000071192,ENSMMUG00000021967,ortholog_one2one
ENSMUSG00000046329,ENSMMUG00000005598,ortholog_one2one
ENSMUSG00000061477,ENSMMUG00000011870,ortholog_one2many
ENSMUSG00000034101,ENSMMUG00000012366,ortholog_one2one
ENSMUSG00000030979,ENSMMUG00000008539,ortholog_one2one
ENSMUSG00000003429,ENSMMUG00000007549,ortholog_one2one
ENSMUSG00000022203,ENSMMUG00000014750,ortholog_one2one
ENSMUSG00000068740,ENSMMUG00000015375,ortholog_one2one
ENSMUSG00000019080,ENSMMUG00000015587,ortholog_one2one
ENSMUSG00000041354,ENSMMUG00000003872,ortholog_one2one
ENSMUSG00000015335,ENSMMUG00000010146,ortholog_one2one
ENSMUSG00000034377,ENSMMUG00000019448,ortholog_one2one
ENSMUSG00000020085,ENSMMUG00000006392,ortholog_one2one
ENSMUSG00000020630,ENSMMUG00000014475,ortholog_one2one
ENSMUSG00000022914,ENSMMUG00000008504,ortholog_one2one
ENSMUSG00000093887,,
ENSMUSG00000018425,ENSMMUG00000022042,ortholog_one2one
ENSMUSG00000006398,ENSMMUG00000003149,ortholog_one2one
ENSMUSG00000027651,ENSMMUG00000018924,ortholog_one2one
ENSMUSG00000052911,ENSMMUG00000002952,ortholog_one2one
ENSMUSG00000035934,ENSMMUG00000008053,ortholog_one2one
ENSMUSG00000096218,,
ENSMUSG00000074129,ENSMMUG00000030787,ortholog_many2many
ENSMUSG00000025156,ENSMMUG00000012800,ortholog_one2one
ENSMUSG00000024830,ENSMMUG00000005483,ortholog_one2one
ENSMUSG00000096901,,
ENSMUSG00000044279,ENSMMUG00000005599,ortholog_one2one
ENSMUSG00000017778,,
ENSMUSG00000033762,ENSMMUG00000015588,ortholog_one2one
ENSMUSG00000091756,,
ENSMUSG00000032030,ENSMMUG00000001800,ortholog_one2one
ENSMUSG00000025730,ENSMMUG00000013198,ortholog_one2one
ENSMUSG00000095686,,
ENSMUSG00000030983,ENSMMUG00000008541,ortholog_one2one
ENSMUSG00000096775,,
ENSMUSG00000024776,ENSMMUG00000009339,ortholog_one2one
ENSMUSG00000054770,ENSMMUG00000008102,ortholog_one2one
ENSMUSG00000091022,,
ENSMUSG00000037375,ENSMMUG00000016099,ortholog_one2one
ENSMUSG00000091563,,
ENSMUSG00000029535,,
ENSMUSG00000006389,ENSMMUG00000003148,ortholog_one2one
ENSMUSG00000040770,ENSMMUG00000014751,ortholog_one2one
ENSMUSG00000034488,ENSMMUG00000007661,ortholog_one2one
ENSMUSG00000040759,ENSMMUG00000014752,ortholog_one2one
ENSMUSG00000042662,ENSMMUG00000000970,ortholog_one2one
ENSMUSG00000041697,ENSMMUG00000016000,ortholog_one2many
ENSMUSG00000041697,ENSMMUG00000002837,ortholog_one2many
ENSMUSG00000052406,ENSMMUG00000000935,ortholog_one2one
ENSMUSG00000025287,ENSMMUG00000018824,ortholog_one2many
ENSMUSG00000025429,ENSMMUG00000003566,ortholog_one2one
ENSMUSG00000052738,ENSMMUG00000000908,ortholog_one2one
ENSMUSG00000044949,ENSMMUG00000003151,ortholog_one2one
ENSMUSG00000031556,ENSMMUG00000006036,ortholog_one2one
ENSMUSG00000064373,,
ENSMUSG00000022821,ENSMMUG00000001593,ortholog_one2one
ENSMUSG00000047384,,
ENSMUSG00000066392,ENSMMUG00000013842,ortholog_one2one
ENSMUSG00000060445,ENSMMUG00000016294,ortholog_one2many
ENSMUSG00000060445,ENSMMUG00000031400,ortholog_one2many
ENSMUSG00000044056,ENSMMUG00000006817,ortholog_one2one
ENSMUSG00000034738,ENSMMUG00000019968,ortholog_one2one
ENSMUSG00000029449,ENSMMUG00000012645,ortholog_one2one
ENSMUSG00000037406,ENSMMUG00000006037,ortholog_one2one
ENSMUSG00000030986,ENSMMUG00000008542,ortholog_one2one
ENSMUSG00000067724,ENSMMUG00000009551,ortholog_one2one
ENSMUSG00000091119,ENSMMUG00000030145,ortholog_one2one
ENSMUSG00000089989,ENSMMUG00000006825,ortholog_one2one
ENSMUSG00000038546,ENSMMUG00000020122,ortholog_one2one
ENSMUSG00000026039,ENSMMUG00000021930,ortholog_one2many
ENSMUSG00000035158,ENSMMUG00000002100,ortholog_one2one
ENSMUSG00000016262,ENSMMUG00000009967,ortholog_one2one
ENSMUSG00000090764,,
ENSMUSG00000020272,ENSMMUG00000006811,ortholog_one2one
ENSMUSG00000020629,ENSMMUG00000019471,ortholog_one2one
ENSMUSG00000054256,ENSMMUG00000031527,ortholog_one2one
ENSMUSG00000039840,ENSMMUG00000003562,ortholog_one2one
ENSMUSG00000038204,ENSMMUG00000006672,ortholog_one2one
ENSMUSG00000033191,ENSMMUG00000010660,ortholog_one2one
ENSMUSG00000040752,ENSMMUG00000014754,ortholog_one2one
ENSMUSG00000016200,ENSMMUG00000016349,ortholog_one2one
ENSMUSG00000027933,ENSMMUG00000019482,ortholog_one2one
ENSMUSG00000091055,ENSMMUG00000003561,ortholog_one2one
ENSMUSG00000021371,ENSMMUG00000009922,ortholog_one2one
ENSMUSG00000028435,ENSMMUG00000003314,ortholog_one2one
ENSMUSG00000055737,ENSMMUG00000001336,ortholog_one2one
ENSMUSG00000053111,ENSMMUG00000009655,ortholog_one2one
ENSMUSG00000048482,ENSMMUG00000008634,ortholog_one2one
ENSMUSG00000036932,ENSMMUG00000004954,ortholog_one2one
ENSMUSG00000038199,ENSMMUG00000006673,ortholog_one2one
ENSMUSG00000031557,ENSMMUG00000003591,ortholog_one2one
ENSMUSG00000032121,,
ENSMUSG00000002668,ENSMMUG00000005600,ortholog_one2one
ENSMUSG00000017309,ENSMMUG00000013263,ortholog_one2one
ENSMUSG00000016181,ENSMMUG00000022066,ortholog_one2one
ENSMUSG00000044164,ENSMMUG00000002501,ortholog_one2one
ENSMUSG00000033389,ENSMMUG00000022515,ortholog_one2one
ENSMUSG00000006676,ENSMMUG00000002948,ortholog_one2one
ENSMUSG00000059336,ENSMMUG00000011037,ortholog_one2one
ENSMUSG00000020271,ENSMMUG00000016008,ortholog_one2one
ENSMUSG00000063558,ENSMMUG00000021931,ortholog_one2one
ENSMUSG00000054252,ENSMMUG00000019945,ortholog_one2one
ENSMUSG00000069588,,
ENSMUSG00000020181,ENSMMUG00000021329,ortholog_one2one
ENSMUSG00000079391,,
ENSMUSG00000028073,ENSMMUG00000012429,ortholog_one2one
ENSMUSG00000007833,ENSMMUG00000022117,ortholog_one2one
ENSMUSG00000090491,,
ENSMUSG00000028536,ENSMMUG00000002647,ortholog_one2one
ENSMUSG00000026638,ENSMMUG00000022065,ortholog_one2one
ENSMUSG00000091114,,
ENSMUSG00000018427,,
ENSMUSG00000078719,ENSMMUG00000031859,ortholog_one2one
ENSMUSG00000032122,ENSMMUG00000006379,ortholog_one2one
ENSMUSG00000009555,ENSMMUG00000013195,ortholog_one2one
ENSMUSG00000029152,ENSMMUG00000014868,ortholog_one2one
ENSMUSG00000079389,,
ENSMUSG00000024997,ENSMMUG00000008294,ortholog_one2one
ENSMUSG00000050854,ENSMMUG00000012766,ortholog_one2one
ENSMUSG00000054555,ENSMMUG00000009661,ortholog_one2one
ENSMUSG00000030341,ENSMMUG00000000377,ortholog_one2one
ENSMUSG00000014852,ENSMMUG00000000937,ortholog_one2one
ENSMUSG00000079388,,
ENSMUSG00000061666,ENSMMUG00000003393,ortholog_one2one
ENSMUSG00000024552,ENSMMUG00000004010,ortholog_one2one
ENSMUSG00000022677,,
ENSMUSG00000003228,ENSMMUG00000004596,ortholog_one2one
ENSMUSG00000095056,,
ENSMUSG00000062591,ENSMMUG00000020257,ortholog_many2many
ENSMUSG00000062591,ENSMMUG00000009706,ortholog_many2many
ENSMUSG00000058835,ENSMMUG00000005078,ortholog_one2one
ENSMUSG00000074673,ENSMMUG00000000971,ortholog_one2one
ENSMUSG00000079414,,
ENSMUSG00000056197,ENSMMUG00000008715,ortholog_one2many
ENSMUSG00000029153,ENSMMUG00000014869,ortholog_one2one
ENSMUSG00000072476,ENSMMUG00000005484,ortholog_one2many
ENSMUSG00000079144,ENSMMUG00000022064,ortholog_one2one
ENSMUSG00000035783,ENSMMUG00000009341,ortholog_one2one
ENSMUSG00000090451,ENSMMUG00000001759,ortholog_one2one
ENSMUSG00000094649,ENSMMUG00000001701,ortholog_one2many
ENSMUSG00000020628,ENSMMUG00000019468,ortholog_one2one
ENSMUSG00000069475,,
ENSMUSG00000035678,ENSMMUG00000001985,ortholog_one2one
ENSMUSG00000038384,ENSMMUG00000012842,ortholog_one2many
ENSMUSG00000038384,ENSMMUG00000012647,ortholog_one2many
ENSMUSG00000075289,ENSMMUG00000005480,ortholog_one2one
ENSMUSG00000028730,ENSMMUG00000002642,ortholog_one2one
ENSMUSG00000004667,ENSMMUG00000002238,ortholog_one2many
ENSMUSG00000004667,ENSMMUG00000013927,ortholog_one2many
ENSMUSG00000025571,ENSMMUG00000011924,ortholog_one2one
ENSMUSG00000059326,,
ENSMUSG00000015396,ENSMMUG00000020289,ortholog_one2one
ENSMUSG00000022820,ENSMMUG00000001592,ortholog_one2one
ENSMUSG00000020495,ENSMMUG00000003391,ortholog_one2one
ENSMUSG00000040247,ENSMMUG00000017280,ortholog_one2one
ENSMUSG00000028469,ENSMMUG00000016334,ortholog_one2one
ENSMUSG00000057354,,
ENSMUSG00000020086,ENSMMUG00000006395,ortholog_one2one
ENSMUSG00000028402,ENSMMUG00000019388,ortholog_one2one
ENSMUSG00000095993,,
ENSMUSG00000024778,ENSMMUG00000011186,ortholog_one2one
ENSMUSG00000005233,ENSMMUG00000013827,ortholog_one2one
ENSMUSG00000024548,ENSMMUG00000004997,ortholog_one2one
ENSMUSG00000025728,ENSMMUG00000029296,ortholog_one2one
ENSMUSG00000030994,ENSMMUG00000009663,ortholog_one2one
ENSMUSG00000029154,ENSMMUG00000014714,ortholog_one2one
ENSMUSG00000029522,ENSMMUG00000031528,ortholog_one2one
ENSMUSG00000022184,ENSMMUG00000003966,ortholog_one2one
ENSMUSG00000037318,ENSMMUG00000022062,ortholog_one2one
ENSMUSG00000021613,ENSMMUG00000011517,ortholog_one2one
ENSMUSG00000056214,ENSMMUG00000013708,ortholog_one2one
ENSMUSG00000022816,ENSMMUG00000002925,ortholog_one2one
ENSMUSG00000055069,ENSMMUG00000014906,ortholog_one2one
ENSMUSG00000003423,ENSMMUG00000022116,ortholog_one2one
ENSMUSG00000096597,ENSMMUG00000030569,ortholog_one2one
ENSMUSG00000028729,ENSMMUG00000002640,ortholog_one2one
ENSMUSG00000063063,ENSMMUG00000000293,ortholog_one2one
ENSMUSG00000028256,ENSMMUG00000001380,ortholog_one2one
ENSMUSG00000033728,ENSMMUG00000015593,ortholog_one2one
ENSMUSG00000020493,ENSMMUG00000003390,ortholog_one2one
ENSMUSG00000037820,ENSMMUG00000018925,ortholog_one2one
ENSMUSG00000053950,ENSMMUG00000013710,ortholog_one2one
ENSMUSG00000042195,ENSMMUG00000010358,ortholog_one2one
ENSMUSG00000064294,,
ENSMUSG00000027931,ENSMMUG00000008153,ortholog_one2one
ENSMUSG00000028953,ENSMMUG00000006679,ortholog_one2one
ENSMUSG00000050370,ENSMMUG00000030520,ortholog_one2one
ENSMUSG00000029524,ENSMMUG00000031316,ortholog_one2one
ENSMUSG00000019489,ENSMMUG00000011042,ortholog_one2one
ENSMUSG00000042045,,
ENSMUSG00000024570,ENSMMUG00000014855,ortholog_one2one
ENSMUSG00000005824,ENSMMUG00000008692,ortholog_one2one
ENSMUSG00000028430,ENSMMUG00000000389,ortholog_one2one
ENSMUSG00000021539,ENSMMUG00000001947,ortholog_one2one
ENSMUSG00000024781,ENSMMUG00000022551,ortholog_one2one
ENSMUSG00000032604,ENSMMUG00000002943,ortholog_one2one
ENSMUSG00000079110,ENSMMUG00000001534,ortholog_one2one
ENSMUSG00000038167,ENSMMUG00000000375,ortholog_one2one
ENSMUSG00000033470,ENSMMUG00000030742,ortholog_one2one
ENSMUSG00000058325,ENSMMUG00000018547,ortholog_one2one
ENSMUSG00000091418,,
ENSMUSG00000036613,ENSMMUG00000032058,ortholog_one2one
ENSMUSG00000043698,,
ENSMUSG00000070570,ENSMMUG00000014800,ortholog_one2one
ENSMUSG00000024571,ENSMMUG00000021988,ortholog_one2many
ENSMUSG00000023088,ENSMMUG00000029223,ortholog_one2many
ENSMUSG00000023088,ENSMMUG00000005914,ortholog_one2many
ENSMUSG00000043383,ENSMMUG00000002635,ortholog_one2one
ENSMUSG00000045932,ENSMMUG00000004185,ortholog_one2one
ENSMUSG00000079386,,
ENSMUSG00000035493,ENSMMUG00000000332,ortholog_one2one
ENSMUSG00000046790,ENSMMUG00000029872,ortholog_one2one
ENSMUSG00000034303,ENSMMUG00000006375,ortholog_one2one
ENSMUSG00000095276,ENSMMUG00000014799,ortholog_one2one
ENSMUSG00000070821,,
ENSMUSG00000020185,ENSMMUG00000022846,ortholog_one2one
ENSMUSG00000029445,ENSMMUG00000016454,ortholog_one2one
ENSMUSG00000025289,ENSMMUG00000021366,ortholog_one2one
ENSMUSG00000038300,ENSMMUG00000014797,ortholog_one2one
ENSMUSG00000021263,ENSMMUG00000015437,ortholog_one2one
ENSMUSG00000027162,ENSMMUG00000023119,ortholog_one2one
ENSMUSG00000070820,ENSMMUG00000002633,ortholog_one2one
ENSMUSG00000034158,ENSMMUG00000000075,ortholog_one2one
ENSMUSG00000057130,ENSMMUG00000001613,ortholog_one2one
ENSMUSG00000095218,,
ENSMUSG00000031302,ENSMMUG00000017800,ortholog_one2one
ENSMUSG00000038518,ENSMMUG00000015362,ortholog_one2one
ENSMUSG00000038292,ENSMMUG00000014795,ortholog_one2one
ENSMUSG00000061075,,
ENSMUSG00000024164,ENSMMUG00000008693,ortholog_one2many
ENSMUSG00000024164,ENSMMUG00000028911,ortholog_one2many
ENSMUSG00000027316,ENSMMUG00000006483,ortholog_one2one
ENSMUSG00000074896,ENSMMUG00000005001,ortholog_one2many
ENSMUSG00000078963,,
ENSMUSG00000031104,ENSMMUG00000004960,ortholog_one2one
ENSMUSG00000021264,ENSMMUG00000029197,ortholog_one2one
ENSMUSG00000066061,,
ENSMUSG00000027606,ENSMMUG00000021585,ortholog_one2one
ENSMUSG00000016194,ENSMMUG00000001014,ortholog_one2one
ENSMUSG00000073770,,
ENSMUSG00000079339,ENSMMUG00000008524,ortholog_one2many
ENSMUSG00000091148,,
ENSMUSG00000041935,ENSMMUG00000003968,ortholog_one2one
ENSMUSG00000073769,,
ENSMUSG00000039629,ENSMMUG00000019359,ortholog_one2one
ENSMUSG00000020548,,
ENSMUSG00000090472,,
ENSMUSG00000073768,,
ENSMUSG00000017314,ENSMMUG00000032617,ortholog_one2one
ENSMUSG00000020492,ENSMMUG00000011445,ortholog_one2one
ENSMUSG00000030792,ENSMMUG00000014794,ortholog_one2one
ENSMUSG00000096705,,
ENSMUSG00000046961,ENSMMUG00000001981,ortholog_one2one
ENSMUSG00000059830,ENSMMUG00000016557,ortholog_one2many
ENSMUSG00000096368,,
ENSMUSG00000029528,,
ENSMUSG00000030342,ENSMMUG00000004470,ortholog_one2one
ENSMUSG00000062488,ENSMMUG00000005001,ortholog_one2many
ENSMUSG00000024903,,
ENSMUSG00000034006,ENSMMUG00000001612,ortholog_one2one
ENSMUSG00000019977,ENSMMUG00000004802,ortholog_one2one
ENSMUSG00000009633,,
ENSMUSG00000097477,,
ENSMUSG00000041986,ENSMMUG00000005440,ortholog_one2one
ENSMUSG00000065954,ENSMMUG00000010152,ortholog_one2one
ENSMUSG00000040385,ENSMMUG00000017278,ortholog_one2one
ENSMUSG00000050199,ENSMMUG00000023491,ortholog_one2one
