Ensembl Gene ID,Platypus Ensembl Gene ID,Homology Type
ENSMUSG00000063929,ENSOANG00000002637,ortholog_many2many
ENSMUSG00000063929,ENSOANG00000002639,ortholog_many2many
ENSMUSG00000046041,ENSOANG00000020573,ortholog_many2many
ENSMUSG00000046041,ENSOANG00000019783,ortholog_many2many
ENSMUSG00000046041,ENSOANG00000011154,ortholog_many2many
ENSMUSG00000046041,ENSOANG00000012007,ortholog_many2many
ENSMUSG00000046041,ENSOANG00000020574,ortholog_many2many
ENSMUSG00000046041,ENSOANG00000000605,ortholog_many2many
ENSMUSG00000046041,ENSOANG00000008321,ortholog_many2many
ENSMUSG00000046041,ENSOANG00000011379,ortholog_many2many
ENSMUSG00000046041,ENSOANG00000003652,ortholog_many2many
ENSMUSG00000075470,ENSOANG00000004881,ortholog_one2one
ENSMUSG00000095401,,
ENSMUSG00000055818,,
ENSMUSG00000044997,,
ENSMUSG00000040651,ENSOANG00000002750,ortholog_one2one
ENSMUSG00000036463,ENSOANG00000013807,ortholog_one2one
ENSMUSG00000042298,ENSOANG00000012683,ortholog_one2one
ENSMUSG00000096858,,
ENSMUSG00000030811,ENSOANG00000032257,ortholog_one2one
ENSMUSG00000071065,,
ENSMUSG00000030120,ENSOANG00000003857,ortholog_one2one
ENSMUSG00000021217,ENSOANG00000002785,ortholog_one2one
ENSMUSG00000050478,,
ENSMUSG00000036822,ENSOANG00000006773,ortholog_one2one
ENSMUSG00000049894,ENSOANG00000020573,ortholog_many2many
ENSMUSG00000049894,ENSOANG00000019783,ortholog_many2many
ENSMUSG00000049894,ENSOANG00000011154,ortholog_many2many
ENSMUSG00000049894,ENSOANG00000012007,ortholog_many2many
ENSMUSG00000049894,ENSOANG00000020574,ortholog_many2many
ENSMUSG00000049894,ENSOANG00000000605,ortholog_many2many
ENSMUSG00000049894,ENSOANG00000008321,ortholog_many2many
ENSMUSG00000049894,ENSOANG00000011379,ortholog_many2many
ENSMUSG00000049894,ENSOANG00000003652,ortholog_many2many
ENSMUSG00000057421,ENSOANG00000003054,ortholog_one2one
ENSMUSG00000059208,ENSOANG00000010259,ortholog_one2many
ENSMUSG00000059208,ENSOANG00000005883,ortholog_one2many
ENSMUSG00000041341,ENSOANG00000006589,ortholog_one2one
ENSMUSG00000050251,ENSOANG00000020573,ortholog_many2many
ENSMUSG00000050251,ENSOANG00000019783,ortholog_many2many
ENSMUSG00000050251,ENSOANG00000011154,ortholog_many2many
ENSMUSG00000050251,ENSOANG00000012007,ortholog_many2many
ENSMUSG00000050251,ENSOANG00000020574,ortholog_many2many
ENSMUSG00000050251,ENSOANG00000000605,ortholog_many2many
ENSMUSG00000050251,ENSOANG00000008321,ortholog_many2many
ENSMUSG00000050251,ENSOANG00000011379,ortholog_many2many
ENSMUSG00000050251,ENSOANG00000003652,ortholog_many2many
ENSMUSG00000019854,ENSOANG00000014806,ortholog_one2many
ENSMUSG00000019854,ENSOANG00000020044,ortholog_one2many
ENSMUSG00000043964,ENSOANG00000012993,ortholog_one2one
ENSMUSG00000052560,ENSOANG00000002877,ortholog_one2one
ENSMUSG00000069421,,
ENSMUSG00000024622,ENSOANG00000002292,ortholog_one2one
ENSMUSG00000028713,ENSOANG00000012347,ortholog_one2one
ENSMUSG00000063173,,
ENSMUSG00000014599,ENSOANG00000006943,ortholog_one2one
ENSMUSG00000020458,ENSOANG00000011191,ortholog_one2one
ENSMUSG00000049052,,
ENSMUSG00000039542,ENSOANG00000012271,ortholog_one2many
ENSMUSG00000039542,ENSOANG00000009247,ortholog_one2many
ENSMUSG00000052818,ENSOANG00000020573,ortholog_many2many
ENSMUSG00000052818,ENSOANG00000019783,ortholog_many2many
ENSMUSG00000052818,ENSOANG00000011154,ortholog_many2many
ENSMUSG00000052818,ENSOANG00000012007,ortholog_many2many
ENSMUSG00000052818,ENSOANG00000020574,ortholog_many2many
ENSMUSG00000052818,ENSOANG00000000605,ortholog_many2many
ENSMUSG00000052818,ENSOANG00000008321,ortholog_many2many
ENSMUSG00000052818,ENSOANG00000011379,ortholog_many2many
ENSMUSG00000052818,ENSOANG00000003652,ortholog_many2many
ENSMUSG00000034083,ENSOANG00000010884,ortholog_one2one
ENSMUSG00000021428,ENSOANG00000012553,ortholog_one2one
ENSMUSG00000020802,ENSOANG00000011564,ortholog_one2one
ENSMUSG00000059134,,
ENSMUSG00000026514,ENSOANG00000001460,ortholog_one2one
ENSMUSG00000061961,,
ENSMUSG00000040620,ENSOANG00000000524,ortholog_one2many
ENSMUSG00000040620,ENSOANG00000002808,ortholog_one2many
ENSMUSG00000027947,,
ENSMUSG00000063715,,
ENSMUSG00000027184,ENSOANG00000007402,ortholog_one2one
ENSMUSG00000058071,,
ENSMUSG00000034320,ENSOANG00000009366,ortholog_one2one
ENSMUSG00000094295,,
ENSMUSG00000022900,ENSOANG00000014217,ortholog_one2one
ENSMUSG00000095608,,
ENSMUSG00000021590,,
ENSMUSG00000094632,,
ENSMUSG00000022484,ENSOANG00000013041,ortholog_one2one
ENSMUSG00000019214,ENSOANG00000003634,ortholog_one2many
ENSMUSG00000019214,ENSOANG00000000464,ortholog_one2many
ENSMUSG00000042010,ENSOANG00000008805,ortholog_one2one
ENSMUSG00000048745,ENSOANG00000020636,ortholog_one2many
ENSMUSG00000048745,ENSOANG00000011876,ortholog_one2many
ENSMUSG00000048745,ENSOANG00000008662,ortholog_one2many
ENSMUSG00000048745,ENSOANG00000022475,ortholog_one2many
ENSMUSG00000048745,ENSOANG00000020998,ortholog_one2many
ENSMUSG00000043456,ENSOANG00000002991,ortholog_one2one
ENSMUSG00000053560,ENSOANG00000012286,ortholog_one2one
ENSMUSG00000042308,ENSOANG00000013155,ortholog_one2one
ENSMUSG00000044897,,
ENSMUSG00000074591,ENSOANG00000008448,ortholog_one2one
ENSMUSG00000038569,ENSOANG00000030808,ortholog_one2many
ENSMUSG00000038569,ENSOANG00000020233,ortholog_one2many
ENSMUSG00000050211,ENSOANG00000030065,ortholog_one2many
ENSMUSG00000050211,ENSOANG00000000252,ortholog_one2many
ENSMUSG00000058251,,
ENSMUSG00000001910,ENSOANG00000006845,ortholog_one2one
ENSMUSG00000043190,ENSOANG00000009206,ortholog_one2one
ENSMUSG00000097239,,
ENSMUSG00000037095,,
ENSMUSG00000050625,ENSOANG00000005686,ortholog_one2many
ENSMUSG00000096747,,
ENSMUSG00000025132,,
ENSMUSG00000024575,ENSOANG00000009367,ortholog_one2one
ENSMUSG00000095804,,
ENSMUSG00000058084,ENSOANG00000015969,ortholog_one2many
ENSMUSG00000059862,ENSOANG00000015969,ortholog_one2many
ENSMUSG00000068079,,
ENSMUSG00000045559,ENSOANG00000015969,ortholog_one2many
ENSMUSG00000036503,ENSOANG00000005188,ortholog_one2one
ENSMUSG00000047369,ENSOANG00000005995,ortholog_one2many
ENSMUSG00000047369,ENSOANG00000031796,ortholog_one2many
ENSMUSG00000047369,ENSOANG00000014902,ortholog_one2many
ENSMUSG00000047369,ENSOANG00000030455,ortholog_one2many
ENSMUSG00000047369,ENSOANG00000029069,ortholog_one2many
ENSMUSG00000047369,ENSOANG00000022679,ortholog_one2many
ENSMUSG00000047369,ENSOANG00000022559,ortholog_one2many
ENSMUSG00000047369,ENSOANG00000031391,ortholog_one2many
ENSMUSG00000047369,ENSOANG00000003329,ortholog_one2many
ENSMUSG00000047369,ENSOANG00000031333,ortholog_one2many
ENSMUSG00000001227,ENSOANG00000020945,ortholog_one2many
ENSMUSG00000001227,ENSOANG00000031898,ortholog_one2many
ENSMUSG00000048015,ENSOANG00000011626,ortholog_one2one
ENSMUSG00000018648,ENSOANG00000007135,ortholog_one2one
ENSMUSG00000026734,ENSOANG00000005692,ortholog_one2one
ENSMUSG00000091957,ENSOANG00000001894,ortholog_one2many
ENSMUSG00000034833,ENSOANG00000012177,ortholog_one2one
ENSMUSG00000030421,ENSOANG00000002990,ortholog_one2one
ENSMUSG00000022485,,
ENSMUSG00000028986,ENSOANG00000014207,ortholog_one2one
ENSMUSG00000044469,ENSOANG00000007043,ortholog_one2one
ENSMUSG00000025995,ENSOANG00000009607,ortholog_one2many
ENSMUSG00000025995,ENSOANG00000019855,ortholog_one2many
ENSMUSG00000020732,ENSOANG00000012583,ortholog_one2one
ENSMUSG00000072235,ENSOANG00000028378,ortholog_one2one
ENSMUSG00000036139,,
ENSMUSG00000022553,ENSOANG00000014615,ortholog_one2one
ENSMUSG00000079564,,
ENSMUSG00000034210,ENSOANG00000030554,ortholog_one2one
ENSMUSG00000070601,,
ENSMUSG00000058443,ENSOANG00000011015,ortholog_one2many
ENSMUSG00000004880,ENSOANG00000001469,ortholog_one2one
ENSMUSG00000033871,ENSOANG00000009368,ortholog_one2one
ENSMUSG00000026888,ENSOANG00000006202,ortholog_one2one
ENSMUSG00000025134,,
ENSMUSG00000032068,,
ENSMUSG00000092048,,
ENSMUSG00000069114,ENSOANG00000028288,ortholog_one2one
ENSMUSG00000034063,ENSOANG00000031502,ortholog_one2many
ENSMUSG00000034063,ENSOANG00000031045,ortholog_one2many
ENSMUSG00000034063,ENSOANG00000030722,ortholog_one2many
ENSMUSG00000032067,ENSOANG00000000412,ortholog_one2one
ENSMUSG00000018651,ENSOANG00000011505,ortholog_one2one
ENSMUSG00000074698,ENSOANG00000001078,ortholog_one2one
ENSMUSG00000092162,,
ENSMUSG00000001657,ENSOANG00000014218,ortholog_one2one
ENSMUSG00000042289,ENSOANG00000009385,ortholog_one2one
ENSMUSG00000045094,ENSOANG00000020102,ortholog_one2one
ENSMUSG00000034126,ENSOANG00000010598,ortholog_one2one
ENSMUSG00000002068,ENSOANG00000014148,ortholog_one2one
ENSMUSG00000040209,ENSOANG00000006669,ortholog_one2one
ENSMUSG00000031990,ENSOANG00000020973,ortholog_one2one
ENSMUSG00000025257,ENSOANG00000009213,ortholog_one2one
ENSMUSG00000029910,ENSOANG00000030488,ortholog_one2many
ENSMUSG00000029910,ENSOANG00000006195,ortholog_one2many
ENSMUSG00000001661,ENSOANG00000004428,ortholog_one2one
ENSMUSG00000027634,,
ENSMUSG00000030127,ENSOANG00000003858,ortholog_one2one
ENSMUSG00000091511,,
ENSMUSG00000046753,ENSOANG00000003029,ortholog_one2one
ENSMUSG00000028229,ENSOANG00000002040,ortholog_one2one
ENSMUSG00000032066,ENSOANG00000008120,ortholog_one2many
ENSMUSG00000032066,ENSOANG00000022379,ortholog_one2many
ENSMUSG00000047719,ENSOANG00000008976,ortholog_one2one
ENSMUSG00000096486,ENSOANG00000005342,ortholog_one2many
ENSMUSG00000094249,ENSOANG00000014755,ortholog_one2one
ENSMUSG00000036478,,
ENSMUSG00000022899,ENSOANG00000031586,ortholog_many2many
ENSMUSG00000044556,,
ENSMUSG00000044715,ENSOANG00000006588,ortholog_one2one
ENSMUSG00000060671,ENSOANG00000030233,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000011781,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000002140,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000003995,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000007009,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000005737,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000008740,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000013640,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000022197,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000008370,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000015245,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000008845,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000006494,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000010153,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000014331,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000008641,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000014616,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000002810,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000015597,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000002086,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000020924,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000006635,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000012727,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000003332,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000021889,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000008980,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000004233,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000013599,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000021912,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000012465,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000021437,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000004750,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000013609,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000003580,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000000435,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000003548,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000012324,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000005201,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000003703,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000011734,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000022333,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000012693,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000004794,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000021879,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000001019,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000002029,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000013106,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000006245,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000005645,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000009224,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000002811,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000008371,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000010011,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000002824,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000013870,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000020077,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000001242,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000004539,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000006714,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000008133,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000008363,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000021441,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000008564,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000003697,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000004995,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000012636,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000004280,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000003558,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000020283,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000013470,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000008255,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000008404,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000012508,ortholog_many2many
ENSMUSG00000062905,ENSOANG00000013337,ortholog_many2many
ENSMUSG00000054889,ENSOANG00000007176,ortholog_one2one
ENSMUSG00000091768,,
ENSMUSG00000040264,ENSOANG00000012448,ortholog_many2many
ENSMUSG00000098549,,
ENSMUSG00000019929,ENSOANG00000006630,ortholog_one2one
ENSMUSG00000075528,ENSOANG00000013149,ortholog_one2one
ENSMUSG00000059375,ENSOANG00000011781,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000002140,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000003995,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000007009,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000005737,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000008740,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000013640,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000022197,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000008370,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000015245,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000008845,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000006494,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000010153,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000014331,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000008641,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000014616,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000002810,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000015597,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000002086,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000020924,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000006635,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000012727,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000003332,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000021889,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000008980,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000004233,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000013599,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000021912,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000012465,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000021437,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000004750,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000013609,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000003580,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000000435,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000003548,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000012324,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000005201,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000003703,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000011734,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000022333,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000012693,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000004794,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000021879,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000001019,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000002029,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000013106,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000006245,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000005645,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000009224,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000002811,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000008371,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000010011,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000002824,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000013870,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000020077,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000001242,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000004539,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000006714,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000008133,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000008363,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000021441,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000008564,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000003697,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000004995,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000012636,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000004280,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000003558,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000020283,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000013470,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000008255,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000008404,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000012508,ortholog_many2many
ENSMUSG00000059375,ENSOANG00000013337,ortholog_many2many
ENSMUSG00000059060,,
ENSMUSG00000027508,ENSOANG00000014237,ortholog_one2one
ENSMUSG00000034275,ENSOANG00000005978,ortholog_one2one
ENSMUSG00000091012,ENSOANG00000011781,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000002140,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000003995,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000007009,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000005737,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000008740,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000013640,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000022197,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000008370,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000015245,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000008845,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000006494,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000010153,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000014331,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000008641,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000014616,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000002810,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000015597,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000002086,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000020924,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000006635,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000012727,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000003332,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000021889,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000008980,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000004233,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000013599,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000021912,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000012465,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000021437,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000004750,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000013609,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000003580,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000000435,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000003548,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000012324,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000005201,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000003703,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000011734,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000022333,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000012693,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000004794,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000021879,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000001019,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000002029,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000013106,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000006245,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000005645,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000009224,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000002811,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000008371,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000010011,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000002824,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000013870,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000020077,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000001242,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000004539,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000006714,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000008133,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000008363,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000021441,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000008564,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000003697,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000004995,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000012636,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000004280,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000003558,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000020283,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000013470,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000008255,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000008404,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000012508,ortholog_many2many
ENSMUSG00000091012,ENSOANG00000013337,ortholog_many2many
ENSMUSG00000036446,ENSOANG00000006631,ortholog_one2one
ENSMUSG00000060699,ENSOANG00000011781,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000002140,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000003995,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000007009,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000005737,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000008740,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000013640,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000022197,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000008370,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000015245,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000008845,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000006494,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000010153,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000014331,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000008641,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000014616,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000002810,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000015597,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000002086,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000020924,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000006635,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000012727,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000003332,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000021889,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000008980,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000004233,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000013599,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000021912,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000012465,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000021437,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000004750,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000013609,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000003580,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000000435,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000003548,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000012324,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000005201,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000003703,ortholog_many2many
ENSMUSG00000060699,ENSOANG00000011734,ortholog_many2many
