Ensembl Gene ID,Hum Ensembl Gene ID,Homology Type
ENSMUSG00000044176,,
ENSMUSG00000001911,ENSG00000008441,ortholog_one2one
ENSMUSG00000092225,,
ENSMUSG00000044633,,
ENSMUSG00000090665,,
ENSMUSG00000090751,,
ENSMUSG00000001076,ENSG00000186897,ortholog_one2one
ENSMUSG00000046934,ENSG00000062485,ortholog_one2many
ENSMUSG00000079557,ENSG00000099785,ortholog_one2one
ENSMUSG00000060201,ENSG00000145879,ortholog_one2one
ENSMUSG00000073551,ENSG00000214510,ortholog_one2one
ENSMUSG00000027411,ENSG00000215305,ortholog_one2one
ENSMUSG00000091744,,
ENSMUSG00000043429,ENSG00000178395,ortholog_one2one
ENSMUSG00000031286,,
ENSMUSG00000091528,,
ENSMUSG00000046971,ENSG00000168907,ortholog_one2one
ENSMUSG00000041789,,
ENSMUSG00000029465,ENSG00000111229,ortholog_one2one
ENSMUSG00000028702,ENSG00000085999,ortholog_one2one
ENSMUSG00000027810,ENSG00000144895,ortholog_one2one
ENSMUSG00000019966,ENSG00000049130,ortholog_one2one
ENSMUSG00000027180,ENSG00000110429,ortholog_one2one
ENSMUSG00000071952,,
ENSMUSG00000045098,ENSG00000110066,ortholog_one2one
ENSMUSG00000064194,,
ENSMUSG00000010054,ENSG00000114383,ortholog_one2one
ENSMUSG00000020806,ENSG00000129667,ortholog_one2one
ENSMUSG00000071847,ENSG00000154856,ortholog_one2one
ENSMUSG00000044034,ENSG00000183979,ortholog_one2one
ENSMUSG00000074887,,
ENSMUSG00000063254,,
ENSMUSG00000019579,ENSG00000074842,ortholog_one2one
ENSMUSG00000031209,ENSG00000089472,ortholog_one2one
ENSMUSG00000051675,ENSG00000119401,ortholog_one2one
ENSMUSG00000030793,ENSG00000103490,ortholog_one2one
ENSMUSG00000022629,ENSG00000139116,ortholog_one2one
ENSMUSG00000028270,ENSG00000162645,ortholog_one2many
ENSMUSG00000010047,ENSG00000068001,ortholog_one2one
ENSMUSG00000038576,ENSG00000143502,ortholog_one2one
ENSMUSG00000031996,ENSG00000084234,ortholog_one2one
ENSMUSG00000024581,ENSG00000134265,ortholog_one2one
ENSMUSG00000018501,ENSG00000141027,ortholog_one2one
ENSMUSG00000042828,ENSG00000177238,ortholog_one2one
ENSMUSG00000025137,ENSG00000185813,ortholog_one2one
ENSMUSG00000027639,ENSG00000101347,ortholog_one2one
ENSMUSG00000012640,,
ENSMUSG00000001229,ENSG00000142002,ortholog_one2one
ENSMUSG00000034041,ENSG00000104903,ortholog_one2one
ENSMUSG00000027466,ENSG00000125826,ortholog_one2one
ENSMUSG00000074203,,
ENSMUSG00000053226,ENSG00000179284,ortholog_one2one
ENSMUSG00000033751,ENSG00000179271,ortholog_one2one
ENSMUSG00000038009,ENSG00000178401,ortholog_one2one
ENSMUSG00000004035,ENSG00000134201,ortholog_many2many
ENSMUSG00000004035,ENSG00000134184,ortholog_many2many
ENSMUSG00000004035,ENSG00000168765,ortholog_many2many
ENSMUSG00000004035,ENSG00000213366,ortholog_many2many
ENSMUSG00000021991,ENSG00000157445,ortholog_one2one
ENSMUSG00000010051,ENSG00000114378,ortholog_one2one
ENSMUSG00000062352,ENSG00000119185,ortholog_one2one
ENSMUSG00000026999,ENSG00000163002,ortholog_one2many
ENSMUSG00000079164,ENSG00000187554,ortholog_one2one
ENSMUSG00000043683,ENSG00000141965,ortholog_one2many
ENSMUSG00000027533,ENSG00000164687,ortholog_one2one
ENSMUSG00000014551,ENSG00000131368,ortholog_one2one
ENSMUSG00000039013,ENSG00000105492,ortholog_many2many
ENSMUSG00000051934,ENSG00000123352,ortholog_one2one
ENSMUSG00000047123,ENSG00000127666,ortholog_one2one
ENSMUSG00000003813,ENSG00000179262,ortholog_one2one
ENSMUSG00000049230,ENSG00000104177,ortholog_one2many
ENSMUSG00000024197,ENSG00000105355,ortholog_one2one
ENSMUSG00000052468,ENSG00000147588,ortholog_one2one
ENSMUSG00000014550,ENSG00000131381,ortholog_one2one
ENSMUSG00000027528,ENSG00000205186,ortholog_one2one
ENSMUSG00000034111,ENSG00000100580,ortholog_one2one
ENSMUSG00000073380,ENSG00000205784,ortholog_one2one
ENSMUSG00000010358,ENSG00000068079,ortholog_one2one
ENSMUSG00000062515,ENSG00000170323,ortholog_one2one
ENSMUSG00000005846,ENSG00000171490,ortholog_one2one
ENSMUSG00000046434,ENSG00000135486,ortholog_one2one
ENSMUSG00000045776,ENSG00000144771,ortholog_one2one
ENSMUSG00000005696,ENSG00000183918,ortholog_one2one
ENSMUSG00000073028,,
ENSMUSG00000018698,ENSG00000132130,ortholog_one2one
ENSMUSG00000076548,,
ENSMUSG00000042682,ENSG00000113811,ortholog_one2one
ENSMUSG00000002280,ENSG00000103245,ortholog_one2one
ENSMUSG00000027530,ENSG00000197416,ortholog_one2one
ENSMUSG00000030468,ENSG00000142512,ortholog_one2many
ENSMUSG00000030468,ENSG00000161640,ortholog_one2many
ENSMUSG00000079334,ENSG00000243477,ortholog_one2one
ENSMUSG00000039985,ENSG00000139146,ortholog_one2one
ENSMUSG00000034993,ENSG00000108828,ortholog_one2one
ENSMUSG00000032705,ENSG00000081177,ortholog_one2one
ENSMUSG00000094262,,
ENSMUSG00000039005,ENSG00000136869,ortholog_one2one
ENSMUSG00000061171,ENSG00000169507,ortholog_one2one
ENSMUSG00000036983,ENSG00000029639,ortholog_one2one
ENSMUSG00000030768,ENSG00000154309,ortholog_one2one
ENSMUSG00000018405,ENSG00000129282,ortholog_one2one
ENSMUSG00000039205,ENSG00000148337,ortholog_one2one
ENSMUSG00000071392,ENSG00000203734,ortholog_one2one
ENSMUSG00000015971,ENSG00000113812,ortholog_one2one
ENSMUSG00000041482,ENSG00000154864,ortholog_one2one
ENSMUSG00000028410,ENSG00000086061,ortholog_one2one
ENSMUSG00000091530,ENSG00000171217,ortholog_one2one
ENSMUSG00000028700,ENSG00000085998,ortholog_one2one
ENSMUSG00000079542,,
ENSMUSG00000097437,ENSG00000262874,ortholog_one2many
ENSMUSG00000003814,ENSG00000179218,ortholog_one2one
ENSMUSG00000029577,ENSG00000151148,ortholog_one2one
ENSMUSG00000021130,ENSG00000100626,ortholog_one2one
ENSMUSG00000034449,ENSG00000108272,ortholog_one2one
ENSMUSG00000093639,ENSG00000262874,ortholog_one2many
ENSMUSG00000094319,,
ENSMUSG00000022091,ENSG00000120896,ortholog_one2one
ENSMUSG00000062203,ENSG00000103342,ortholog_one2one
ENSMUSG00000018442,ENSG00000072849,ortholog_one2one
ENSMUSG00000014932,ENSG00000176105,ortholog_one2one
ENSMUSG00000054309,ENSG00000119203,ortholog_one2one
ENSMUSG00000004613,ENSG00000105370,ortholog_one2one
ENSMUSG00000059554,ENSG00000024862,ortholog_one2one
ENSMUSG00000023802,ENSG00000074771,ortholog_one2one
ENSMUSG00000022174,ENSG00000129562,ortholog_one2one
ENSMUSG00000046836,ENSG00000162819,ortholog_one2one
ENSMUSG00000028464,ENSG00000198467,ortholog_one2one
ENSMUSG00000040213,ENSG00000137944,ortholog_one2one
ENSMUSG00000004612,ENSG00000105374,ortholog_one2one
ENSMUSG00000020733,ENSG00000109062,ortholog_one2one
ENSMUSG00000068762,ENSG00000134201,ortholog_many2many
ENSMUSG00000068762,ENSG00000134184,ortholog_many2many
ENSMUSG00000068762,ENSG00000168765,ortholog_many2many
ENSMUSG00000068762,ENSG00000213366,ortholog_many2many
ENSMUSG00000038973,ENSG00000160318,ortholog_one2one
ENSMUSG00000028351,ENSG00000078725,ortholog_one2one
ENSMUSG00000040997,ENSG00000100439,ortholog_one2one
ENSMUSG00000005892,ENSG00000170893,ortholog_one2one
ENSMUSG00000004610,ENSG00000105379,ortholog_one2one
ENSMUSG00000090812,ENSG00000100583,ortholog_one2one
ENSMUSG00000036091,ENSG00000186792,ortholog_one2one
ENSMUSG00000027531,ENSG00000133731,ortholog_one2one
ENSMUSG00000048153,,
ENSMUSG00000073231,,
ENSMUSG00000032064,ENSG00000150764,ortholog_one2one
ENSMUSG00000001228,,
ENSMUSG00000000959,ENSG00000155463,ortholog_one2one
ENSMUSG00000024397,ENSG00000204472,ortholog_one2one
ENSMUSG00000078157,ENSG00000141965,ortholog_one2many
ENSMUSG00000026921,ENSG00000172889,ortholog_one2one
ENSMUSG00000021131,ENSG00000100632,ortholog_one2one
ENSMUSG00000072919,ENSG00000165555,ortholog_one2one
ENSMUSG00000028978,ENSG00000164867,ortholog_one2one
ENSMUSG00000070604,ENSG00000186806,ortholog_one2one
ENSMUSG00000024583,ENSG00000091164,ortholog_one2one
ENSMUSG00000042901,ENSG00000186063,ortholog_one2one
ENSMUSG00000093795,ENSG00000183684,ortholog_one2many
ENSMUSG00000046324,ENSG00000099219,ortholog_one2one
ENSMUSG00000013367,ENSG00000142549,ortholog_one2one
ENSMUSG00000094314,ENSG00000183684,ortholog_one2many
ENSMUSG00000030020,ENSG00000163637,ortholog_one2one
ENSMUSG00000003808,ENSG00000179115,ortholog_one2one
ENSMUSG00000070866,ENSG00000170396,ortholog_one2one
ENSMUSG00000091101,ENSG00000183684,ortholog_one2many
ENSMUSG00000010048,ENSG00000214706,ortholog_one2one
ENSMUSG00000094228,ENSG00000183684,ortholog_one2many
ENSMUSG00000071252,ENSG00000185261,ortholog_one2one
ENSMUSG00000095161,ENSG00000183684,ortholog_one2many
ENSMUSG00000041115,ENSG00000124313,ortholog_one2one
ENSMUSG00000028701,ENSG00000171357,ortholog_one2one
ENSMUSG00000040560,ENSG00000091157,ortholog_one2one
ENSMUSG00000096744,ENSG00000183684,ortholog_one2many
ENSMUSG00000015542,ENSG00000109065,ortholog_one2one
ENSMUSG00000058794,ENSG00000123405,ortholog_one2one
ENSMUSG00000095673,ENSG00000183684,ortholog_one2many
ENSMUSG00000021038,ENSG00000151445,ortholog_one2one
ENSMUSG00000018417,ENSG00000128641,ortholog_one2one
ENSMUSG00000022092,ENSG00000120910,ortholog_one2one
ENSMUSG00000096640,ENSG00000183684,ortholog_one2many
ENSMUSG00000039835,ENSG00000135540,ortholog_one2one
ENSMUSG00000090987,ENSG00000183684,ortholog_one2many
ENSMUSG00000028699,ENSG00000117472,ortholog_one2one
ENSMUSG00000020530,ENSG00000005955,ortholog_one2one
ENSMUSG00000013353,ENSG00000179213,ortholog_one2one
ENSMUSG00000029771,ENSG00000128604,ortholog_one2one
ENSMUSG00000095346,,
ENSMUSG00000042496,ENSG00000170325,ortholog_one2one
ENSMUSG00000030330,ENSG00000111653,ortholog_one2one
ENSMUSG00000015966,ENSG00000056736,ortholog_one2one
ENSMUSG00000094719,,
ENSMUSG00000023452,,
ENSMUSG00000078593,,
ENSMUSG00000024806,ENSG00000120215,ortholog_one2one
ENSMUSG00000068082,ENSG00000215203,ortholog_one2one
ENSMUSG00000064138,ENSG00000113391,ortholog_one2one
ENSMUSG00000048833,ENSG00000029364,ortholog_one2one
ENSMUSG00000077450,ENSG00000185236,ortholog_one2one
ENSMUSG00000062054,ENSG00000134330,ortholog_one2one
ENSMUSG00000053604,ENSG00000153574,ortholog_one2one
ENSMUSG00000030786,ENSG00000169896,ortholog_one2one
ENSMUSG00000058921,ENSG00000253598,ortholog_one2one
ENSMUSG00000036676,ENSG00000139324,ortholog_one2one
ENSMUSG00000016150,ENSG00000009694,ortholog_one2one
ENSMUSG00000056812,ENSG00000177511,ortholog_one2one
ENSMUSG00000004609,ENSG00000105383,ortholog_one2many
ENSMUSG00000001313,ENSG00000108830,ortholog_one2one
ENSMUSG00000056050,ENSG00000154305,ortholog_one2one
ENSMUSG00000078091,,
ENSMUSG00000025138,ENSG00000187531,ortholog_one2one
ENSMUSG00000066438,ENSG00000175985,ortholog_one2one
ENSMUSG00000075006,,
ENSMUSG00000028698,ENSG00000117461,ortholog_one2one
ENSMUSG00000039795,ENSG00000104231,ortholog_one2one
ENSMUSG00000045991,ENSG00000119547,ortholog_one2one
ENSMUSG00000037579,ENSG00000135519,ortholog_one2one
ENSMUSG00000000958,ENSG00000155465,ortholog_one2one
ENSMUSG00000068686,ENSG00000085063,ortholog_one2many
ENSMUSG00000056592,ENSG00000090612,ortholog_many2many
ENSMUSG00000024588,ENSG00000066926,ortholog_one2one
ENSMUSG00000020101,ENSG00000107738,ortholog_one2one
ENSMUSG00000042185,ENSG00000170322,ortholog_one2one
ENSMUSG00000024201,ENSG00000127663,ortholog_one2one
ENSMUSG00000030469,ENSG00000189042,ortholog_many2many
ENSMUSG00000019853,ENSG00000051620,ortholog_one2one
ENSMUSG00000072258,ENSG00000143498,ortholog_one2one
ENSMUSG00000035835,ENSG00000129951,ortholog_one2one
ENSMUSG00000031210,,
ENSMUSG00000039298,ENSG00000136861,ortholog_one2one
ENSMUSG00000020810,ENSG00000161544,ortholog_one2one
ENSMUSG00000024587,ENSG00000134440,ortholog_one2one
ENSMUSG00000046138,ENSG00000183354,ortholog_one2one
ENSMUSG00000030313,ENSG00000170456,ortholog_one2one
ENSMUSG00000031668,ENSG00000172071,ortholog_one2one
ENSMUSG00000020315,ENSG00000115306,ortholog_one2one
ENSMUSG00000073412,ENSG00000204482,ortholog_one2one
ENSMUSG00000040599,ENSG00000167842,ortholog_one2one
ENSMUSG00000060992,ENSG00000111481,ortholog_one2one
ENSMUSG00000055102,ENSG00000141946,ortholog_one2many
ENSMUSG00000031212,,
ENSMUSG00000019852,ENSG00000112379,ortholog_one2one
ENSMUSG00000053461,ENSG00000143512,ortholog_one2one
ENSMUSG00000045980,ENSG00000109066,ortholog_one2one
ENSMUSG00000063234,ENSG00000139572,ortholog_one2one
ENSMUSG00000075700,ENSG00000198843,ortholog_one2one
ENSMUSG00000030472,ENSG00000213822,ortholog_one2one
ENSMUSG00000075410,ENSG00000214140,ortholog_one2one
ENSMUSG00000029466,ENSG00000196510,ortholog_one2one
ENSMUSG00000024399,ENSG00000227507,ortholog_one2one
ENSMUSG00000000552,ENSG00000161642,ortholog_one2one
ENSMUSG00000075249,ENSG00000188738,ortholog_one2one
ENSMUSG00000090533,,
ENSMUSG00000061046,ENSG00000103253,ortholog_one2one
ENSMUSG00000057182,ENSG00000153253,ortholog_one2one
ENSMUSG00000030474,ENSG00000129450,ortholog_one2many
ENSMUSG00000030474,ENSG00000168995,ortholog_one2many
ENSMUSG00000030474,ENSG00000254521,ortholog_one2many
ENSMUSG00000030474,ENSG00000105366,ortholog_one2many
ENSMUSG00000034457,ENSG00000131080,ortholog_one2one
ENSMUSG00000039529,ENSG00000081923,ortholog_one2one
ENSMUSG00000033478,ENSG00000151553,ortholog_one2one
ENSMUSG00000032679,ENSG00000085063,ortholog_one2many
ENSMUSG00000022838,ENSG00000145088,ortholog_one2one
ENSMUSG00000028989,ENSG00000171819,ortholog_one2one
ENSMUSG00000037653,ENSG00000183783,ortholog_one2one
ENSMUSG00000027291,ENSG00000166887,ortholog_one2one
ENSMUSG00000039384,ENSG00000143507,ortholog_one2one
ENSMUSG00000029575,ENSG00000139428,ortholog_one2one
ENSMUSG00000062961,ENSG00000267909,ortholog_one2one
ENSMUSG00000000555,ENSG00000161638,ortholog_one2one
ENSMUSG00000037570,ENSG00000187778,ortholog_one2one
ENSMUSG00000029158,ENSG00000177752,ortholog_one2one
ENSMUSG00000038888,ENSG00000142544,ortholog_one2one
ENSMUSG00000093574,,
ENSMUSG00000021133,ENSG00000100647,ortholog_one2one
ENSMUSG00000052593,ENSG00000151694,ortholog_one2one
ENSMUSG00000027536,ENSG00000164695,ortholog_one2one
ENSMUSG00000070471,ENSG00000163645,ortholog_one2one
ENSMUSG00000044854,,
ENSMUSG00000044737,ENSG00000129437,ortholog_one2one
ENSMUSG00000032671,ENSG00000205177,ortholog_one2one
ENSMUSG00000027942,ENSG00000143612,ortholog_one2one
ENSMUSG00000045140,ENSG00000184886,ortholog_one2one
ENSMUSG00000054046,ENSG00000167759,ortholog_one2one
ENSMUSG00000041052,ENSG00000164893,ortholog_one2one
ENSMUSG00000004038,ENSG00000134201,ortholog_many2many
ENSMUSG00000004038,ENSG00000134184,ortholog_many2many
ENSMUSG00000004038,ENSG00000168765,ortholog_many2many
ENSMUSG00000004038,ENSG00000213366,ortholog_many2many
ENSMUSG00000044624,,
ENSMUSG00000019851,ENSG00000112378,ortholog_one2one
ENSMUSG00000036432,ENSG00000181788,ortholog_one2one
ENSMUSG00000044430,ENSG00000186474,ortholog_one2one
ENSMUSG00000022094,ENSG00000104635,ortholog_one2one
ENSMUSG00000039377,ENSG00000136630,ortholog_one2one
ENSMUSG00000054280,ENSG00000183530,ortholog_one2one
ENSMUSG00000010406,ENSG00000172590,ortholog_one2one
ENSMUSG00000074909,ENSG00000137040,ortholog_one2one
ENSMUSG00000024589,ENSG00000049759,ortholog_one2one
ENSMUSG00000069830,ENSG00000091592,ortholog_one2many
ENSMUSG00000057969,,
ENSMUSG00000067616,ENSG00000167757,ortholog_one2one
ENSMUSG00000020812,,
ENSMUSG00000000957,ENSG00000157227,ortholog_one2one
ENSMUSG00000040562,ENSG00000134201,ortholog_many2many
ENSMUSG00000040562,ENSG00000134184,ortholog_many2many
ENSMUSG00000040562,ENSG00000168765,ortholog_many2many
ENSMUSG00000040562,ENSG00000213366,ortholog_many2many
ENSMUSG00000003824,ENSG00000161860,ortholog_one2one
ENSMUSG00000051510,ENSG00000197063,ortholog_one2one
ENSMUSG00000029208,ENSG00000151806,ortholog_one2one
ENSMUSG00000024810,ENSG00000137033,ortholog_one2one
ENSMUSG00000043850,ENSG00000260234,ortholog_one2one
ENSMUSG00000024401,ENSG00000232810,ortholog_one2one
ENSMUSG00000020527,ENSG00000141140,ortholog_one2one
ENSMUSG00000019850,ENSG00000118503,ortholog_one2one
ENSMUSG00000003810,ENSG00000086015,ortholog_one2one
ENSMUSG00000068373,ENSG00000110427,ortholog_one2one
ENSMUSG00000026621,ENSG00000186205,ortholog_one2one
ENSMUSG00000028271,ENSG00000137947,ortholog_one2one
ENSMUSG00000030693,ENSG00000129451,ortholog_one2one
ENSMUSG00000093668,ENSG00000248483,ortholog_one2one
ENSMUSG00000030789,ENSG00000140678,ortholog_one2one
ENSMUSG00000047884,ENSG00000213022,ortholog_one2many
ENSMUSG00000047884,ENSG00000269741,ortholog_one2many
ENSMUSG00000078320,,
ENSMUSG00000041939,ENSG00000110921,ortholog_one2one
ENSMUSG00000072324,,
ENSMUSG00000064023,ENSG00000129455,ortholog_one2one
ENSMUSG00000050926,ENSG00000198889,ortholog_many2many
ENSMUSG00000050926,ENSG00000198354,ortholog_many2many
ENSMUSG00000078907,ENSG00000135436,ortholog_one2one
ENSMUSG00000069171,ENSG00000175745,ortholog_one2one
ENSMUSG00000021134,ENSG00000100650,ortholog_one2one
ENSMUSG00000090439,ENSG00000214688,ortholog_one2one
ENSMUSG00000022496,ENSG00000048462,ortholog_one2one
ENSMUSG00000030713,ENSG00000169035,ortholog_one2one
ENSMUSG00000024815,ENSG00000170777,ortholog_one2one
ENSMUSG00000029467,ENSG00000174437,ortholog_one2one
ENSMUSG00000027091,ENSG00000065548,ortholog_one2one
ENSMUSG00000003809,ENSG00000105607,ortholog_one2one
ENSMUSG00000045284,ENSG00000198889,ortholog_many2many
ENSMUSG00000045284,ENSG00000198354,ortholog_many2many
ENSMUSG00000038295,ENSG00000181652,ortholog_one2one
ENSMUSG00000057738,ENSG00000197694,ortholog_one2one
ENSMUSG00000020100,ENSG00000198246,ortholog_one2one
ENSMUSG00000027303,ENSG00000132670,ortholog_one2one
ENSMUSG00000050063,ENSG00000167755,ortholog_one2one
ENSMUSG00000073481,ENSG00000117791,ortholog_one2one
ENSMUSG00000024817,ENSG00000147854,ortholog_one2one
ENSMUSG00000025086,ENSG00000165832,ortholog_one2one
ENSMUSG00000051896,ENSG00000172073,ortholog_one2one
ENSMUSG00000074794,ENSG00000113369,ortholog_one2one
ENSMUSG00000027534,ENSG00000104497,ortholog_one2one
ENSMUSG00000062939,ENSG00000138378,ortholog_one2one
ENSMUSG00000075318,ENSG00000136531,ortholog_one2one
ENSMUSG00000071669,ENSG00000048471,ortholog_one2one
ENSMUSG00000038982,ENSG00000259040,ortholog_one2many
ENSMUSG00000038982,ENSG00000188428,ortholog_one2many
ENSMUSG00000028465,ENSG00000137076,ortholog_one2one
ENSMUSG00000055874,,
ENSMUSG00000074155,ENSG00000167754,ortholog_one2one
ENSMUSG00000046532,ENSG00000169083,ortholog_one2one
ENSMUSG00000054191,ENSG00000105610,ortholog_one2one
ENSMUSG00000002289,ENSG00000167772,ortholog_one2one
ENSMUSG00000006948,ENSG00000167749,ortholog_one2one
ENSMUSG00000032845,ENSG00000198796,ortholog_one2one
ENSMUSG00000001707,ENSG00000124802,ortholog_one2many
ENSMUSG00000001707,ENSG00000265818,ortholog_one2many
ENSMUSG00000054474,ENSG00000144115,ortholog_one2one
ENSMUSG00000055193,ENSG00000174562,ortholog_one2one
ENSMUSG00000039195,ENSG00000171159,ortholog_one2one
ENSMUSG00000078291,,
ENSMUSG00000039349,ENSG00000162817,ortholog_one2one
ENSMUSG00000041737,ENSG00000151715,ortholog_one2one
ENSMUSG00000021432,ENSG00000124786,ortholog_one2one
ENSMUSG00000067292,,
ENSMUSG00000003812,ENSG00000105612,ortholog_one2one
ENSMUSG00000017146,ENSG00000012048,ortholog_one2one
ENSMUSG00000032033,ENSG00000043039,ortholog_one2one
ENSMUSG00000063089,ENSG00000167748,ortholog_many2many
ENSMUSG00000054422,ENSG00000163586,ortholog_one2one
ENSMUSG00000028238,ENSG00000147614,ortholog_one2one
ENSMUSG00000023007,ENSG00000110844,ortholog_one2one
ENSMUSG00000032688,ENSG00000172175,ortholog_one2one
ENSMUSG00000063133,ENSG00000167748,ortholog_many2many
ENSMUSG00000029469,ENSG00000122970,ortholog_one2one
ENSMUSG00000026620,ENSG00000116141,ortholog_one2one
ENSMUSG00000070369,ENSG00000156886,ortholog_one2one
ENSMUSG00000070390,ENSG00000091592,ortholog_one2many
ENSMUSG00000017264,ENSG00000171824,ortholog_one2one
ENSMUSG00000022175,ENSG00000197324,ortholog_one2one
ENSMUSG00000039958,ENSG00000139160,ortholog_one2one
ENSMUSG00000059042,ENSG00000167748,ortholog_many2many
ENSMUSG00000028696,ENSG00000197429,ortholog_one2one
ENSMUSG00000020099,ENSG00000107731,ortholog_one2one
ENSMUSG00000019971,ENSG00000198707,ortholog_one2one
ENSMUSG00000022837,ENSG00000173226,ortholog_one2one
ENSMUSG00000031214,ENSG00000079482,ortholog_one2one
ENSMUSG00000044485,ENSG00000167748,ortholog_many2many
ENSMUSG00000026104,ENSG00000115415,ortholog_one2one
ENSMUSG00000024843,ENSG00000110721,ortholog_one2one
ENSMUSG00000013236,ENSG00000105426,ortholog_one2one
ENSMUSG00000053719,ENSG00000167748,ortholog_many2many
ENSMUSG00000055027,ENSG00000115593,ortholog_one2one
ENSMUSG00000020734,ENSG00000161509,ortholog_one2one
ENSMUSG00000037086,ENSG00000183631,ortholog_one2one
ENSMUSG00000012535,ENSG00000064419,ortholog_one2one
ENSMUSG00000032715,ENSG00000101255,ortholog_one2one
ENSMUSG00000055900,ENSG00000159596,ortholog_one2one
ENSMUSG00000072770,ENSG00000111644,ortholog_one2one
ENSMUSG00000046615,ENSG00000123165,ortholog_one2one
ENSMUSG00000053693,ENSG00000105613,ortholog_one2one
ENSMUSG00000032062,ENSG00000149300,ortholog_one2one
ENSMUSG00000063177,ENSG00000167748,ortholog_many2many
ENSMUSG00000066516,ENSG00000167748,ortholog_many2many
ENSMUSG00000059361,ENSG00000125841,ortholog_one2one
ENSMUSG00000039318,ENSG00000118873,ortholog_one2one
ENSMUSG00000038086,ENSG00000254445,ortholog_one2many
ENSMUSG00000038086,ENSG00000170276,ortholog_one2many
ENSMUSG00000060177,ENSG00000167748,ortholog_many2many
ENSMUSG00000034042,ENSG00000159592,ortholog_one2one
ENSMUSG00000032060,ENSG00000109846,ortholog_one2one
ENSMUSG00000030785,ENSG00000156885,ortholog_one2one
ENSMUSG00000031144,ENSG00000102003,ortholog_one2one
ENSMUSG00000037426,ENSG00000100150,ortholog_one2one
ENSMUSG00000041444,ENSG00000134909,ortholog_one2one
ENSMUSG00000058135,ENSG00000134201,ortholog_many2many
ENSMUSG00000058135,ENSG00000134184,ortholog_many2many
ENSMUSG00000058135,ENSG00000168765,ortholog_many2many
ENSMUSG00000058135,ENSG00000213366,ortholog_many2many
ENSMUSG00000051817,ENSG00000177732,ortholog_one2one
ENSMUSG00000069729,ENSG00000049618,ortholog_one2one
ENSMUSG00000038968,ENSG00000142515,ortholog_many2many
ENSMUSG00000062944,ENSG00000185730,ortholog_one2one
ENSMUSG00000042439,ENSG00000074657,ortholog_one2one
ENSMUSG00000073988,ENSG00000137561,ortholog_one2one
ENSMUSG00000022176,ENSG00000139890,ortholog_one2one
ENSMUSG00000042178,ENSG00000140691,ortholog_one2one
ENSMUSG00000032562,ENSG00000114353,ortholog_one2one
ENSMUSG00000063713,ENSG00000167748,ortholog_many2many
ENSMUSG00000020526,ENSG00000108278,ortholog_one2one
ENSMUSG00000057286,ENSG00000070731,ortholog_one2one
ENSMUSG00000066515,ENSG00000167751,ortholog_many2many
ENSMUSG00000065979,ENSG00000103381,ortholog_one2one
ENSMUSG00000027890,ENSG00000134201,ortholog_many2many
ENSMUSG00000027890,ENSG00000134184,ortholog_many2many
ENSMUSG00000027890,ENSG00000168765,ortholog_many2many
ENSMUSG00000027890,ENSG00000213366,ortholog_many2many
ENSMUSG00000031099,ENSG00000102038,ortholog_one2one
ENSMUSG00000066513,ENSG00000167748,ortholog_many2many
ENSMUSG00000028973,ENSG00000197150,ortholog_one2one
ENSMUSG00000023110,ENSG00000100462,ortholog_one2one
ENSMUSG00000066512,ENSG00000167748,ortholog_many2many
ENSMUSG00000055782,ENSG00000173208,ortholog_one2one
ENSMUSG00000034035,ENSG00000159588,ortholog_one2one
ENSMUSG00000056476,ENSG00000144893,ortholog_one2one
ENSMUSG00000062073,,
ENSMUSG00000046610,,
ENSMUSG00000040919,ENSG00000177994,ortholog_one2one
ENSMUSG00000063903,ENSG00000167748,ortholog_many2many
ENSMUSG00000039270,ENSG00000106780,ortholog_one2one
ENSMUSG00000028409,ENSG00000122692,ortholog_one2one
ENSMUSG00000078932,ENSG00000180116,ortholog_one2one
ENSMUSG00000000805,ENSG00000167434,ortholog_one2one
ENSMUSG00000041930,ENSG00000139438,ortholog_one2one
ENSMUSG00000038782,,
ENSMUSG00000027177,ENSG00000110422,ortholog_one2one
ENSMUSG00000022487,ENSG00000170627,ortholog_one2one
ENSMUSG00000066141,,
ENSMUSG00000069170,ENSG00000164199,ortholog_one2one
ENSMUSG00000030022,ENSG00000163638,ortholog_one2one
ENSMUSG00000010064,,
ENSMUSG00000025332,ENSG00000126012,ortholog_one2one
ENSMUSG00000073987,ENSG00000137563,ortholog_one2one
ENSMUSG00000024516,ENSG00000166562,ortholog_one2one
ENSMUSG00000074682,ENSG00000177764,ortholog_one2one
ENSMUSG00000034243,ENSG00000173230,ortholog_one2one
ENSMUSG00000044647,ENSG00000178662,ortholog_one2one
ENSMUSG00000029468,ENSG00000089041,ortholog_one2one
ENSMUSG00000067714,ENSG00000184574,ortholog_one2one
ENSMUSG00000030782,ENSG00000140682,ortholog_one2one
ENSMUSG00000054843,ENSG00000107518,ortholog_one2one
ENSMUSG00000028693,ENSG00000132780,ortholog_one2one
ENSMUSG00000024517,ENSG00000134443,ortholog_one2one
ENSMUSG00000036298,ENSG00000151229,ortholog_one2one
ENSMUSG00000004591,ENSG00000065243,ortholog_one2one
ENSMUSG00000071202,ENSG00000162004,ortholog_one2one
ENSMUSG00000047094,ENSG00000181355,ortholog_one2one
ENSMUSG00000047694,ENSG00000181704,ortholog_one2one
ENSMUSG00000042099,ENSG00000186994,ortholog_one2one
ENSMUSG00000045411,,
