Ensembl Gene ID,Chicken Ensembl Gene ID,Homology Type
ENSMUSG00000069565,ENSGALG00000015200,ortholog_one2one
ENSMUSG00000054792,ENSGALG00000005582,ortholog_one2one
ENSMUSG00000022142,ENSGALG00000003688,ortholog_one2one
ENSMUSG00000026917,,
ENSMUSG00000021277,ENSGALG00000011389,ortholog_one2one
ENSMUSG00000027284,ENSGALG00000009156,ortholog_one2one
ENSMUSG00000023707,ENSGALG00000003687,ortholog_one2one
ENSMUSG00000052783,ENSGALG00000015645,ortholog_one2one
ENSMUSG00000028488,ENSGALG00000015096,ortholog_one2one
ENSMUSG00000053799,ENSGALG00000006763,ortholog_one2one
ENSMUSG00000027333,ENSGALG00000015977,ortholog_one2one
ENSMUSG00000040158,ENSGALG00000004618,ortholog_one2one
ENSMUSG00000074264,ENSGALG00000005147,ortholog_many2many
ENSMUSG00000074264,ENSGALG00000001880,ortholog_many2many
ENSMUSG00000024098,ENSGALG00000008400,ortholog_one2one
ENSMUSG00000040990,ENSGALG00000016420,ortholog_one2one
ENSMUSG00000048200,ENSGALG00000006868,ortholog_one2one
ENSMUSG00000055541,,
ENSMUSG00000024883,,
ENSMUSG00000045620,,
ENSMUSG00000031760,,
ENSMUSG00000020231,,
ENSMUSG00000031762,,
ENSMUSG00000052234,ENSGALG00000001004,ortholog_one2many
ENSMUSG00000031765,,
ENSMUSG00000023026,ENSGALG00000006139,ortholog_one2one
ENSMUSG00000056481,,
ENSMUSG00000051855,ENSGALG00000008111,ortholog_one2one
ENSMUSG00000022704,ENSGALG00000015120,ortholog_one2one
ENSMUSG00000038014,ENSGALG00000005177,ortholog_one2one
ENSMUSG00000025173,ENSGALG00000001563,ortholog_one2one
ENSMUSG00000052512,ENSGALG00000003999,ortholog_one2one
ENSMUSG00000061451,ENSGALG00000008628,ortholog_many2many
ENSMUSG00000034647,ENSGALG00000008399,ortholog_one2one
ENSMUSG00000019997,ENSGALG00000002909,ortholog_one2one
ENSMUSG00000024330,,
ENSMUSG00000025967,ENSGALG00000008590,ortholog_one2one
ENSMUSG00000025510,ENSGALG00000006856,ortholog_one2one
ENSMUSG00000004105,ENSGALG00000000927,ortholog_one2one
ENSMUSG00000056116,ENSGALG00000000178,ortholog_many2many
ENSMUSG00000056116,ENSGALG00000027693,ortholog_many2many
ENSMUSG00000056116,ENSGALG00000004617,ortholog_many2many
ENSMUSG00000056116,ENSGALG00000026466,ortholog_many2many
ENSMUSG00000056116,ENSGALG00000024348,ortholog_many2many
ENSMUSG00000056116,ENSGALG00000027293,ortholog_many2many
ENSMUSG00000056116,ENSGALG00000028268,ortholog_many2many
ENSMUSG00000056116,ENSGALG00000026292,ortholog_many2many
ENSMUSG00000056116,ENSGALG00000029093,ortholog_many2many
ENSMUSG00000056116,ENSGALG00000002614,ortholog_many2many
ENSMUSG00000056116,ENSGALG00000027944,ortholog_many2many
ENSMUSG00000056116,ENSGALG00000027955,ortholog_many2many
ENSMUSG00000056116,ENSGALG00000004772,ortholog_many2many
ENSMUSG00000056116,ENSGALG00000024372,ortholog_many2many
ENSMUSG00000056116,ENSGALG00000029079,ortholog_many2many
ENSMUSG00000056116,ENSGALG00000024340,ortholog_many2many
ENSMUSG00000056116,ENSGALG00000027445,ortholog_many2many
ENSMUSG00000010803,ENSGALG00000001698,ortholog_one2one
ENSMUSG00000038489,ENSGALG00000006841,ortholog_one2many
ENSMUSG00000005949,ENSGALG00000004628,ortholog_one2one
ENSMUSG00000032939,ENSGALG00000003010,ortholog_one2one
ENSMUSG00000031163,ENSGALG00000025991,ortholog_one2one
ENSMUSG00000044505,,
ENSMUSG00000032911,ENSGALG00000002678,ortholog_one2one
ENSMUSG00000031487,ENSGALG00000003124,ortholog_one2many
ENSMUSG00000031487,ENSGALG00000027873,ortholog_one2many
ENSMUSG00000023861,ENSGALG00000011483,ortholog_one2one
ENSMUSG00000027981,ENSGALG00000005162,ortholog_one2one
ENSMUSG00000036923,ENSGALG00000004118,ortholog_one2one
ENSMUSG00000044700,ENSGALG00000002527,ortholog_one2one
ENSMUSG00000025511,ENSGALG00000006837,ortholog_one2one
ENSMUSG00000068966,ENSGALG00000023407,ortholog_one2one
ENSMUSG00000024875,,
ENSMUSG00000029234,ENSGALG00000027886,ortholog_one2one
ENSMUSG00000032733,ENSGALG00000028086,ortholog_one2one
ENSMUSG00000039801,ENSGALG00000003631,ortholog_one2one
ENSMUSG00000022215,,
ENSMUSG00000046856,ENSGALG00000008589,ortholog_one2one
ENSMUSG00000039231,ENSGALG00000026729,ortholog_one2one
ENSMUSG00000031488,ENSGALG00000003129,ortholog_one2one
ENSMUSG00000032288,,
ENSMUSG00000024873,,
ENSMUSG00000041912,ENSGALG00000024012,ortholog_one2one
ENSMUSG00000010538,,
ENSMUSG00000032489,ENSGALG00000005517,ortholog_one2one
ENSMUSG00000021278,ENSGALG00000011391,ortholog_one2one
ENSMUSG00000024870,,
ENSMUSG00000030507,ENSGALG00000003965,ortholog_one2one
ENSMUSG00000050700,ENSGALG00000025916,ortholog_one2one
ENSMUSG00000055334,ENSGALG00000028836,ortholog_one2one
ENSMUSG00000027774,ENSGALG00000009634,ortholog_one2one
ENSMUSG00000097293,,
ENSMUSG00000024099,ENSGALG00000014310,ortholog_one2one
ENSMUSG00000039745,ENSGALG00000002581,ortholog_one2one
ENSMUSG00000073468,ENSGALG00000020005,ortholog_one2many
ENSMUSG00000045969,ENSGALG00000016849,ortholog_one2one
ENSMUSG00000026788,ENSGALG00000000934,ortholog_one2one
ENSMUSG00000062432,ENSGALG00000023751,ortholog_one2one
ENSMUSG00000028035,ENSGALG00000008916,ortholog_one2one
ENSMUSG00000016637,ENSGALG00000012523,ortholog_one2one
ENSMUSG00000026986,ENSGALG00000012377,ortholog_one2one
ENSMUSG00000024987,ENSGALG00000006729,ortholog_one2one
ENSMUSG00000093839,,
ENSMUSG00000034057,ENSGALG00000019352,ortholog_one2one
ENSMUSG00000031508,ENSGALG00000016850,ortholog_one2one
ENSMUSG00000028141,,
ENSMUSG00000028649,ENSGALG00000003693,ortholog_one2many
ENSMUSG00000028649,ENSGALG00000027239,ortholog_one2many
ENSMUSG00000028649,ENSGALG00000025779,ortholog_one2many
ENSMUSG00000022216,,
ENSMUSG00000020428,ENSGALG00000001695,ortholog_one2one
ENSMUSG00000093920,,
ENSMUSG00000030428,,
ENSMUSG00000029404,ENSGALG00000003682,ortholog_one2one
ENSMUSG00000044067,ENSGALG00000008032,ortholog_one2one
ENSMUSG00000029238,ENSGALG00000013793,ortholog_one2one
ENSMUSG00000060787,,
ENSMUSG00000005364,ENSGALG00000008267,ortholog_one2one
ENSMUSG00000001416,ENSGALG00000026289,ortholog_one2many
ENSMUSG00000001416,ENSGALG00000026760,ortholog_one2many
ENSMUSG00000038765,ENSGALG00000000936,ortholog_one2one
ENSMUSG00000020483,ENSGALG00000005522,ortholog_one2one
ENSMUSG00000064181,ENSGALG00000009959,ortholog_one2one
ENSMUSG00000025630,ENSGALG00000006098,ortholog_one2one
ENSMUSG00000057133,ENSGALG00000021511,ortholog_one2one
ENSMUSG00000025512,ENSGALG00000006830,ortholog_one2one
ENSMUSG00000005716,ENSGALG00000012522,ortholog_one2one
ENSMUSG00000020074,ENSGALG00000004108,ortholog_one2one
ENSMUSG00000030505,ENSGALG00000003958,ortholog_one2one
ENSMUSG00000021009,ENSGALG00000010616,ortholog_one2one
ENSMUSG00000055945,,
ENSMUSG00000032290,ENSGALG00000001664,ortholog_one2one
ENSMUSG00000028034,ENSGALG00000008939,ortholog_one2one
ENSMUSG00000066113,ENSGALG00000020554,ortholog_one2one
ENSMUSG00000035696,ENSGALG00000015311,ortholog_one2one
ENSMUSG00000018379,ENSGALG00000005525,ortholog_one2one
ENSMUSG00000031509,,
ENSMUSG00000024101,ENSGALG00000012974,ortholog_one2one
ENSMUSG00000015575,ENSGALG00000027578,ortholog_one2one
ENSMUSG00000027520,ENSGALG00000027444,ortholog_one2one
ENSMUSG00000028445,,
ENSMUSG00000028140,ENSGALG00000025814,ortholog_one2one
ENSMUSG00000056367,ENSGALG00000006292,ortholog_one2one
ENSMUSG00000005951,ENSGALG00000004637,ortholog_one2one
ENSMUSG00000029235,ENSGALG00000013783,ortholog_one2one
ENSMUSG00000048612,ENSGALG00000006705,ortholog_one2one
ENSMUSG00000037370,ENSGALG00000002896,ortholog_one2one
ENSMUSG00000027966,ENSGALG00000005180,ortholog_one2one
ENSMUSG00000018377,ENSGALG00000005530,ortholog_one2one
ENSMUSG00000048249,ENSGALG00000002878,ortholog_one2one
ENSMUSG00000021690,ENSGALG00000014819,ortholog_one2one
ENSMUSG00000024862,,
ENSMUSG00000027573,ENSGALG00000005700,ortholog_one2one
ENSMUSG00000061082,,
ENSMUSG00000002957,ENSGALG00000006799,ortholog_one2one
ENSMUSG00000096878,,
ENSMUSG00000095550,,
ENSMUSG00000096045,,
ENSMUSG00000074768,ENSGALG00000004518,ortholog_one2many
ENSMUSG00000039728,ENSGALG00000003908,ortholog_one2one
ENSMUSG00000018378,ENSGALG00000005549,ortholog_one2one
ENSMUSG00000001518,ENSGALG00000014335,ortholog_one2one
ENSMUSG00000091049,,
ENSMUSG00000039720,,
ENSMUSG00000002996,ENSGALG00000008050,ortholog_one2one
ENSMUSG00000035842,ENSGALG00000012969,ortholog_one2one
ENSMUSG00000026858,ENSGALG00000004490,ortholog_one2one
ENSMUSG00000090100,ENSGALG00000009176,ortholog_one2one
ENSMUSG00000028139,,
ENSMUSG00000031766,ENSGALG00000002957,ortholog_one2one
ENSMUSG00000067700,,
ENSMUSG00000033955,ENSGALG00000027524,ortholog_one2one
ENSMUSG00000044791,ENSGALG00000005508,ortholog_one2one
ENSMUSG00000048191,ENSGALG00000020492,ortholog_one2one
ENSMUSG00000022773,,
ENSMUSG00000021279,ENSGALG00000011432,ortholog_one2one
ENSMUSG00000073119,,
ENSMUSG00000036022,ENSGALG00000006108,ortholog_one2one
ENSMUSG00000038740,ENSGALG00000000950,ortholog_one2one
ENSMUSG00000029104,ENSGALG00000015635,ortholog_one2one
ENSMUSG00000024191,ENSGALG00000002882,ortholog_one2one
ENSMUSG00000023393,ENSGALG00000028225,ortholog_one2one
ENSMUSG00000061809,ENSGALG00000012145,ortholog_one2one
ENSMUSG00000031770,ENSGALG00000001220,ortholog_one2one
ENSMUSG00000069518,,
ENSMUSG00000095400,,
ENSMUSG00000073117,,
ENSMUSG00000031511,ENSGALG00000016851,ortholog_one2one
ENSMUSG00000094393,,
ENSMUSG00000020169,ENSGALG00000010029,ortholog_one2one
ENSMUSG00000025515,ENSGALG00000006744,ortholog_one2one
ENSMUSG00000028982,ENSGALG00000002519,ortholog_one2one
ENSMUSG00000060187,ENSGALG00000009976,ortholog_one2one
ENSMUSG00000063457,ENSGALG00000015195,ortholog_one2many
ENSMUSG00000073116,,
ENSMUSG00000055409,ENSGALG00000003777,ortholog_one2one
ENSMUSG00000022141,ENSGALG00000013312,ortholog_one2many
ENSMUSG00000022141,ENSGALG00000003605,ortholog_one2many
ENSMUSG00000007653,ENSGALG00000001690,ortholog_one2one
ENSMUSG00000039103,ENSGALG00000008945,ortholog_one2one
ENSMUSG00000029236,ENSGALG00000020151,ortholog_one2one
ENSMUSG00000034024,ENSGALG00000009975,ortholog_one2one
ENSMUSG00000022701,ENSGALG00000015121,ortholog_one2one
ENSMUSG00000025964,ENSGALG00000008582,ortholog_one2one
ENSMUSG00000031489,ENSGALG00000019018,ortholog_one2one
ENSMUSG00000051940,,
ENSMUSG00000030357,ENSGALG00000014331,ortholog_one2one
ENSMUSG00000026985,,
ENSMUSG00000035545,,
ENSMUSG00000028137,ENSGALG00000028478,ortholog_one2one
ENSMUSG00000071715,ENSGALG00000012520,ortholog_one2one
ENSMUSG00000062327,ENSGALG00000011489,ortholog_one2one
ENSMUSG00000020170,ENSGALG00000009966,ortholog_one2one
ENSMUSG00000025170,ENSGALG00000001545,ortholog_one2one
ENSMUSG00000029406,ENSGALG00000003645,ortholog_one2one
ENSMUSG00000032491,ENSGALG00000005498,ortholog_one2one
ENSMUSG00000021999,ENSGALG00000016985,ortholog_one2one
ENSMUSG00000074151,ENSGALG00000001256,ortholog_one2one
ENSMUSG00000031490,ENSGALG00000003205,ortholog_one2one
ENSMUSG00000084234,ENSGALG00000026988,ortholog_one2many
ENSMUSG00000039911,ENSGALG00000002506,ortholog_one2one
ENSMUSG00000067698,,
ENSMUSG00000042118,ENSGALG00000004518,ortholog_one2many
ENSMUSG00000071138,,
ENSMUSG00000005952,ENSGALG00000004649,ortholog_one2one
ENSMUSG00000071714,ENSGALG00000025881,ortholog_many2many
ENSMUSG00000071714,ENSGALG00000012518,ortholog_many2many
ENSMUSG00000031492,ENSGALG00000015384,ortholog_one2one
ENSMUSG00000025607,ENSGALG00000008144,ortholog_one2one
ENSMUSG00000023723,ENSGALG00000005559,ortholog_one2one
ENSMUSG00000013736,ENSGALG00000017368,ortholog_one2one
ENSMUSG00000055489,ENSGALG00000003748,ortholog_one2one
ENSMUSG00000044103,,
ENSMUSG00000022771,ENSGALG00000001554,ortholog_one2one
ENSMUSG00000037974,,
ENSMUSG00000042064,ENSGALG00000009602,ortholog_one2one
ENSMUSG00000033066,ENSGALG00000000368,ortholog_one2one
ENSMUSG00000022000,ENSGALG00000016984,ortholog_one2one
ENSMUSG00000026984,,
ENSMUSG00000030359,ENSGALG00000011926,ortholog_many2many
ENSMUSG00000030359,ENSGALG00000022964,ortholog_many2many
ENSMUSG00000030359,ENSGALG00000028902,ortholog_many2many
ENSMUSG00000031491,ENSGALG00000015382,ortholog_one2one
ENSMUSG00000034031,,
ENSMUSG00000043432,,
ENSMUSG00000059645,,
ENSMUSG00000091053,,
ENSMUSG00000063838,,
ENSMUSG00000039253,ENSGALG00000028979,ortholog_one2one
ENSMUSG00000030500,ENSGALG00000003692,ortholog_one2one
ENSMUSG00000006574,ENSGALG00000027743,ortholog_one2one
ENSMUSG00000027479,ENSGALG00000006657,ortholog_one2one
ENSMUSG00000092118,ENSGALG00000003660,ortholog_one2one
ENSMUSG00000052105,ENSGALG00000013357,ortholog_many2many
ENSMUSG00000028492,ENSGALG00000027314,ortholog_one2one
ENSMUSG00000028980,ENSGALG00000002492,ortholog_one2one
ENSMUSG00000070873,,
ENSMUSG00000015579,ENSGALG00000002886,ortholog_one2one
ENSMUSG00000087075,,
ENSMUSG00000020135,ENSGALG00000027821,ortholog_one2one
ENSMUSG00000069769,ENSGALG00000005567,ortholog_one2one
ENSMUSG00000020171,ENSGALG00000029135,ortholog_one2one
ENSMUSG00000069085,ENSGALG00000008562,ortholog_one2one
ENSMUSG00000036304,ENSGALG00000015123,ortholog_one2one
ENSMUSG00000021280,ENSGALG00000011443,ortholog_one2one
ENSMUSG00000022217,,
ENSMUSG00000029044,,
ENSMUSG00000020177,ENSGALG00000009963,ortholog_one2many
ENSMUSG00000073407,,
ENSMUSG00000062524,,
ENSMUSG00000037989,ENSGALG00000005210,ortholog_one2one
ENSMUSG00000091722,ENSGALG00000026849,ortholog_one2one
ENSMUSG00000021012,ENSGALG00000010622,ortholog_one2one
ENSMUSG00000063932,ENSGALG00000009104,ortholog_one2many
ENSMUSG00000066108,,
ENSMUSG00000079492,ENSGALG00000000178,ortholog_many2many
ENSMUSG00000079492,ENSGALG00000027693,ortholog_many2many
ENSMUSG00000079492,ENSGALG00000004617,ortholog_many2many
ENSMUSG00000079492,ENSGALG00000026466,ortholog_many2many
ENSMUSG00000079492,ENSGALG00000024348,ortholog_many2many
ENSMUSG00000079492,ENSGALG00000027293,ortholog_many2many
ENSMUSG00000079492,ENSGALG00000028268,ortholog_many2many
ENSMUSG00000079492,ENSGALG00000026292,ortholog_many2many
ENSMUSG00000079492,ENSGALG00000029093,ortholog_many2many
ENSMUSG00000079492,ENSGALG00000002614,ortholog_many2many
ENSMUSG00000079492,ENSGALG00000027944,ortholog_many2many
ENSMUSG00000079492,ENSGALG00000027955,ortholog_many2many
ENSMUSG00000079492,ENSGALG00000004772,ortholog_many2many
ENSMUSG00000079492,ENSGALG00000024372,ortholog_many2many
ENSMUSG00000079492,ENSGALG00000029079,ortholog_many2many
ENSMUSG00000079492,ENSGALG00000024340,ortholog_many2many
ENSMUSG00000079492,ENSGALG00000027445,ortholog_many2many
ENSMUSG00000031165,,
ENSMUSG00000030498,ENSGALG00000003655,ortholog_one2one
ENSMUSG00000078430,,
ENSMUSG00000069516,ENSGALG00000009963,ortholog_one2many
ENSMUSG00000024855,ENSGALG00000008567,ortholog_one2one
ENSMUSG00000024301,ENSGALG00000026798,ortholog_many2many
ENSMUSG00000024301,ENSGALG00000019837,ortholog_many2many
ENSMUSG00000052551,ENSGALG00000006797,ortholog_one2one
ENSMUSG00000034361,ENSGALG00000001316,ortholog_one2one
ENSMUSG00000034913,ENSGALG00000016981,ortholog_one2one
ENSMUSG00000078810,,
ENSMUSG00000025963,ENSGALG00000008548,ortholog_one2one
ENSMUSG00000069515,ENSGALG00000009963,ortholog_one2many
ENSMUSG00000025175,ENSGALG00000001531,ortholog_one2one
ENSMUSG00000079479,,
ENSMUSG00000036013,ENSGALG00000006127,ortholog_one2many
ENSMUSG00000024193,,
ENSMUSG00000074093,ENSGALG00000003648,ortholog_one2one
ENSMUSG00000091204,ENSGALG00000026176,ortholog_one2one
ENSMUSG00000042102,ENSGALG00000004491,ortholog_one2one
ENSMUSG00000094445,,
ENSMUSG00000095663,,
ENSMUSG00000025139,ENSGALG00000006697,ortholog_one2one
ENSMUSG00000054942,ENSGALG00000008951,ortholog_one2one
ENSMUSG00000063297,ENSGALG00000004414,ortholog_one2one
ENSMUSG00000055456,,
ENSMUSG00000026983,,
ENSMUSG00000070934,ENSGALG00000007574,ortholog_one2many
ENSMUSG00000036292,ENSGALG00000015127,ortholog_one2one
ENSMUSG00000043029,ENSGALG00000004660,ortholog_one2one
ENSMUSG00000005360,ENSGALG00000003582,ortholog_one2one
ENSMUSG00000008435,,
ENSMUSG00000028648,ENSGALG00000003625,ortholog_one2one
ENSMUSG00000055415,ENSGALG00000001662,ortholog_one2one
ENSMUSG00000025962,ENSGALG00000008529,ortholog_one2one
ENSMUSG00000047875,ENSGALG00000002473,ortholog_one2one
ENSMUSG00000055531,ENSGALG00000019355,ortholog_one2one
ENSMUSG00000023075,,
ENSMUSG00000044338,ENSGALG00000004841,ortholog_one2one
ENSMUSG00000079197,,
ENSMUSG00000028444,ENSGALG00000028140,ortholog_one2one
ENSMUSG00000038047,ENSGALG00000015091,ortholog_one2one
ENSMUSG00000051504,,
ENSMUSG00000071713,ENSGALG00000025881,ortholog_many2many
ENSMUSG00000071713,ENSGALG00000012518,ortholog_many2many
ENSMUSG00000038718,ENSGALG00000000972,ortholog_one2one
ENSMUSG00000023868,ENSGALG00000011537,ortholog_one2one
ENSMUSG00000075224,ENSGALG00000029130,ortholog_one2one
ENSMUSG00000021281,ENSGALG00000011446,ortholog_one2one
ENSMUSG00000043333,,
ENSMUSG00000019989,ENSGALG00000002869,ortholog_one2one
ENSMUSG00000049928,ENSGALG00000027187,ortholog_one2one
ENSMUSG00000073027,,
ENSMUSG00000075223,ENSGALG00000026025,ortholog_one2many
ENSMUSG00000036435,ENSGALG00000013778,ortholog_one2one
ENSMUSG00000073761,,
ENSMUSG00000025961,,
ENSMUSG00000075222,ENSGALG00000026025,ortholog_one2many
ENSMUSG00000075304,ENSGALG00000027511,ortholog_one2one
ENSMUSG00000023074,ENSGALG00000006132,ortholog_one2one
ENSMUSG00000020415,ENSGALG00000001506,ortholog_one2one
ENSMUSG00000028647,ENSGALG00000024295,ortholog_one2one
ENSMUSG00000075221,ENSGALG00000026025,ortholog_one2many
ENSMUSG00000067562,,
ENSMUSG00000015846,ENSGALG00000002626,ortholog_one2one
ENSMUSG00000028976,ENSGALG00000002466,ortholog_one2one
ENSMUSG00000075220,ENSGALG00000026025,ortholog_one2many
ENSMUSG00000033790,ENSGALG00000016735,ortholog_one2one
ENSMUSG00000024194,,
ENSMUSG00000002997,ENSGALG00000008060,ortholog_one2one
ENSMUSG00000075219,ENSGALG00000026025,ortholog_one2many
ENSMUSG00000031774,ENSGALG00000021473,ortholog_one2one
ENSMUSG00000061576,ENSGALG00000006314,ortholog_one2one
ENSMUSG00000075302,,
ENSMUSG00000075218,ENSGALG00000026025,ortholog_one2many
ENSMUSG00000025959,ENSGALG00000008501,ortholog_one2one
ENSMUSG00000048424,ENSGALG00000021304,ortholog_one2one
ENSMUSG00000063626,ENSGALG00000001608,ortholog_one2one
ENSMUSG00000028646,ENSGALG00000001487,ortholog_one2one
ENSMUSG00000053141,ENSGALG00000003488,ortholog_one2one
ENSMUSG00000075217,,
ENSMUSG00000028136,ENSGALG00000000958,ortholog_one2one
ENSMUSG00000090305,ENSGALG00000003197,ortholog_one2many
ENSMUSG00000024853,,
ENSMUSG00000047228,ENSGALG00000011930,ortholog_one2many
ENSMUSG00000047228,ENSGALG00000022962,ortholog_one2many
ENSMUSG00000033909,ENSGALG00000028462,ortholog_one2one
ENSMUSG00000047557,ENSGALG00000009651,ortholog_one2one
ENSMUSG00000058351,,
ENSMUSG00000050079,ENSGALG00000001350,ortholog_one2one
ENSMUSG00000020774,ENSGALG00000004669,ortholog_one2one
ENSMUSG00000096969,,
ENSMUSG00000045493,ENSGALG00000005718,ortholog_one2one
ENSMUSG00000039661,ENSGALG00000001633,ortholog_one2one
ENSMUSG00000062154,ENSGALG00000012490,ortholog_one2one
ENSMUSG00000051219,,
ENSMUSG00000031166,ENSGALG00000026731,ortholog_one2one
ENSMUSG00000090125,,
ENSMUSG00000027965,ENSGALG00000005203,ortholog_one2one
ENSMUSG00000044986,ENSGALG00000012488,ortholog_one2one
ENSMUSG00000028907,ENSGALG00000001502,ortholog_one2one
ENSMUSG00000056724,ENSGALG00000005492,ortholog_one2one
ENSMUSG00000006154,,
ENSMUSG00000018428,ENSGALG00000005575,ortholog_one2one
ENSMUSG00000025958,ENSGALG00000008494,ortholog_one2one
ENSMUSG00000071711,ENSGALG00000012487,ortholog_one2one
ENSMUSG00000038848,ENSGALG00000005745,ortholog_one2one
ENSMUSG00000049404,ENSGALG00000009594,ortholog_one2one
ENSMUSG00000005362,ENSGALG00000008274,ortholog_one2one
ENSMUSG00000042082,ENSGALG00000004438,ortholog_one2one
ENSMUSG00000060967,,
ENSMUSG00000042557,ENSGALG00000001644,ortholog_one2one
ENSMUSG00000032643,ENSGALG00000001516,ortholog_one2one
ENSMUSG00000067629,,
ENSMUSG00000092243,ENSGALG00000000178,ortholog_many2many
ENSMUSG00000092243,ENSGALG00000027693,ortholog_many2many
ENSMUSG00000092243,ENSGALG00000004617,ortholog_many2many
ENSMUSG00000092243,ENSGALG00000026466,ortholog_many2many
ENSMUSG00000092243,ENSGALG00000024348,ortholog_many2many
ENSMUSG00000092243,ENSGALG00000027293,ortholog_many2many
ENSMUSG00000092243,ENSGALG00000028268,ortholog_many2many
ENSMUSG00000092243,ENSGALG00000026292,ortholog_many2many
ENSMUSG00000092243,ENSGALG00000029093,ortholog_many2many
ENSMUSG00000092243,ENSGALG00000002614,ortholog_many2many
ENSMUSG00000092243,ENSGALG00000027944,ortholog_many2many
ENSMUSG00000092243,ENSGALG00000027955,ortholog_many2many
ENSMUSG00000092243,ENSGALG00000004772,ortholog_many2many
ENSMUSG00000092243,ENSGALG00000024372,ortholog_many2many
ENSMUSG00000092243,ENSGALG00000029079,ortholog_many2many
ENSMUSG00000092243,ENSGALG00000024340,ortholog_many2many
ENSMUSG00000092243,ENSGALG00000027445,ortholog_many2many
ENSMUSG00000079593,,
ENSMUSG00000020183,ENSGALG00000009945,ortholog_one2one
ENSMUSG00000020409,ENSGALG00000001500,ortholog_one2one
ENSMUSG00000021147,ENSGALG00000006749,ortholog_one2one
ENSMUSG00000027335,ENSGALG00000015974,ortholog_one2one
ENSMUSG00000051166,ENSGALG00000010639,ortholog_one2one
ENSMUSG00000045312,ENSGALG00000004437,ortholog_one2one
ENSMUSG00000025437,ENSGALG00000008974,ortholog_one2one
ENSMUSG00000038840,ENSGALG00000005762,ortholog_one2one
ENSMUSG00000033287,ENSGALG00000012486,ortholog_one2one
ENSMUSG00000039230,ENSGALG00000001503,ortholog_one2one
ENSMUSG00000062501,,
ENSMUSG00000028902,ENSGALG00000001540,ortholog_one2one
ENSMUSG00000037482,,
ENSMUSG00000069825,,
ENSMUSG00000031776,ENSGALG00000025933,ortholog_one2one
ENSMUSG00000092277,,
ENSMUSG00000025956,ENSGALG00000008493,ortholog_one2one
ENSMUSG00000022002,,
ENSMUSG00000030361,,
ENSMUSG00000067561,,
ENSMUSG00000038311,,
ENSMUSG00000071547,ENSGALG00000001567,ortholog_one2one
ENSMUSG00000047146,ENSGALG00000004073,ortholog_one2one
ENSMUSG00000052459,ENSGALG00000014800,ortholog_one2one
ENSMUSG00000027574,ENSGALG00000005774,ortholog_one2one
ENSMUSG00000047658,,
ENSMUSG00000051851,,
ENSMUSG00000049916,,
ENSMUSG00000079605,,
ENSMUSG00000034893,ENSGALG00000016980,ortholog_one2one
ENSMUSG00000073402,ENSGALG00000000178,ortholog_many2many
ENSMUSG00000073402,ENSGALG00000027693,ortholog_many2many
ENSMUSG00000073402,ENSGALG00000004617,ortholog_many2many
ENSMUSG00000073402,ENSGALG00000026466,ortholog_many2many
ENSMUSG00000073402,ENSGALG00000024348,ortholog_many2many
ENSMUSG00000073402,ENSGALG00000027293,ortholog_many2many
ENSMUSG00000073402,ENSGALG00000028268,ortholog_many2many
ENSMUSG00000073402,ENSGALG00000026292,ortholog_many2many
ENSMUSG00000073402,ENSGALG00000029093,ortholog_many2many
ENSMUSG00000073402,ENSGALG00000002614,ortholog_many2many
ENSMUSG00000073402,ENSGALG00000027944,ortholog_many2many
ENSMUSG00000073402,ENSGALG00000027955,ortholog_many2many
ENSMUSG00000073402,ENSGALG00000004772,ortholog_many2many
ENSMUSG00000073402,ENSGALG00000024372,ortholog_many2many
ENSMUSG00000073402,ENSGALG00000029079,ortholog_many2many
ENSMUSG00000073402,ENSGALG00000024340,ortholog_many2many
ENSMUSG00000073402,ENSGALG00000027445,ortholog_many2many
ENSMUSG00000067925,,
ENSMUSG00000028494,ENSGALG00000015090,ortholog_one2one
ENSMUSG00000079037,ENSGALG00000000209,ortholog_one2one
ENSMUSG00000070880,ENSGALG00000009589,ortholog_one2many
ENSMUSG00000038498,,
ENSMUSG00000070871,ENSGALG00000008485,ortholog_one2one
ENSMUSG00000067924,,
ENSMUSG00000055555,,
ENSMUSG00000022253,ENSGALG00000003558,ortholog_one2one
ENSMUSG00000053046,ENSGALG00000006681,ortholog_one2one
ENSMUSG00000046845,,
ENSMUSG00000027775,ENSGALG00000009593,ortholog_one2one
ENSMUSG00000022769,ENSGALG00000001435,ortholog_one2one
ENSMUSG00000020573,ENSGALG00000008081,ortholog_one2one
ENSMUSG00000016921,ENSGALG00000000990,ortholog_one2one
ENSMUSG00000038696,ENSGALG00000000977,ortholog_one2one
ENSMUSG00000044083,,
ENSMUSG00000024846,,
ENSMUSG00000039328,ENSGALG00000001640,ortholog_one2one
ENSMUSG00000020907,,
ENSMUSG00000024844,,
ENSMUSG00000048731,,
ENSMUSG00000051777,ENSGALG00000009580,ortholog_one2one
ENSMUSG00000073889,ENSGALG00000005848,ortholog_one2many
ENSMUSG00000054727,ENSGALG00000012766,ortholog_one2many
ENSMUSG00000031775,ENSGALG00000001391,ortholog_one2one
ENSMUSG00000097886,ENSGALG00000021710,ortholog_one2one
ENSMUSG00000031779,,
ENSMUSG00000019659,ENSGALG00000005487,ortholog_one2one
ENSMUSG00000028894,ENSGALG00000001606,ortholog_one2one
ENSMUSG00000045005,,
ENSMUSG00000031577,ENSGALG00000001651,ortholog_one2one
